"workerid","reported_results","reported_property","pass_property","pass_numeric","actual_property","distribution","pass_both","condition"
266,72,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
267,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
268,74,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
269,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
270,47,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
271,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
272,70,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","rare_strong",0,"memory_check"
273,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
274,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
275,25,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
276,15,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","half_or_deterministic",0,"memory_check"
277,70,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
278,26,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
279,25,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
280,98,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
281,78,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
282,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
283,27,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
284,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
285,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
286,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
287,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
288,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
289,55,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
290,74,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
291,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
292,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
293,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
294,98,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
295,24,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
296,48,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
297,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
298,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
306,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
307,2,"torture other animals",0,0,"know when earthquakes are about to happen","half_or_deterministic",0,"memory_check"
308,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
309,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
310,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
311,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
312,21,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
313,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
314,22,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","uniform",0,"memory_check"
315,21,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
316,29,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
317,76,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
318,30,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","weak_or_half",0,"memory_check"
319,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
320,1,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
321,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
322,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
323,52,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
324,53,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
325,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
326,54,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
327,52,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
328,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
329,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
330,90,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","uniform",0,"memory_check"
331,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
332,73,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
333,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
334,74,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
335,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
336,28,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
337,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
338,46,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
339,76,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
340,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
341,2,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","strong_or_deterministic",0,"memory_check"
342,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
343,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
344,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
345,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
346,73,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
347,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
348,1,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
349,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
350,52,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
351,25,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
352,72,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","rare_strong",0,"memory_check"
353,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
354,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
355,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
356,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
357,98,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
358,47,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
359,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
360,72,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
361,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
362,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
363,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
364,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
365,79,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
366,28,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
367,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
368,27,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
369,50,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
370,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
371,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
372,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
373,50,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
374,22,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
375,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
376,24,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
377,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
378,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
379,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
380,49,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
381,1,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
382,53,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
383,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
384,5,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","rare_deterministic",0,"memory_check"
385,22,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
386,35,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","rare_strong",0,"memory_check"
387,79,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
388,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
389,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
390,80,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
391,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
392,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
393,95,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
394,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
395,25,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
396,56,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
397,80,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
398,25,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
399,50,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
400,78,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
401,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
402,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
403,27,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
404,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
405,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
406,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
407,10,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","strong_or_deterministic",0,"memory_check"
408,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
409,80,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
410,78,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
411,24,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
412,0,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
413,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
414,50,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
415,79,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
416,76,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
417,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
418,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
419,52,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_half",1,"memory_check"
420,26,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
423,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
424,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
425,1,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
426,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
427,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
428,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
429,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
430,48,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
431,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
432,97,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
433,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","uniform",1,"memory_check"
434,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
435,55,"know when earthquakes are about to happen",1,0,"know when earthquakes are about to happen","rare_deterministic",0,"memory_check"
436,74,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
437,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
438,52,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
439,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
440,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
441,78,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
442,53,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
443,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
444,48,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
445,75,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
446,74,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
447,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_deterministic",1,"memory_check"
448,98,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","strong_or_deterministic",1,"memory_check"
449,77,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_strong",1,"memory_check"
450,73,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_strong",1,"memory_check"
451,53,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
452,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
453,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
454,100,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","half_or_deterministic",1,"memory_check"
455,51,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_half",1,"memory_check"
456,2,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
457,28,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","rare_weak",1,"memory_check"
458,99,"know when earthquakes are about to happen",1,1,"know when earthquakes are about to happen","weak_or_deterministic",1,"memory_check"
