workerid,rt,trial_type,property,trial_num,experimentResults,missing,explanation,n_data,condition,distribution,property_type,response,category,pass_both,language,englishNative
124,104237,prior_manipulation,know when earthquakes are about to happen,1,"[97, 0, 2, 0, 0, 97, 100, 100, 0, 100, u'?']",10,As the list went on the animals seemed to have better chance of predicting the earhtquakes.,10,prior,rare_deterministic,psychological,0.91,O,1,english,TRUE
125,123426,prior_manipulation,know when earthquakes are about to happen,1,"[50, 55, 0, 52, 0, 1, 0, 46, 0, 53, u'?']",10,About half of some of the animals know when earthquakes are about to happen,10,prior,rare_half,psychological,0.51,K,1,English,TRUE
125,123426,prior_manipulation,know when earthquakes are about to happen,1,"[50, 55, 0, 52, 0, 1, 0, 46, 0, 53, u'?']",10,About half of some of the animals know when earthquakes are about to happen,10,prior,rare_half,psychological,0.01,L,1,English,TRUE
125,123426,prior_manipulation,know when earthquakes are about to happen,1,"[50, 55, 0, 52, 0, 1, 0, 46, 0, 53, u'?']",10,About half of some of the animals know when earthquakes are about to happen,10,prior,rare_half,psychological,0.45,M,1,English,TRUE
125,123426,prior_manipulation,know when earthquakes are about to happen,1,"[50, 55, 0, 52, 0, 1, 0, 46, 0, 53, u'?']",10,About half of some of the animals know when earthquakes are about to happen,10,prior,rare_half,psychological,0.01,N,1,English,TRUE
125,123426,prior_manipulation,know when earthquakes are about to happen,1,"[50, 55, 0, 52, 0, 1, 0, 46, 0, 53, u'?']",10,About half of some of the animals know when earthquakes are about to happen,10,prior,rare_half,psychological,0.59,O,1,English,TRUE
126,61434,prior_manipulation,know when earthquakes are about to happen,1,"[100, 79, 75, 96, 75, 99, 100, 100, 77, 78, u'?']",10,There seemed to be a trend on the animals testing between 75 and 100,10,prior,strong_or_deterministic,psychological,0.8,K,1,English,TRUE
126,61434,prior_manipulation,know when earthquakes are about to happen,1,"[100, 79, 75, 96, 75, 99, 100, 100, 77, 78, u'?']",10,There seemed to be a trend on the animals testing between 75 and 100,10,prior,strong_or_deterministic,psychological,0.99,L,1,English,TRUE
126,61434,prior_manipulation,know when earthquakes are about to happen,1,"[100, 79, 75, 96, 75, 99, 100, 100, 77, 78, u'?']",10,There seemed to be a trend on the animals testing between 75 and 100,10,prior,strong_or_deterministic,psychological,0.77,M,1,English,TRUE
126,61434,prior_manipulation,know when earthquakes are about to happen,1,"[100, 79, 75, 96, 75, 99, 100, 100, 77, 78, u'?']",10,There seemed to be a trend on the animals testing between 75 and 100,10,prior,strong_or_deterministic,psychological,0.73,N,1,English,TRUE
126,61434,prior_manipulation,know when earthquakes are about to happen,1,"[100, 79, 75, 96, 75, 99, 100, 100, 77, 78, u'?']",10,There seemed to be a trend on the animals testing between 75 and 100,10,prior,strong_or_deterministic,psychological,1,O,1,English,TRUE
127,83441,prior_manipulation,know when earthquakes are about to happen,1,"[97, 74, 72, 100, 70, 75, 75, 100, 100, 99, u'?']",10,I just think those are the most common percentages.,10,prior,strong_or_deterministic,psychological,1,K,1,english,TRUE
127,83441,prior_manipulation,know when earthquakes are about to happen,1,"[97, 74, 72, 100, 70, 75, 75, 100, 100, 99, u'?']",10,I just think those are the most common percentages.,10,prior,strong_or_deterministic,psychological,0.74,L,1,english,TRUE
127,83441,prior_manipulation,know when earthquakes are about to happen,1,"[97, 74, 72, 100, 70, 75, 75, 100, 100, 99, u'?']",10,I just think those are the most common percentages.,10,prior,strong_or_deterministic,psychological,0.73,M,1,english,TRUE
127,83441,prior_manipulation,know when earthquakes are about to happen,1,"[97, 74, 72, 100, 70, 75, 75, 100, 100, 99, u'?']",10,I just think those are the most common percentages.,10,prior,strong_or_deterministic,psychological,1,N,1,english,TRUE
127,83441,prior_manipulation,know when earthquakes are about to happen,1,"[97, 74, 72, 100, 70, 75, 75, 100, 100, 99, u'?']",10,I just think those are the most common percentages.,10,prior,strong_or_deterministic,psychological,0.97,O,1,english,TRUE
128,101700,prior_manipulation,know when earthquakes are about to happen,1,"[97, 75, 75, 100, 98, 74, 97, 78, 100, 75, u'?']",10,they are either at the range ~75 or around 100,10,prior,strong_or_deterministic,psychological,0.77,K,1,English,TRUE
128,101700,prior_manipulation,know when earthquakes are about to happen,1,"[97, 75, 75, 100, 98, 74, 97, 78, 100, 75, u'?']",10,they are either at the range ~75 or around 100,10,prior,strong_or_deterministic,psychological,0.96,L,1,English,TRUE
128,101700,prior_manipulation,know when earthquakes are about to happen,1,"[97, 75, 75, 100, 98, 74, 97, 78, 100, 75, u'?']",10,they are either at the range ~75 or around 100,10,prior,strong_or_deterministic,psychological,0.8,M,1,English,TRUE
128,101700,prior_manipulation,know when earthquakes are about to happen,1,"[97, 75, 75, 100, 98, 74, 97, 78, 100, 75, u'?']",10,they are either at the range ~75 or around 100,10,prior,strong_or_deterministic,psychological,1,N,1,English,TRUE
128,101700,prior_manipulation,know when earthquakes are about to happen,1,"[97, 75, 75, 100, 98, 74, 97, 78, 100, 75, u'?']",10,they are either at the range ~75 or around 100,10,prior,strong_or_deterministic,psychological,0.78,O,1,English,TRUE
129,150781,prior_manipulation,know when earthquakes are about to happen,1,"[21, 25, 49, 24, 31, 47, 49, 51, 19, 48, u'?']",10,Of the first five the first three had a relatively small perentage.  Then the 2nd two had nearly 50%.  You would assume the next five animals would give similar results.,10,prior,weak_or_half,psychological,0.24,K,1,English,TRUE
129,150781,prior_manipulation,know when earthquakes are about to happen,1,"[21, 25, 49, 24, 31, 47, 49, 51, 19, 48, u'?']",10,Of the first five the first three had a relatively small perentage.  Then the 2nd two had nearly 50%.  You would assume the next five animals would give similar results.,10,prior,weak_or_half,psychological,0.23,L,1,English,TRUE
129,150781,prior_manipulation,know when earthquakes are about to happen,1,"[21, 25, 49, 24, 31, 47, 49, 51, 19, 48, u'?']",10,Of the first five the first three had a relatively small perentage.  Then the 2nd two had nearly 50%.  You would assume the next five animals would give similar results.,10,prior,weak_or_half,psychological,0.22,M,1,English,TRUE
129,150781,prior_manipulation,know when earthquakes are about to happen,1,"[21, 25, 49, 24, 31, 47, 49, 51, 19, 48, u'?']",10,Of the first five the first three had a relatively small perentage.  Then the 2nd two had nearly 50%.  You would assume the next five animals would give similar results.,10,prior,weak_or_half,psychological,0.46,N,1,English,TRUE
129,150781,prior_manipulation,know when earthquakes are about to happen,1,"[21, 25, 49, 24, 31, 47, 49, 51, 19, 48, u'?']",10,Of the first five the first three had a relatively small perentage.  Then the 2nd two had nearly 50%.  You would assume the next five animals would give similar results.,10,prior,weak_or_half,psychological,0.44,O,1,English,TRUE
130,128566,prior_manipulation,know when earthquakes are about to happen,1,"[30, 25, 100, 24, 25, 100, 94, 25, 98, 100, u'?']",10,Assuming that the other animals share some characteristics I guessed how much I would know about the falling animals.,10,prior,weak_or_deterministic,psychological,0.22,K,1,english,TRUE
130,128566,prior_manipulation,know when earthquakes are about to happen,1,"[30, 25, 100, 24, 25, 100, 94, 25, 98, 100, u'?']",10,Assuming that the other animals share some characteristics I guessed how much I would know about the falling animals.,10,prior,weak_or_deterministic,psychological,0.66,L,1,english,TRUE
130,128566,prior_manipulation,know when earthquakes are about to happen,1,"[30, 25, 100, 24, 25, 100, 94, 25, 98, 100, u'?']",10,Assuming that the other animals share some characteristics I guessed how much I would know about the falling animals.,10,prior,weak_or_deterministic,psychological,0.46,M,1,english,TRUE
130,128566,prior_manipulation,know when earthquakes are about to happen,1,"[30, 25, 100, 24, 25, 100, 94, 25, 98, 100, u'?']",10,Assuming that the other animals share some characteristics I guessed how much I would know about the falling animals.,10,prior,weak_or_deterministic,psychological,0.26,N,1,english,TRUE
130,128566,prior_manipulation,know when earthquakes are about to happen,1,"[30, 25, 100, 24, 25, 100, 94, 25, 98, 100, u'?']",10,Assuming that the other animals share some characteristics I guessed how much I would know about the falling animals.,10,prior,weak_or_deterministic,psychological,0.41,O,1,english,TRUE
131,82551,prior_manipulation,know when earthquakes are about to happen,1,"[74, 80, 72, 77, 27, 27, 77, 22, 29, 27, u'?']",10,I feel I am correct,10,prior,weak_or_strong,psychological,0.74,K,1,English,TRUE
131,82551,prior_manipulation,know when earthquakes are about to happen,1,"[74, 80, 72, 77, 27, 27, 77, 22, 29, 27, u'?']",10,I feel I am correct,10,prior,weak_or_strong,psychological,0.74,L,1,English,TRUE
131,82551,prior_manipulation,know when earthquakes are about to happen,1,"[74, 80, 72, 77, 27, 27, 77, 22, 29, 27, u'?']",10,I feel I am correct,10,prior,weak_or_strong,psychological,0.68,M,1,English,TRUE
131,82551,prior_manipulation,know when earthquakes are about to happen,1,"[74, 80, 72, 77, 27, 27, 77, 22, 29, 27, u'?']",10,I feel I am correct,10,prior,weak_or_strong,psychological,0.7,N,1,English,TRUE
131,82551,prior_manipulation,know when earthquakes are about to happen,1,"[74, 80, 72, 77, 27, 27, 77, 22, 29, 27, u'?']",10,I feel I am correct,10,prior,weak_or_strong,psychological,0.75,O,1,English,TRUE
132,343348,prior_manipulation,know when earthquakes are about to happen,1,"[100, 53, 100, 48, 46, 50, 96, 53, 98, 95, u'?']",10,I based it on the percentage of animals that could vs couldn&quotechart on the first letters.,10,prior,half_or_deterministic,psychological,0.93,K,1,English,TRUE
132,343348,prior_manipulation,know when earthquakes are about to happen,1,"[100, 53, 100, 48, 46, 50, 96, 53, 98, 95, u'?']",10,I based it on the percentage of animals that could vs couldn&quotechart on the first letters.,10,prior,half_or_deterministic,psychological,0.91,L,1,English,TRUE
132,343348,prior_manipulation,know when earthquakes are about to happen,1,"[100, 53, 100, 48, 46, 50, 96, 53, 98, 95, u'?']",10,I based it on the percentage of animals that could vs couldn&quotechart on the first letters.,10,prior,half_or_deterministic,psychological,0.48,M,1,English,TRUE
132,343348,prior_manipulation,know when earthquakes are about to happen,1,"[100, 53, 100, 48, 46, 50, 96, 53, 98, 95, u'?']",10,I based it on the percentage of animals that could vs couldn&quotechart on the first letters.,10,prior,half_or_deterministic,psychological,0.49,N,1,English,TRUE
132,343348,prior_manipulation,know when earthquakes are about to happen,1,"[100, 53, 100, 48, 46, 50, 96, 53, 98, 95, u'?']",10,I based it on the percentage of animals that could vs couldn&quotechart on the first letters.,10,prior,half_or_deterministic,psychological,0.94,O,1,English,TRUE
133,407690,prior_manipulation,know when earthquakes are about to happen,1,"[98, 99, 100, 100, 74, 73, 100, 77, 75, 75, u'?']",10,"I tried to see what the ratios of animals from the first set were, and roughly applied them to the next set.",10,prior,strong_or_deterministic,psychological,1,K,1,English,TRUE
133,407690,prior_manipulation,know when earthquakes are about to happen,1,"[98, 99, 100, 100, 74, 73, 100, 77, 75, 75, u'?']",10,"I tried to see what the ratios of animals from the first set were, and roughly applied them to the next set.",10,prior,strong_or_deterministic,psychological,0.76,L,1,English,TRUE
133,407690,prior_manipulation,know when earthquakes are about to happen,1,"[98, 99, 100, 100, 74, 73, 100, 77, 75, 75, u'?']",10,"I tried to see what the ratios of animals from the first set were, and roughly applied them to the next set.",10,prior,strong_or_deterministic,psychological,1,M,1,English,TRUE
133,407690,prior_manipulation,know when earthquakes are about to happen,1,"[98, 99, 100, 100, 74, 73, 100, 77, 75, 75, u'?']",10,"I tried to see what the ratios of animals from the first set were, and roughly applied them to the next set.",10,prior,strong_or_deterministic,psychological,0.76,N,1,English,TRUE
133,407690,prior_manipulation,know when earthquakes are about to happen,1,"[98, 99, 100, 100, 74, 73, 100, 77, 75, 75, u'?']",10,"I tried to see what the ratios of animals from the first set were, and roughly applied them to the next set.",10,prior,strong_or_deterministic,psychological,0.96,O,1,English,TRUE
134,300675,prior_manipulation,know when earthquakes are about to happen,1,"[100, 25, 23, 97, 98, 26, 26, 99, 97, 24, u'?']",10,Well I couldn&quotechart remember the exact sequence of numbers so I didn&quotechart know if there was a specific pattern but I remembered that I think all of the percentages were either in the 90s or 20s so I guessed around those numbers.,10,prior,weak_or_deterministic,psychological,0.86,K,1,English,TRUE
134,300675,prior_manipulation,know when earthquakes are about to happen,1,"[100, 25, 23, 97, 98, 26, 26, 99, 97, 24, u'?']",10,Well I couldn&quotechart remember the exact sequence of numbers so I didn&quotechart know if there was a specific pattern but I remembered that I think all of the percentages were either in the 90s or 20s so I guessed around those numbers.,10,prior,weak_or_deterministic,psychological,0.27,L,1,English,TRUE
134,300675,prior_manipulation,know when earthquakes are about to happen,1,"[100, 25, 23, 97, 98, 26, 26, 99, 97, 24, u'?']",10,Well I couldn&quotechart remember the exact sequence of numbers so I didn&quotechart know if there was a specific pattern but I remembered that I think all of the percentages were either in the 90s or 20s so I guessed around those numbers.,10,prior,weak_or_deterministic,psychological,0.3,M,1,English,TRUE
134,300675,prior_manipulation,know when earthquakes are about to happen,1,"[100, 25, 23, 97, 98, 26, 26, 99, 97, 24, u'?']",10,Well I couldn&quotechart remember the exact sequence of numbers so I didn&quotechart know if there was a specific pattern but I remembered that I think all of the percentages were either in the 90s or 20s so I guessed around those numbers.,10,prior,weak_or_deterministic,psychological,0.88,N,1,English,TRUE
134,300675,prior_manipulation,know when earthquakes are about to happen,1,"[100, 25, 23, 97, 98, 26, 26, 99, 97, 24, u'?']",10,Well I couldn&quotechart remember the exact sequence of numbers so I didn&quotechart know if there was a specific pattern but I remembered that I think all of the percentages were either in the 90s or 20s so I guessed around those numbers.,10,prior,weak_or_deterministic,psychological,0.96,O,1,English,TRUE
135,134933,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 80, 30, 5, 100, 70, 20, 45, 0, u'?']",10,"I have no reason for this, it is just random.  I did not pay close enough attention to find a specific trend for the ascending letters.",10,prior,uniform,psychological,0.31,K,1,English,TRUE
135,134933,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 80, 30, 5, 100, 70, 20, 45, 0, u'?']",10,"I have no reason for this, it is just random.  I did not pay close enough attention to find a specific trend for the ascending letters.",10,prior,uniform,psychological,0.66,L,1,English,TRUE
135,134933,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 80, 30, 5, 100, 70, 20, 45, 0, u'?']",10,"I have no reason for this, it is just random.  I did not pay close enough attention to find a specific trend for the ascending letters.",10,prior,uniform,psychological,0.42,M,1,English,TRUE
135,134933,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 80, 30, 5, 100, 70, 20, 45, 0, u'?']",10,"I have no reason for this, it is just random.  I did not pay close enough attention to find a specific trend for the ascending letters.",10,prior,uniform,psychological,0.73,N,1,English,TRUE
135,134933,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 80, 30, 5, 100, 70, 20, 45, 0, u'?']",10,"I have no reason for this, it is just random.  I did not pay close enough attention to find a specific trend for the ascending letters.",10,prior,uniform,psychological,0.3,O,1,English,TRUE
137,136378,prior_manipulation,know when earthquakes are about to happen,1,"[100, 24, 100, 99, 27, 97, 19, 26, 21, 100, u'?']",10,It&quotechars usually either low like in the teens or mid twenties or it&quotechars 100% or just shy of that.,10,prior,weak_or_deterministic,psychological,0.2,K,1,English,TRUE
137,136378,prior_manipulation,know when earthquakes are about to happen,1,"[100, 24, 100, 99, 27, 97, 19, 26, 21, 100, u'?']",10,It&quotechars usually either low like in the teens or mid twenties or it&quotechars 100% or just shy of that.,10,prior,weak_or_deterministic,psychological,0.93,L,1,English,TRUE
137,136378,prior_manipulation,know when earthquakes are about to happen,1,"[100, 24, 100, 99, 27, 97, 19, 26, 21, 100, u'?']",10,It&quotechars usually either low like in the teens or mid twenties or it&quotechars 100% or just shy of that.,10,prior,weak_or_deterministic,psychological,0.16,M,1,English,TRUE
137,136378,prior_manipulation,know when earthquakes are about to happen,1,"[100, 24, 100, 99, 27, 97, 19, 26, 21, 100, u'?']",10,It&quotechars usually either low like in the teens or mid twenties or it&quotechars 100% or just shy of that.,10,prior,weak_or_deterministic,psychological,0.23,N,1,English,TRUE
137,136378,prior_manipulation,know when earthquakes are about to happen,1,"[100, 24, 100, 99, 27, 97, 19, 26, 21, 100, u'?']",10,It&quotechars usually either low like in the teens or mid twenties or it&quotechars 100% or just shy of that.,10,prior,weak_or_deterministic,psychological,1,O,1,English,TRUE
138,144475,prior_manipulation,know when earthquakes are about to happen,1,"[95, 30, 100, 55, 0, 80, 20, 45, 5, 70, u'?']",10,The percentages seemed to go up and down as the alphabet progressed,10,prior,uniform,psychological,0.33,K,1,English,TRUE
138,144475,prior_manipulation,know when earthquakes are about to happen,1,"[95, 30, 100, 55, 0, 80, 20, 45, 5, 70, u'?']",10,The percentages seemed to go up and down as the alphabet progressed,10,prior,uniform,psychological,0.53,L,1,English,TRUE
138,144475,prior_manipulation,know when earthquakes are about to happen,1,"[95, 30, 100, 55, 0, 80, 20, 45, 5, 70, u'?']",10,The percentages seemed to go up and down as the alphabet progressed,10,prior,uniform,psychological,0.15,M,1,English,TRUE
138,144475,prior_manipulation,know when earthquakes are about to happen,1,"[95, 30, 100, 55, 0, 80, 20, 45, 5, 70, u'?']",10,The percentages seemed to go up and down as the alphabet progressed,10,prior,uniform,psychological,0.48,N,1,English,TRUE
138,144475,prior_manipulation,know when earthquakes are about to happen,1,"[95, 30, 100, 55, 0, 80, 20, 45, 5, 70, u'?']",10,The percentages seemed to go up and down as the alphabet progressed,10,prior,uniform,psychological,0.07,O,1,English,TRUE
139,380841,prior_manipulation,know when earthquakes are about to happen,1,"[0, 0, 0, 0, 77, 75, 75, 0, 77, 74, u'?']",10,"Half of the animals found know when earthquakes are about to happen. Of those half that know when earthquakes are about to happen, about 75% of that group know when earthquakes are about to happen.",10,prior,rare_strong,psychological,0.26,K,1,English,TRUE
139,380841,prior_manipulation,know when earthquakes are about to happen,1,"[0, 0, 0, 0, 77, 75, 75, 0, 77, 74, u'?']",10,"Half of the animals found know when earthquakes are about to happen. Of those half that know when earthquakes are about to happen, about 75% of that group know when earthquakes are about to happen.",10,prior,rare_strong,psychological,0.26,L,1,English,TRUE
139,380841,prior_manipulation,know when earthquakes are about to happen,1,"[0, 0, 0, 0, 77, 75, 75, 0, 77, 74, u'?']",10,"Half of the animals found know when earthquakes are about to happen. Of those half that know when earthquakes are about to happen, about 75% of that group know when earthquakes are about to happen.",10,prior,rare_strong,psychological,0.26,M,1,English,TRUE
139,380841,prior_manipulation,know when earthquakes are about to happen,1,"[0, 0, 0, 0, 77, 75, 75, 0, 77, 74, u'?']",10,"Half of the animals found know when earthquakes are about to happen. Of those half that know when earthquakes are about to happen, about 75% of that group know when earthquakes are about to happen.",10,prior,rare_strong,psychological,0.26,N,1,English,TRUE
139,380841,prior_manipulation,know when earthquakes are about to happen,1,"[0, 0, 0, 0, 77, 75, 75, 0, 77, 74, u'?']",10,"Half of the animals found know when earthquakes are about to happen. Of those half that know when earthquakes are about to happen, about 75% of that group know when earthquakes are about to happen.",10,prior,rare_strong,psychological,0.26,O,1,English,TRUE
140,133611,prior_manipulation,know when earthquakes are about to happen,1,"[49, 48, 2, 50, 0, 0, 50, 0, 0, 51, u'?']",10,It follows the pattern of the last animals found.,10,prior,rare_half,psychological,0,K,1,English,TRUE
140,133611,prior_manipulation,know when earthquakes are about to happen,1,"[49, 48, 2, 50, 0, 0, 50, 0, 0, 51, u'?']",10,It follows the pattern of the last animals found.,10,prior,rare_half,psychological,0,L,1,English,TRUE
140,133611,prior_manipulation,know when earthquakes are about to happen,1,"[49, 48, 2, 50, 0, 0, 50, 0, 0, 51, u'?']",10,It follows the pattern of the last animals found.,10,prior,rare_half,psychological,0.49,M,1,English,TRUE
140,133611,prior_manipulation,know when earthquakes are about to happen,1,"[49, 48, 2, 50, 0, 0, 50, 0, 0, 51, u'?']",10,It follows the pattern of the last animals found.,10,prior,rare_half,psychological,0,N,1,English,TRUE
140,133611,prior_manipulation,know when earthquakes are about to happen,1,"[49, 48, 2, 50, 0, 0, 50, 0, 0, 51, u'?']",10,It follows the pattern of the last animals found.,10,prior,rare_half,psychological,0,O,1,English,TRUE
141,356697,prior_manipulation,know when earthquakes are about to happen,1,"[51, 50, 25, 28, 26, 48, 26, 55, 52, 23, u'?']",10,Only a few animals out of the last bunch scored fifty percent or a little more. The first scored high and then it seemed to drop off to lower percentages until near the end they found a few more positive higher animals.,10,prior,weak_or_half,psychological,0.49,K,1,English,TRUE
141,356697,prior_manipulation,know when earthquakes are about to happen,1,"[51, 50, 25, 28, 26, 48, 26, 55, 52, 23, u'?']",10,Only a few animals out of the last bunch scored fifty percent or a little more. The first scored high and then it seemed to drop off to lower percentages until near the end they found a few more positive higher animals.,10,prior,weak_or_half,psychological,0.42,L,1,English,TRUE
141,356697,prior_manipulation,know when earthquakes are about to happen,1,"[51, 50, 25, 28, 26, 48, 26, 55, 52, 23, u'?']",10,Only a few animals out of the last bunch scored fifty percent or a little more. The first scored high and then it seemed to drop off to lower percentages until near the end they found a few more positive higher animals.,10,prior,weak_or_half,psychological,0.27,M,1,English,TRUE
141,356697,prior_manipulation,know when earthquakes are about to happen,1,"[51, 50, 25, 28, 26, 48, 26, 55, 52, 23, u'?']",10,Only a few animals out of the last bunch scored fifty percent or a little more. The first scored high and then it seemed to drop off to lower percentages until near the end they found a few more positive higher animals.,10,prior,weak_or_half,psychological,0.22,N,1,English,TRUE
141,356697,prior_manipulation,know when earthquakes are about to happen,1,"[51, 50, 25, 28, 26, 48, 26, 55, 52, 23, u'?']",10,Only a few animals out of the last bunch scored fifty percent or a little more. The first scored high and then it seemed to drop off to lower percentages until near the end they found a few more positive higher animals.,10,prior,weak_or_half,psychological,0.55,O,1,English,TRUE
143,73557,prior_manipulation,know when earthquakes are about to happen,1,"[27, 23, 75, 72, 27, 29, 28, 76, 76, 75, u'?']",10,It seemed to be the pattern of occurrence.,10,prior,weak_or_strong,psychological,0.24,K,1,English,TRUE
143,73557,prior_manipulation,know when earthquakes are about to happen,1,"[27, 23, 75, 72, 27, 29, 28, 76, 76, 75, u'?']",10,It seemed to be the pattern of occurrence.,10,prior,weak_or_strong,psychological,0.22,L,1,English,TRUE
143,73557,prior_manipulation,know when earthquakes are about to happen,1,"[27, 23, 75, 72, 27, 29, 28, 76, 76, 75, u'?']",10,It seemed to be the pattern of occurrence.,10,prior,weak_or_strong,psychological,0.71,M,1,English,TRUE
143,73557,prior_manipulation,know when earthquakes are about to happen,1,"[27, 23, 75, 72, 27, 29, 28, 76, 76, 75, u'?']",10,It seemed to be the pattern of occurrence.,10,prior,weak_or_strong,psychological,0.72,N,1,English,TRUE
143,73557,prior_manipulation,know when earthquakes are about to happen,1,"[27, 23, 75, 72, 27, 29, 28, 76, 76, 75, u'?']",10,It seemed to be the pattern of occurrence.,10,prior,weak_or_strong,psychological,0.71,O,1,English,TRUE
144,62750,prior_manipulation,know when earthquakes are about to happen,1,"[50, 45, 54, 51, 100, 99, 97, 98, 53, 100, u'?']",10,no,10,prior,half_or_deterministic,psychological,0.49,K,1,english,TRUE
144,62750,prior_manipulation,know when earthquakes are about to happen,1,"[50, 45, 54, 51, 100, 99, 97, 98, 53, 100, u'?']",10,no,10,prior,half_or_deterministic,psychological,0.47,L,1,english,TRUE
144,62750,prior_manipulation,know when earthquakes are about to happen,1,"[50, 45, 54, 51, 100, 99, 97, 98, 53, 100, u'?']",10,no,10,prior,half_or_deterministic,psychological,0.47,M,1,english,TRUE
144,62750,prior_manipulation,know when earthquakes are about to happen,1,"[50, 45, 54, 51, 100, 99, 97, 98, 53, 100, u'?']",10,no,10,prior,half_or_deterministic,psychological,0.85,N,1,english,TRUE
144,62750,prior_manipulation,know when earthquakes are about to happen,1,"[50, 45, 54, 51, 100, 99, 97, 98, 53, 100, u'?']",10,no,10,prior,half_or_deterministic,psychological,0.84,O,1,english,TRUE
145,95815,prior_manipulation,know when earthquakes are about to happen,1,"[23, 0, 22, 2, 0, 0, 22, 25, 1, 25, u'?']",10,It was close to a pattern.,10,prior,rare_weak,psychological,0,K,1,english,TRUE
145,95815,prior_manipulation,know when earthquakes are about to happen,1,"[23, 0, 22, 2, 0, 0, 22, 25, 1, 25, u'?']",10,It was close to a pattern.,10,prior,rare_weak,psychological,0.16,L,1,english,TRUE
145,95815,prior_manipulation,know when earthquakes are about to happen,1,"[23, 0, 22, 2, 0, 0, 22, 25, 1, 25, u'?']",10,It was close to a pattern.,10,prior,rare_weak,psychological,0.01,M,1,english,TRUE
145,95815,prior_manipulation,know when earthquakes are about to happen,1,"[23, 0, 22, 2, 0, 0, 22, 25, 1, 25, u'?']",10,It was close to a pattern.,10,prior,rare_weak,psychological,0.16,N,1,english,TRUE
145,95815,prior_manipulation,know when earthquakes are about to happen,1,"[23, 0, 22, 2, 0, 0, 22, 25, 1, 25, u'?']",10,It was close to a pattern.,10,prior,rare_weak,psychological,0.02,O,1,english,TRUE
146,126688,prior_manipulation,know when earthquakes are about to happen,1,"[25, 22, 0, 0, 25, 24, 0, 0, 1, 24, u'?']",10,I just tried to match the statistical pattern I saw in the previous animals.,10,prior,rare_weak,psychological,0.27,K,1,English,TRUE
146,126688,prior_manipulation,know when earthquakes are about to happen,1,"[25, 22, 0, 0, 25, 24, 0, 0, 1, 24, u'?']",10,I just tried to match the statistical pattern I saw in the previous animals.,10,prior,rare_weak,psychological,0.02,L,1,English,TRUE
146,126688,prior_manipulation,know when earthquakes are about to happen,1,"[25, 22, 0, 0, 25, 24, 0, 0, 1, 24, u'?']",10,I just tried to match the statistical pattern I saw in the previous animals.,10,prior,rare_weak,psychological,0.03,M,1,English,TRUE
146,126688,prior_manipulation,know when earthquakes are about to happen,1,"[25, 22, 0, 0, 25, 24, 0, 0, 1, 24, u'?']",10,I just tried to match the statistical pattern I saw in the previous animals.,10,prior,rare_weak,psychological,0.27,N,1,English,TRUE
146,126688,prior_manipulation,know when earthquakes are about to happen,1,"[25, 22, 0, 0, 25, 24, 0, 0, 1, 24, u'?']",10,I just tried to match the statistical pattern I saw in the previous animals.,10,prior,rare_weak,psychological,0,O,1,English,TRUE
147,159094,prior_manipulation,know when earthquakes are about to happen,1,"[27, 52, 52, 49, 52, 22, 24, 48, 20, 27, u'?']",10,i figured no animal would get above 52 and most are less than 52,10,prior,weak_or_half,psychological,0.5,K,1,english,TRUE
147,159094,prior_manipulation,know when earthquakes are about to happen,1,"[27, 52, 52, 49, 52, 22, 24, 48, 20, 27, u'?']",10,i figured no animal would get above 52 and most are less than 52,10,prior,weak_or_half,psychological,0.4,L,1,english,TRUE
147,159094,prior_manipulation,know when earthquakes are about to happen,1,"[27, 52, 52, 49, 52, 22, 24, 48, 20, 27, u'?']",10,i figured no animal would get above 52 and most are less than 52,10,prior,weak_or_half,psychological,0.29,M,1,english,TRUE
147,159094,prior_manipulation,know when earthquakes are about to happen,1,"[27, 52, 52, 49, 52, 22, 24, 48, 20, 27, u'?']",10,i figured no animal would get above 52 and most are less than 52,10,prior,weak_or_half,psychological,0.5,N,1,english,TRUE
147,159094,prior_manipulation,know when earthquakes are about to happen,1,"[27, 52, 52, 49, 52, 22, 24, 48, 20, 27, u'?']",10,i figured no animal would get above 52 and most are less than 52,10,prior,weak_or_half,psychological,0.29,O,1,english,TRUE
148,164394,prior_manipulation,know when earthquakes are about to happen,1,"[99, 100, 100, 50, 100, 50, 99, 48, 54, 50, u'?']",10,I expect new animals to have an average rate of success.,10,prior,half_or_deterministic,psychological,0.62,K,1,English,TRUE
148,164394,prior_manipulation,know when earthquakes are about to happen,1,"[99, 100, 100, 50, 100, 50, 99, 48, 54, 50, u'?']",10,I expect new animals to have an average rate of success.,10,prior,half_or_deterministic,psychological,0.63,L,1,English,TRUE
148,164394,prior_manipulation,know when earthquakes are about to happen,1,"[99, 100, 100, 50, 100, 50, 99, 48, 54, 50, u'?']",10,I expect new animals to have an average rate of success.,10,prior,half_or_deterministic,psychological,0.63,M,1,English,TRUE
148,164394,prior_manipulation,know when earthquakes are about to happen,1,"[99, 100, 100, 50, 100, 50, 99, 48, 54, 50, u'?']",10,I expect new animals to have an average rate of success.,10,prior,half_or_deterministic,psychological,0.64,N,1,English,TRUE
