"workerid","rt","trial_type","property_type","trial_num","category","explanation","property","response"
8,12175,"implied_prevalence","disease_other",10,"pangolins",NA,"transmit rabies",0.02
8,6175,"implied_prevalence","disease_self",11,"mooks",NA,"get addicted to nicotine",0.35
8,5393,"implied_prevalence","disease_self",12,"javs",NA,"lose their teeth",0.66
8,6220,"implied_prevalence","habitat",13,"moxes",NA,"live in urban areas",0.43
8,4044,"implied_prevalence","behavior",14,"elleps",NA,"like to cuddle",0.9
8,5832,"implied_prevalence","behavior_aggressive",15,"kweps",NA,"torture other animals",0.06
8,6568,"implied_prevalence","reproduction",16,"wugs",NA,"lay eggs without needing fertilization",0.75
8,4765,"implied_prevalence","behavior_aggressive",17,"plovs",NA,"carry out premeditated murder",0.03
8,5659,"implied_prevalence","diet",18,"lorches",NA,"eat people",0.1
8,5863,"implied_prevalence","physical",19,"ackles",NA,"live to be a hundred years old",0.22
8,5085,"implied_prevalence","habitat",20,"krivels",NA,"live in zoos",0.04
8,5480,"implied_prevalence","disease_other",21,"trufts",NA,"transmit HIV",0.07
8,4586,"implied_prevalence","psychological",22,"taifels",NA,"are afraid of loud noises",0.94
8,6874,"implied_prevalence","habitat",23,"crullets",NA,"live in high-rise buildings",0.66
8,4600,"implied_prevalence","behavior",24,"luzaks",NA,"sing beautiful songs",0.47
8,6089,"implied_prevalence","behavior_aggressive",25,"sapers",NA,"pound their chests to display dominance",0.47
8,4788,"implied_prevalence","reproduction",26,"dobles",NA,"have a menstrual cycle",0.34
8,4734,"implied_prevalence","psychological",27,"thups",NA,"are afraid of dogs",0.82
8,5330,"implied_prevalence","diet",28,"zoovs",NA,"fish in the Hudson River",0.06
8,5454,"implied_prevalence","behavior_aggressive",29,"ollers",NA,"steal farmers&quotechar crops",0.22
8,4185,"implied_prevalence","diet",30,"grinks",NA,"eat garbage",0.16
8,3754,"implied_prevalence","diet",31,"morseths",NA,"eat grass",0.85
8,5942,"implied_prevalence","habitat",32,"feps",NA,"live in trees",0.92
8,4320,"implied_prevalence","disease_other",33,"zorbs",NA,"carry Lyme disease",0.06
8,4798,"implied_prevalence","psychological",34,"blins",NA,"mourn their dead",0.97
8,5816,"implied_prevalence","physical",35,"glippets",NA,"live to be twenty years old",0.28
8,4492,"implied_prevalence","diet",36,"cheebas",NA,"eat candy wrappers",0.1
8,43609,"explain_responses","behavior",1,"luzaks","Because usually it is the male of the species that sings to court its mate, and I predicted just less than half of the luzaks would be males, the remaining being female.","sing beautiful songs",0.47
8,75778,"explain_responses","diet",2,"grinks","Because I didn&quotechart think they would eat garbage unless their natural prey were scarce, and they became extremely hungry.  If there are 100 of them, then they are thriving and haven&quotechart depleted their environment of food, so it would be the weaker or older ones that would have to resort to eating garbage.","eat garbage",0.16
8,74211,"explain_responses","behavior_aggressive",3,"ollers","They would only resort to stealing crops if crops were readily available in their environment, and I don&quotechart see that amount of land being more than a fifth of the oller&quotechars natural habitat.  They would normally eat what was readily available and not need to travel farther to get to farmland for food.","steal farmers&quotechar crops",0.22
8,78761,"explain_responses","physical",4,"dorbs","I surmised that only in about a fifth of the dorbs would there be the environmental and genetic conditions present to reach such a milestone in age, and the rest would die of natural causes or succumb to predators.","live to be five hundred years old",0.21
8,63307,"explain_responses","psychological",5,"dunkels","Because I believe the development of phobias would require a unique set of circumstances, similar to the development of phobias in humans, and that this set of circumstances would only present itself in a very small number, similar to the prevalence of phobias in humans.","develop phobias",0.06
9,4988,"implied_prevalence","disease_other",1,"ludinos",NA,"carry Lyme disease",0.05
9,5982,"implied_prevalence","diet",2,"grinks",NA,"eat grass",1
9,3593,"implied_prevalence","psychological",3,"lorches",NA,"develop phobias",0.37
9,5840,"implied_prevalence","reproduction",4,"plovs",NA,"lay eggs without needing fertilization",1
9,3183,"implied_prevalence","physical",5,"zorbs",NA,"have very long wings",1
9,3410,"implied_prevalence","behavior",6,"fendles",NA,"play with bottlecaps",0.62
9,3644,"implied_prevalence","behavior",7,"javs",NA,"perform in the circus",0.22
9,4602,"implied_prevalence","diet",8,"pangolins",NA,"fish in the Hudson River",1
9,2909,"implied_prevalence","behavior",9,"ollers",NA,"fly into building windows",0.11
9,3504,"implied_prevalence","behavior",10,"reesles",NA,"sing beautiful songs",1
9,3006,"implied_prevalence","psychological",11,"ackles",NA,"experience empathy",0.45
9,2392,"implied_prevalence","diet",12,"taifels",NA,"drink soda",0.25
9,2269,"implied_prevalence","disease_other",13,"feps",NA,"transmit HIV",0.11
9,3156,"implied_prevalence","behavior_aggressive",14,"dorbs",NA,"pound their chests to display dominance",1
9,3032,"implied_prevalence","diet",15,"elleps",NA,"eat human food",1
9,2875,"implied_prevalence","diet",16,"thups",NA,"feed on the carcasses of dead animals",1
9,2949,"implied_prevalence","diet",17,"wugs",NA,"eat cannabis",1
9,4575,"implied_prevalence","behavior",18,"crullets",NA,"chase their tails",0.91
9,2703,"implied_prevalence","disease_self",19,"morseths",NA,"have strange genetic mutations",0.31
9,2590,"implied_prevalence","physical",20,"moxes",NA,"have brown fur",0.71
9,2494,"implied_prevalence","psychological",21,"mooks",NA,"know how to ride bicycles",0.06
9,2487,"implied_prevalence","diet",22,"sapers",NA,"eat insects",1
9,4970,"implied_prevalence","disease_self",23,"trufts",NA,"go bald",0.55
9,3581,"implied_prevalence","physical",24,"stups",NA,"live to be a hundred years old",0.37
9,2605,"implied_prevalence","reproduction",25,"zoovs",NA,"attract mates by secreting pheromones",1
9,3122,"implied_prevalence","disease_self",26,"daiths",NA,"get cancer",0.15
9,2019,"implied_prevalence","behavior",27,"krivels",NA,"ride the subway",0.12
9,2305,"implied_prevalence","physical",28,"kazzes",NA,"have spots",0.65
9,2255,"implied_prevalence","behavior",29,"glippets",NA,"use tools",0.87
9,2552,"implied_prevalence","behavior",30,"dobles",NA,"sleep during the day",1
9,2651,"implied_prevalence","psychological",31,"kweps",NA,"have personalities",1
9,2156,"implied_prevalence","psychological",32,"cheebas",NA,"are intelligent",1
9,1900,"implied_prevalence","habitat",33,"dunkels",NA,"live in zoos",0.07
9,2958,"implied_prevalence","behavior",34,"frams",NA,"do handstands to scare off predators",1
9,3106,"implied_prevalence","habitat",35,"blins",NA,"live in urban areas",0.51
9,3210,"implied_prevalence","behavior_aggressive",36,"luzaks",NA,"torture other animals",0.06
9,19605,"explain_responses","habitat",1,"dunkels","I would assume only a small population actually live in zoos.","live in zoos",0.07
9,31229,"explain_responses","psychological",2,"lorches","I figured not all lorches would develop phobias, but maybe they are highly susceptible to phobias as a species.","develop phobias",0.37
9,43725,"explain_responses","disease_self",3,"morseths","The fact that strange genetic mutation was mentioned led me to believe a sizable percentage must experience this, for it to be mentioned.. since all species have weird genetic mutations.","have strange genetic mutations",0.31
9,22447,"explain_responses","disease_other",4,"ludinos","Lyme disease is fairly rare, so I figure the carriers must also be rare.","carry Lyme disease",0.05
9,20996,"explain_responses","disease_other",5,"feps","HIV transmission seems like it would be a rare phenomenon.","transmit HIV",0.11
10,7723,"implied_prevalence","diet",1,"stups",NA,"drink alcohol left behind by tourists",0.75
10,4533,"implied_prevalence","behavior",2,"krivels",NA,"sing beautiful songs",1
10,5774,"implied_prevalence","reproduction",3,"frams",NA,"get erections",0.5
10,2634,"implied_prevalence","psychological",4,"glippets",NA,"are intelligent",1
10,8669,"implied_prevalence","behavior",5,"moxes",NA,"perform in the circus",0.66
10,4277,"implied_prevalence","behavior",6,"wugs",NA,"like to cuddle",0.8
10,4020,"implied_prevalence","behavior",7,"thups",NA,"do handstands to scare off predators",1
10,4657,"implied_prevalence","physical",8,"luzaks",NA,"have brown fur",0.86
10,2979,"implied_prevalence","diet",9,"zorbs",NA,"eat grass",1
10,2818,"implied_prevalence","reproduction",10,"crullets",NA,"lay eggs in other birds&quotechar nests",1
10,4548,"implied_prevalence","psychological",11,"mooks",NA,"know how to ride bicycles",0.2
10,3357,"implied_prevalence","disease_self",12,"cheebas",NA,"go bald",1
10,3955,"implied_prevalence","psychological",13,"grinks",NA,"are afraid of loud noises",0.93
10,4512,"implied_prevalence","diet",14,"feps",NA,"eat candy wrappers",0.67
10,3773,"implied_prevalence","disease_self",15,"ludinos",NA,"have strange genetic mutations",0.31
10,2784,"implied_prevalence","reproduction",16,"blins",NA,"have dozens of sexual partners",1
10,3738,"implied_prevalence","disease_other",17,"daiths",NA,"transmit HIV",0.25
10,5386,"implied_prevalence","behavior",18,"reesles",NA,"fly into building windows",0.42
10,5673,"implied_prevalence","psychological",19,"trufts",NA,"know when earthquakes are about to happen",0.84
10,3042,"implied_prevalence","disease_self",20,"zoovs",NA,"lose their teeth",1
10,4310,"implied_prevalence","physical",21,"plovs",NA,"have an exquisite sense of smell",0.99
10,5369,"implied_prevalence","disease_self",22,"ollers",NA,"develop back problems",0.85
10,4980,"implied_prevalence","diet",23,"sapers",NA,"drink soda",0.65
10,4502,"implied_prevalence","reproduction",24,"dunkels",NA,"lay eggs without needing fertilization",1
10,4246,"implied_prevalence","disease_other",25,"ackles",NA,"transmit rabies",0.16
10,8875,"implied_prevalence","reproduction",26,"kazzes",NA,"have a menstrual cycle",0.5
10,3743,"implied_prevalence","physical",27,"lorches",NA,"have very long wings",0.84
10,3336,"implied_prevalence","behavior_aggressive",28,"dorbs",NA,"get in fights with other animals",0.9
10,2595,"implied_prevalence","psychological",29,"pangolins",NA,"experience emotions",1
10,4060,"implied_prevalence","habitat",30,"taifels",NA,"live in trees",1
10,2032,"implied_prevalence","behavior",31,"elleps",NA,"sleep during the day",1
10,2111,"implied_prevalence","diet",32,"javs",NA,"feed on the carcasses of dead animals",1
10,2642,"implied_prevalence","disease_self",33,"dobles",NA,"get addicted to nicotine",0.67
10,2190,"implied_prevalence","behavior_aggressive",34,"kweps",NA,"hunt other animals",1
10,2379,"implied_prevalence","habitat",35,"fendles",NA,"live in high-rise buildings",0.51
10,2832,"implied_prevalence","disease_other",36,"morseths",NA,"carry Lyme disease",0.3
10,10492,"explain_responses","psychological",1,"mooks","This is something that has to be taught.","know how to ride bicycles",0.2
10,13665,"explain_responses","disease_other",2,"morseths","Not every member of a population carries a disease.","carry Lyme disease",0.3
10,8561,"explain_responses","disease_other",3,"daiths","Not every member of a population carries a disease","transmit HIV",0.25
10,11607,"explain_responses","disease_other",4,"ackles","Rabies is a rare disease and not every member of a population carries a disease","transmit rabies",0.16
10,14496,"explain_responses","disease_self",5,"ludinos","Strange genetic mutations by their nature are at least somewhat rare","have strange genetic mutations",0.31
11,10560,"implied_prevalence","disease_other",1,"elleps",NA,"transmit HIV",0.26
11,8670,"implied_prevalence","reproduction",2,"reesles",NA,"give birth underwater",0.92
11,6282,"implied_prevalence","disease_other",3,"kweps",NA,"carry Lyme disease",0.36
11,5410,"implied_prevalence","habitat",4,"blins",NA,"live in trees",0.95
11,6894,"implied_prevalence","reproduction",5,"ollers",NA,"get erections",0.98
11,5948,"implied_prevalence","behavior",6,"grinks",NA,"ride the subway",0.26
11,4258,"implied_prevalence","disease_self",7,"trufts",NA,"have seizures",0.22
11,6738,"implied_prevalence","psychological",8,"wugs",NA,"know when earthquakes are about to happen",0.85
11,7224,"implied_prevalence","disease_self",9,"pangolins",NA,"get addicted to nicotine",0.17
11,4538,"implied_prevalence","disease_self",10,"cheebas",NA,"have strange genetic mutations",0.24
11,3782,"implied_prevalence","behavior_aggressive",11,"taifels",NA,"torture other animals",0.37
11,4438,"implied_prevalence","habitat",12,"morseths",NA,"live in the hulls of sea vessels",0.9
11,8118,"implied_prevalence","reproduction",13,"kazzes",NA,"attract mates by secreting pheromones",0.93
11,5932,"implied_prevalence","diet",14,"lorches",NA,"eat insects",0.95
11,5894,"implied_prevalence","behavior",15,"frams",NA,"play with bottlecaps",0.28
11,5636,"implied_prevalence","behavior_aggressive",16,"crullets",NA,"pound their chests to display dominance",0.43
11,5382,"implied_prevalence","disease_self",17,"ludinos",NA,"go bald",0.79
11,10532,"implied_prevalence","physical",18,"plovs",NA,"have spots",0.71
11,4154,"implied_prevalence","diet",19,"moxes",NA,"feed on the carcasses of dead animals",0.86
11,3682,"implied_prevalence","psychological",20,"dobles",NA,"know how to ride bicycles",0.25
11,6084,"implied_prevalence","psychological",21,"luzaks",NA,"know how to open doors",0.34
11,5460,"implied_prevalence","disease_other",22,"glippets",NA,"carry malaria",0.58
11,8142,"implied_prevalence","psychological",23,"daiths",NA,"mourn their dead",0.84
11,5780,"implied_prevalence","behavior",24,"zoovs",NA,"do handstands to scare off predators",0.68
11,5958,"implied_prevalence","physical",25,"thups",NA,"have intensely beautiful feathers",0.98
11,3516,"implied_prevalence","diet",26,"sapers",NA,"eat people",0.39
11,4090,"implied_prevalence","psychological",27,"fendles",NA,"develop phobias",0.51
11,4000,"implied_prevalence","habitat",28,"dunkels",NA,"live in zoos",0.3
11,6658,"implied_prevalence","behavior",29,"mooks",NA,"fly into building windows",0.31
11,4602,"implied_prevalence","behavior",30,"zorbs",NA,"sleep during the day",0.98
11,4244,"implied_prevalence","behavior_aggressive",31,"feps",NA,"get in fights with other animals",0.59
11,4144,"implied_prevalence","physical",32,"ackles",NA,"have an exquisite sense of smell",0.77
11,3472,"implied_prevalence","psychological",33,"stups",NA,"experience empathy",0.79
11,4614,"implied_prevalence","reproduction",34,"krivels",NA,"lay eggs in other birds&quotechar nests",0.32
11,3848,"implied_prevalence","disease_self",35,"javs",NA,"develop back problems",0.39
11,5050,"implied_prevalence","diet",36,"dorbs",NA,"eat grass",0.83
11,21816,"explain_responses","psychological",1,"dobles","Because it is unnecessary to ride a bicycle so not all of them do it","know how to ride bicycles",0.25
11,17876,"explain_responses","reproduction",2,"krivels","Femals might do this, but it is not definite so not half","lay eggs in other birds&quotechar nests",0.32
11,35474,"explain_responses","behavior",3,"grinks","There is no reason to ride a subway to get around so I dont think they are necessary","ride the subway",0.26
11,33028,"explain_responses","disease_self",4,"trufts","Not all of them have seizures otherwise Trufts would not exist anymore","have seizures",0.22
11,25818,"explain_responses","behavior_aggressive",5,"crullets","I wanted to get close to half and half as males seem to do this more than females - half of the population","pound their chests to display dominance",0.43
12,8552,"implied_prevalence","diet",1,"fendles",NA,"feed on the carcasses of dead animals",1
12,8012,"implied_prevalence","disease_self",2,"sapers",NA,"have seizures",0.1
12,11162,"implied_prevalence","reproduction",3,"daiths",NA,"have dozens of sexual partners",0.95
12,15678,"implied_prevalence","diet",4,"reesles",NA,"cannibalize each other",0.8
12,13099,"implied_prevalence","physical",5,"cheebas",NA,"live to be five hundred years old",0.2
12,5950,"implied_prevalence","disease_self",6,"dobles",NA,"get dandruff",0.85
12,12539,"implied_prevalence","habitat",7,"luzaks",NA,"live in the hulls of sea vessels",0.95
12,5622,"implied_prevalence","psychological",8,"javs",NA,"are afraid of dogs",0.8
12,7218,"implied_prevalence","disease_self",9,"elleps",NA,"lose their teeth",0.95
12,7845,"implied_prevalence","behavior_aggressive",10,"crullets",NA,"torture other animals",0.6
12,6028,"implied_prevalence","reproduction",11,"stups",NA,"lay eggs without needing fertilization",1
12,10345,"implied_prevalence","psychological",12,"mooks",NA,"know how to ride bicycles",0.75
12,9599,"implied_prevalence","disease_self",13,"ollers",NA,"get cancer",0.4
12,12386,"implied_prevalence","behavior_aggressive",14,"krivels",NA,"steal farmers&quotechar crops",0.7
12,8148,"implied_prevalence","behavior",15,"zorbs",NA,"play with bottlecaps",0.5
12,8747,"implied_prevalence","diet",16,"plovs",NA,"fish in the Hudson River",0.7
12,7157,"implied_prevalence","behavior",17,"pangolins",NA,"fly into building windows",0.35
12,9250,"implied_prevalence","physical",18,"dorbs",NA,"have an exquisite sense of smell",0.95
12,6492,"implied_prevalence","reproduction",19,"frams",NA,"lay eggs in other birds&quotechar nests",0.4
12,4731,"implied_prevalence","reproduction",20,"grinks",NA,"have a menstrual cycle",1
12,6055,"implied_prevalence","behavior",21,"ackles",NA,"sleep during the day",0.85
12,8553,"implied_prevalence","habitat",22,"blins",NA,"live in high-rise buildings",0.4
12,16948,"implied_prevalence","reproduction",23,"feps",NA,"get erections",0.97
12,4985,"implied_prevalence","habitat",24,"dunkels",NA,"live in zoos",0.2
12,31096,"implied_prevalence","psychological",25,"moxes",NA,"experience empathy",0.5
12,6872,"implied_prevalence","physical",26,"glippets",NA,"have spots",0.85
12,12846,"implied_prevalence","physical",27,"zoovs",NA,"live to be a hundred years old",0.6
12,5572,"implied_prevalence","diet",28,"thups",NA,"eat garbage",0.6
12,8987,"implied_prevalence","diet",29,"kweps",NA,"eat people",0.35
12,7898,"implied_prevalence","diet",30,"taifels",NA,"eat candy wrappers",0.2
12,6270,"implied_prevalence","disease_self",31,"lorches",NA,"have strange genetic mutations",0.35
12,5658,"implied_prevalence","habitat",32,"ludinos",NA,"live in urban areas",0.75
12,8724,"implied_prevalence","diet",33,"wugs",NA,"eat grass",0.95
12,6455,"implied_prevalence","disease_self",34,"trufts",NA,"get addicted to nicotine",0.4
12,7537,"implied_prevalence","habitat",35,"kazzes",NA,"live in trees",0.85
12,7936,"implied_prevalence","behavior",36,"morseths",NA,"ride the subway",0.5
12,45517,"explain_responses","behavior",1,"pangolins","Flying into building windows seems like a trait that would not be universal.","fly into building windows",0.35
12,25240,"explain_responses","habitat",2,"dunkels","It would be highly unlikely for a high portion of a species to be living in zoos.","live in zoos",0.2
12,81953,"explain_responses","diet",3,"kweps","If there was an animal that had humans as its primary diet that animal would not be around for long, now that I think about it, 35% is probably too high.","eat people",0.35
12,91056,"explain_responses","disease_self",4,"ollers","Evolution doesn&quotechart produce species that get cancer at a very high rate. With more time to think about this one I believe 40% is a little high.","get cancer",0.4
12,21373,"explain_responses","reproduction",5,"frams","This seems like a trait that only a few of a species would posses. ","lay eggs in other birds&quotechar nests",0.4
13,7302,"implied_prevalence","psychological",1,"crullets",NA,"have personalities",1
13,14046,"implied_prevalence","diet",2,"pangolins",NA,"eat people",0.02
13,9067,"implied_prevalence","physical",3,"fendles",NA,"have very long wings",0.95
13,6938,"implied_prevalence","behavior",4,"zorbs",NA,"do handstands to scare off predators",0.99
13,8077,"implied_prevalence","disease_other",5,"taifels",NA,"transmit HIV",0.05
13,15108,"implied_prevalence","physical",6,"elleps",NA,"live to be a hundred years old",0.5
13,10434,"implied_prevalence","habitat",7,"ollers",NA,"live in high-rise buildings",0.15
13,10310,"implied_prevalence","diet",8,"dorbs",NA,"fish in the Hudson River",0.2
13,7598,"implied_prevalence","physical",9,"lorches",NA,"have brown fur",0.9
13,10294,"implied_prevalence","diet",10,"krivels",NA,"cannibalize each other",0.1
13,6460,"implied_prevalence","behavior",11,"thups",NA,"sing beautiful songs",0.95
13,3688,"implied_prevalence","behavior",12,"ludinos",NA,"sleep during the day",0.99
13,6388,"implied_prevalence","psychological",13,"kazzes",NA,"experience empathy",1
13,5728,"implied_prevalence","behavior",14,"moxes",NA,"like to cuddle",0.85
13,5996,"implied_prevalence","psychological",15,"cheebas",NA,"know how to open doors",0.35
13,5884,"implied_prevalence","disease_self",16,"dunkels",NA,"get dandruff",0.2
13,8342,"implied_prevalence","disease_self",17,"javs",NA,"have strange genetic mutations",0.6
13,10300,"implied_prevalence","behavior_aggressive",18,"stups",NA,"carry out premeditated murder",0.25
13,4542,"implied_prevalence","psychological",19,"mooks",NA,"are intelligent",0.9
13,5735,"implied_prevalence","diet",20,"sapers",NA,"eat garbage",0.25
13,6975,"implied_prevalence","diet",21,"dobles",NA,"drink soda",0.1
13,5719,"implied_prevalence","behavior",22,"trufts",NA,"play with bottlecaps",0.04
13,7545,"implied_prevalence","disease_self",23,"feps",NA,"get addicted to nicotine",0.01
13,7105,"implied_prevalence","disease_self",24,"luzaks",NA,"get cancer",0.02
13,5694,"implied_prevalence","diet",25,"reesles",NA,"eat grass",0.99
13,6444,"implied_prevalence","disease_self",26,"kweps",NA,"go bald",0.6
13,3846,"implied_prevalence","psychological",27,"glippets",NA,"experience emotions",1
13,8378,"implied_prevalence","physical",28,"plovs",NA,"have intensely beautiful feathers",0.99
13,7485,"implied_prevalence","behavior",29,"morseths",NA,"ride the subway",0.1
13,7279,"implied_prevalence","reproduction",30,"zoovs",NA,"give birth underwater",0.98
13,4368,"implied_prevalence","disease_self",31,"blins",NA,"lose their teeth",1
13,5770,"implied_prevalence","diet",32,"grinks",NA,"eat human food",0.06
13,6818,"implied_prevalence","behavior_aggressive",33,"frams",NA,"get in fights with other animals",0.75
13,6716,"implied_prevalence","behavior_aggressive",34,"wugs",NA,"steal farmers&quotechar crops",0.4
13,5654,"implied_prevalence","reproduction",35,"daiths",NA,"attract mates by secreting pheromones",1
13,6890,"implied_prevalence","physical",36,"ackles",NA,"live to be twenty years old",0.15
13,30864,"explain_responses","behavior",1,"trufts","Bottlecaps aren&quotechart common, so not a lot of trufts would have access to them","play with bottlecaps",0.04
13,34112,"explain_responses","diet",2,"sapers","There is a lot of garbage around, I figured some might live around residential neighborhoods or trash heaps for scavenging, but not all","eat garbage",0.25
13,44050,"explain_responses","psychological",3,"cheebas","Opening a door requires a certain amount of intelligence, which is inherited, so I figured a fair amount would be able to do so","know how to open doors",0.35
13,27344,"explain_responses","diet",4,"grinks","I didn&quotechart think the grinks would have a lot of access to human food so the number is low","eat human food",0.06
13,24219,"explain_responses","disease_self",5,"luzaks","Cancer is rare and if a lot of them got cancer the species might just die off","get cancer",0.02
14,6858,"implied_prevalence","disease_other",1,"sapers",NA,"carry Lyme disease",0.59
14,5495,"implied_prevalence","behavior",2,"crullets",NA,"like to cuddle",0.17
14,3240,"implied_prevalence","reproduction",3,"plovs",NA,"lay eggs in other birds&quotechar nests",0.47
14,2080,"implied_prevalence","behavior",4,"taifels",NA,"play with bottlecaps",0.39
14,4136,"implied_prevalence","reproduction",5,"fendles",NA,"lay eggs without needing fertilization",0.66
14,2389,"implied_prevalence","reproduction",6,"kazzes",NA,"have dozens of sexual partners",0.8
14,2971,"implied_prevalence","psychological",7,"moxes",NA,"develop phobias",0.6
14,5434,"implied_prevalence","behavior_aggressive",8,"zorbs",NA,"steal farmers&quotechar crops",0.28
14,1390,"implied_prevalence","diet",9,"reesles",NA,"eat candy wrappers",0.53
14,3304,"implied_prevalence","disease_other",10,"blins",NA,"transmit HIV",1
14,5796,"implied_prevalence","physical",11,"luzaks",NA,"have spots",0.94
14,2318,"implied_prevalence","diet",12,"stups",NA,"feed on the carcasses of dead animals",0.54
14,3280,"implied_prevalence","psychological",13,"zoovs",NA,"are intelligent",1
14,1342,"implied_prevalence","behavior_aggressive",14,"cheebas",NA,"pound their chests to display dominance",0.79
14,1334,"implied_prevalence","diet",15,"daiths",NA,"drink alcohol left behind by tourists",0.76
14,3120,"implied_prevalence","diet",16,"grinks",NA,"eat human food",1
14,2014,"implied_prevalence","behavior",17,"lorches",NA,"chase their tails",0.79
14,958,"implied_prevalence","psychological",18,"glippets",NA,"have personalities",0.51
14,1210,"implied_prevalence","diet",19,"dobles",NA,"fish in the Hudson River",0.63
14,658,"implied_prevalence","psychological",20,"javs",NA,"know how to ride bicycles",0.73
14,2388,"implied_prevalence","diet",21,"elleps",NA,"eat grass",0.85
14,918,"implied_prevalence","psychological",22,"krivels",NA,"experience emotions",0.8
14,804,"implied_prevalence","behavior_aggressive",23,"dorbs",NA,"carry out premeditated murder",0.96
14,966,"implied_prevalence","diet",24,"pangolins",NA,"eat insects",0.78
14,1278,"implied_prevalence","psychological",25,"mooks",NA,"are afraid of loud noises",0.77
14,1306,"implied_prevalence","reproduction",26,"trufts",NA,"have a menstrual cycle",0.58
14,958,"implied_prevalence","habitat",27,"ludinos",NA,"live in zoos",0.63
14,1059,"implied_prevalence","behavior",28,"feps",NA,"use tools",0.78
14,1236,"implied_prevalence","disease_self",29,"thups",NA,"have strange genetic mutations",0.63
14,1688,"implied_prevalence","behavior",30,"morseths",NA,"swim in shallow pools",0.68
14,2564,"implied_prevalence","behavior_aggressive",31,"wugs",NA,"torture other animals",0.92
14,854,"implied_prevalence","behavior_aggressive",32,"dunkels",NA,"get in fights with other animals",0.7
14,1032,"implied_prevalence","disease_self",33,"ollers",NA,"get addicted to nicotine",0.65
14,4362,"implied_prevalence","reproduction",34,"frams",NA,"get erections",0.63
14,3322,"implied_prevalence","physical",35,"ackles",NA,"have an exquisite sense of smell",0.76
14,914,"implied_prevalence","psychological",36,"kweps",NA,"mourn their dead",0.72
14,27968,"explain_responses","behavior_aggressive",1,"zorbs","Zorbs seem like they only steal crops if there is an owner.","steal farmers&quotechar crops",0.28
14,15602,"explain_responses","behavior",2,"taifels","They can play with bottlecaps if they are some bottlecaps.","play with bottlecaps",0.39
14,16636,"explain_responses","behavior",3,"crullets","I feel like a few of these Crullets actually like to cuddle.","like to cuddle",0.17
14,12974,"explain_responses","reproduction",4,"plovs","Half of a 100 that lay eggs seem reasonable.","lay eggs in other birds&quotechar nests",0.47
15,21702,"implied_prevalence","physical",1,"kazzes",NA,"live to be twenty years old",0.62
15,10840,"implied_prevalence","reproduction",2,"pangolins",NA,"have a menstrual cycle",0.73
15,7832,"implied_prevalence","diet",3,"taifels",NA,"eat people",0.9
15,8042,"implied_prevalence","reproduction",4,"stups",NA,"have dozens of sexual partners",0.63
15,7762,"implied_prevalence","reproduction",5,"zoovs",NA,"lay eggs without needing fertilization",0.55
15,11872,"implied_prevalence","diet",6,"blins",NA,"drink alcohol left behind by tourists",0.74
15,6219,"implied_prevalence","behavior",7,"daiths",NA,"sleep during the day",0.94
15,18006,"implied_prevalence","behavior_aggressive",8,"morseths",NA,"attack hikers",0.83
15,6233,"implied_prevalence","disease_self",9,"crullets",NA,"get cancer",0.47
15,6307,"implied_prevalence","psychological",10,"dorbs",NA,"experience emotions",0.88
15,4885,"implied_prevalence","reproduction",11,"krivels",NA,"give birth underwater",0.49
15,6785,"implied_prevalence","habitat",12,"grinks",NA,"live in zoos",0.9
15,5854,"implied_prevalence","diet",13,"fendles",NA,"eat insects",0.98
15,7817,"implied_prevalence","disease_other",14,"lorches",NA,"transmit HIV",0.98
15,5747,"implied_prevalence","behavior",15,"ackles",NA,"like to cuddle",0.92
15,5979,"implied_prevalence","reproduction",16,"thups",NA,"lay eggs in other birds&quotechar nests",0.56
15,5102,"implied_prevalence","disease_self",17,"luzaks",NA,"get dandruff",0.59
15,4760,"implied_prevalence","diet",18,"javs",NA,"cannibalize each other",0.64
15,9501,"implied_prevalence","psychological",19,"moxes",NA,"know when earthquakes are about to happen",0.7
15,3358,"implied_prevalence","physical",20,"kweps",NA,"have brown fur",0.67
15,2505,"implied_prevalence","psychological",21,"glippets",NA,"experience empathy",0.74
15,2667,"implied_prevalence","behavior",22,"cheebas",NA,"ride the subway",0.74
15,4677,"implied_prevalence","reproduction",23,"trufts",NA,"attract mates by secreting pheromones",0.56
15,2683,"implied_prevalence","physical",24,"frams",NA,"live to be five hundred years old",0.52
15,3505,"implied_prevalence","behavior_aggressive",25,"feps",NA,"capture other animals&quotechar territory",0.72
15,2916,"implied_prevalence","physical",26,"reesles",NA,"live to be a hundred years old",0.84
15,2568,"implied_prevalence","behavior",27,"ollers",NA,"do handstands to scare off predators",0.51
15,2690,"implied_prevalence","disease_self",28,"ludinos",NA,"have seizures",0.59
15,2668,"implied_prevalence","psychological",29,"mooks",NA,"know how to open doors",0.5
15,2924,"implied_prevalence","disease_other",30,"dunkels",NA,"carry Lyme disease",0.7
15,2023,"implied_prevalence","disease_other",31,"sapers",NA,"transmit rabies",0.53
15,2491,"implied_prevalence","behavior_aggressive",32,"plovs",NA,"hunt other animals",0.79
15,2930,"implied_prevalence","behavior_aggressive",33,"zorbs",NA,"carry out premeditated murder",0.87
15,2258,"implied_prevalence","psychological",34,"elleps",NA,"mourn their dead",0.6
15,2272,"implied_prevalence","diet",35,"wugs",NA,"eat candy wrappers",0.53
15,2536,"implied_prevalence","behavior_aggressive",36,"dobles",NA,"torture other animals",0.78
