"workerid","rt","trial_type","property_type","trial_num","category","prevalence","explanation","response","prevalence_level","property","left_button"
50,14186,"truth_conditions","behavior",20,"blins",92,NA,1,90,"perform in the circus","False"
50,10006,"truth_conditions","behavior_aggressive",21,"elleps",45,NA,1,50,"torture other animals","False"
50,22300,"truth_conditions","physical",22,"ollers",34,NA,1,30,"have brown fur","False"
50,9982,"truth_conditions","diet",23,"reesles",13,NA,0,10,"feed on the carcasses of dead animals","False"
50,13390,"truth_conditions","diet",24,"sapers",87,NA,1,90,"fish in the Hudson River","False"
50,14804,"truth_conditions","habitat",25,"dobles",91,NA,1,90,"live in urban areas","False"
50,77118,"explain_responses","disease_self",17,"stups",33,"So more than 1 out of 3 are addicted to nicotine. I think that is a high number so the probability that they are addicted are true.",1,30,"get addicted to nicotine",NA
50,57874,"explain_responses","diet",9,"ackles",31,"once again approximately 1 out of 3 do eat grass so that is quite a bit. so they eat grass.",1,30,"eat grass",NA
50,69402,"explain_responses","physical",22,"ollers",34,"because of my approximately 1/3 assumption again. that is a high number in my mind. so they have brown fur.",1,30,"have brown fur",NA
51,5155,"truth_conditions","behavior",1,"reesles",29,NA,1,30,"sleep during the day","False"
51,4291,"truth_conditions","psychological",2,"kazzes",6,NA,1,10,"know when earthquakes are about to happen","False"
51,3196,"truth_conditions","habitat",3,"frams",86,NA,1,90,"live in the hulls of sea vessels","False"
51,3193,"truth_conditions","disease_self",4,"sapers",8,NA,1,10,"develop back problems","False"
51,2241,"truth_conditions","disease_self",5,"cheebas",45,NA,1,50,"get dandruff","False"
51,2931,"truth_conditions","disease_other",6,"ludinos",93,NA,1,90,"carry malaria","False"
51,2056,"truth_conditions","psychological",7,"elleps",69,NA,1,70,"mourn their dead","False"
51,3500,"truth_conditions","habitat",8,"fendles",31,NA,0,30,"live in zoos","False"
51,2013,"truth_conditions","psychological",9,"moxes",93,NA,1,90,"are intelligent","False"
51,2442,"truth_conditions","disease_self",10,"plovs",55,NA,1,50,"go bald","False"
51,3155,"truth_conditions","diet",11,"luzaks",32,NA,0,30,"fish in the Hudson River","False"
51,2567,"truth_conditions","disease_self",12,"mooks",68,NA,1,70,"get addicted to nicotine","False"
51,3724,"truth_conditions","habitat",13,"krivels",27,NA,1,30,"live in urban areas","False"
51,4949,"truth_conditions","diet",14,"taifels",5,NA,0,10,"eat human food","False"
51,3694,"truth_conditions","behavior",15,"blins",10,NA,0,10,"perform in the circus","False"
51,2820,"truth_conditions","diet",16,"feps",53,NA,1,50,"drink soda","False"
51,2524,"truth_conditions","diet",17,"wugs",88,NA,1,90,"eat grass","False"
51,2167,"truth_conditions","behavior_aggressive",18,"thups",94,NA,1,90,"attack hikers","False"
51,6832,"truth_conditions","psychological",19,"lorches",73,NA,1,70,"are afraid of loud noises","False"
51,4201,"truth_conditions","physical",20,"morseths",48,NA,1,50,"have brown fur","False"
51,2763,"truth_conditions","behavior",21,"kweps",46,NA,1,50,"like to cuddle","False"
51,13603,"truth_conditions","behavior_aggressive",22,"crullets",26,NA,1,30,"steal farmers&quotechar crops","False"
51,2609,"truth_conditions","diet",23,"glippets",67,NA,1,70,"feed on the carcasses of dead animals","False"
51,2881,"truth_conditions","physical",24,"dorbs",8,NA,0,10,"have very long wings","False"
51,2406,"truth_conditions","behavior_aggressive",25,"zoovs",65,NA,1,70,"torture other animals","False"
51,29678,"explain_responses","disease_self",4,"sapers",8,"8% of them got back problems so at least some of them do which makes it true.",1,10,"develop back problems",NA
51,27877,"explain_responses","psychological",2,"kazzes",6,"Since 6% of them know, it must be true that at least some of them can know.",1,10,"know when earthquakes are about to happen",NA
51,21079,"explain_responses","behavior_aggressive",22,"crullets",26,"The percentage is high enough to make me believe this is true.",1,30,"steal farmers&quotechar crops",NA
51,25544,"explain_responses","behavior",1,"reesles",29,"29% of them sleep during the day which in my opinion makes this true.",1,30,"sleep during the day",NA
52,12720,"truth_conditions","habitat",1,"sapers",29,NA,1,30,"live in zoos","False"
52,9053,"truth_conditions","disease_self",2,"plovs",53,NA,1,50,"develop back problems","False"
52,9045,"truth_conditions","psychological",3,"fendles",95,NA,1,90,"know when earthquakes are about to happen","False"
52,74577,"truth_conditions","diet",4,"ludinos",34,NA,1,30,"eat human food","False"
52,9229,"truth_conditions","behavior",5,"grinks",89,NA,1,90,"perform in the circus","False"
52,5923,"truth_conditions","disease_self",6,"blins",15,NA,1,10,"get addicted to nicotine","False"
52,7386,"truth_conditions","behavior_aggressive",7,"lorches",54,NA,1,50,"torture other animals","False"
52,88550,"truth_conditions","disease_other",8,"elleps",34,NA,1,30,"carry malaria","False"
52,4526,"truth_conditions","behavior_aggressive",9,"daiths",89,NA,1,90,"steal farmers&quotechar crops","False"
52,5972,"truth_conditions","diet",10,"wugs",66,NA,1,70,"feed on the carcasses of dead animals","False"
52,3402,"truth_conditions","psychological",11,"frams",87,NA,1,90,"are afraid of loud noises","False"
52,5495,"truth_conditions","behavior_aggressive",12,"kweps",72,NA,1,70,"attack hikers","False"
52,2236,"truth_conditions","diet",13,"reesles",70,NA,1,70,"drink soda","False"
52,2665,"truth_conditions","psychological",14,"mooks",52,NA,1,50,"mourn their dead","False"
52,6083,"truth_conditions","disease_self",15,"ollers",11,NA,0,10,"go bald","False"
52,2484,"truth_conditions","habitat",16,"krivels",14,NA,0,10,"live in urban areas","False"
52,2295,"truth_conditions","behavior",17,"cheebas",73,NA,1,70,"like to cuddle","False"
52,2156,"truth_conditions","diet",18,"trufts",14,NA,0,10,"eat grass","False"
52,2350,"truth_conditions","psychological",19,"moxes",9,NA,0,10,"are intelligent","False"
52,1802,"truth_conditions","diet",20,"dobles",89,NA,1,90,"fish in the Hudson River","False"
52,4875,"truth_conditions","behavior",21,"zorbs",28,NA,0,30,"sleep during the day","False"
52,2104,"truth_conditions","habitat",22,"ackles",48,NA,0,50,"live in the hulls of sea vessels","False"
52,1311,"truth_conditions","disease_self",23,"thups",27,NA,0,30,"get dandruff","False"
52,1294,"truth_conditions","physical",24,"crullets",71,NA,1,70,"have very long wings","False"
52,1827,"truth_conditions","physical",25,"stups",45,NA,0,50,"have brown fur","False"
52,64591,"explain_responses","diet",4,"ludinos",34,"it is true because when faced with no choice we know they will eat human food",1,30,"eat human food",NA
52,23551,"explain_responses","habitat",1,"sapers",29,"because 29% of sapers live in zoos",1,30,"live in zoos",NA
52,24040,"explain_responses","disease_self",6,"blins",15,"15% of blins get addicted so we know that it is possible",1,10,"get addicted to nicotine",NA
52,37597,"explain_responses","disease_other",8,"elleps",34,"34% of elleps carry it so we know that it is possible",1,30,"carry malaria",NA
53,2833,"truth_conditions","behavior",1,"ludinos",94,NA,1,90,"like to cuddle","False"
53,1878,"truth_conditions","disease_self",2,"thups",66,NA,1,70,"go bald","False"
53,3232,"truth_conditions","behavior_aggressive",3,"feps",49,NA,1,50,"torture other animals","False"
53,2063,"truth_conditions","behavior",4,"kweps",50,NA,1,50,"sleep during the day","False"
53,3032,"truth_conditions","diet",5,"frams",68,NA,1,70,"fish in the Hudson River","False"
53,3008,"truth_conditions","physical",6,"daiths",30,NA,0,30,"have brown fur","False"
53,2040,"truth_conditions","psychological",7,"ackles",74,NA,1,70,"mourn their dead","False"
53,3096,"truth_conditions","habitat",8,"taifels",67,NA,1,70,"live in the hulls of sea vessels","False"
53,2479,"truth_conditions","diet",9,"elleps",14,NA,0,10,"eat human food","False"
53,2208,"truth_conditions","diet",10,"zorbs",6,NA,0,10,"feed on the carcasses of dead animals","False"
53,2369,"truth_conditions","disease_self",11,"dorbs",52,NA,1,50,"develop back problems","False"
53,4327,"truth_conditions","behavior_aggressive",12,"sapers",26,NA,0,30,"attack hikers","False"
53,1936,"truth_conditions","disease_other",13,"luzaks",8,NA,0,10,"carry malaria","False"
53,1960,"truth_conditions","diet",14,"kazzes",33,NA,0,30,"drink soda","False"
53,1465,"truth_conditions","diet",15,"krivels",89,NA,1,90,"eat grass","False"
53,2622,"truth_conditions","physical",16,"dunkels",54,NA,1,50,"have very long wings","False"
53,2168,"truth_conditions","disease_self",17,"trufts",85,NA,1,90,"get addicted to nicotine","False"
53,2368,"truth_conditions","behavior",18,"ollers",32,NA,0,30,"perform in the circus","False"
53,2184,"truth_conditions","habitat",19,"lorches",15,NA,0,10,"live in urban areas","False"
53,3840,"truth_conditions","psychological",20,"javs",9,NA,0,10,"are afraid of loud noises","False"
53,1881,"truth_conditions","psychological",21,"zoovs",89,NA,1,90,"know when earthquakes are about to happen","False"
53,3184,"truth_conditions","habitat",22,"glippets",72,NA,1,70,"live in zoos","False"
53,2855,"truth_conditions","psychological",23,"moxes",89,NA,1,90,"are intelligent","False"
53,3391,"truth_conditions","disease_self",24,"cheebas",30,NA,0,30,"get dandruff","False"
53,3281,"truth_conditions","behavior_aggressive",25,"dobles",49,NA,1,50,"steal farmers&quotechar crops","False"
54,7290,"truth_conditions","behavior",1,"daiths",11,NA,0,10,"perform in the circus","False"
54,8885,"truth_conditions","diet",2,"ackles",13,NA,1,10,"fish in the Hudson River","False"
54,4759,"truth_conditions","disease_self",3,"crullets",90,NA,1,90,"get addicted to nicotine","False"
54,4481,"truth_conditions","disease_other",4,"luzaks",33,NA,0,30,"carry malaria","False"
54,4920,"truth_conditions","psychological",5,"dunkels",85,NA,1,90,"mourn their dead","False"
54,4114,"truth_conditions","behavior_aggressive",6,"fendles",31,NA,0,30,"torture other animals","False"
54,3829,"truth_conditions","habitat",7,"morseths",55,NA,1,50,"live in zoos","False"
54,2406,"truth_conditions","physical",8,"zoovs",10,NA,0,10,"have brown fur","False"
54,5278,"truth_conditions","diet",9,"feps",54,NA,1,50,"eat human food","False"
54,5253,"truth_conditions","psychological",10,"sapers",47,NA,0,50,"know when earthquakes are about to happen","False"
54,2638,"truth_conditions","diet",11,"taifels",13,NA,0,10,"feed on the carcasses of dead animals","False"
54,2310,"truth_conditions","behavior_aggressive",12,"dorbs",88,NA,1,90,"attack hikers","False"
54,2782,"truth_conditions","diet",13,"krivels",69,NA,1,70,"eat grass","False"
54,1971,"truth_conditions","psychological",14,"elleps",72,NA,1,70,"are intelligent","False"
54,1850,"truth_conditions","psychological",15,"frams",65,NA,1,70,"are afraid of loud noises","False"
54,1714,"truth_conditions","behavior",16,"moxes",66,NA,1,70,"sleep during the day","False"
54,1684,"truth_conditions","physical",17,"ludinos",90,NA,1,90,"have very long wings","False"
54,2193,"truth_conditions","disease_self",18,"zorbs",7,NA,0,10,"get dandruff","False"
54,1939,"truth_conditions","behavior_aggressive",19,"trufts",46,NA,0,50,"steal farmers&quotechar crops","False"
54,1915,"truth_conditions","habitat",20,"glippets",26,NA,0,30,"live in the hulls of sea vessels","False"
54,1947,"truth_conditions","diet",21,"javs",74,NA,1,70,"drink soda","False"
54,2219,"truth_conditions","disease_self",22,"lorches",54,NA,1,50,"go bald","False"
54,2077,"truth_conditions","behavior",23,"blins",26,NA,0,30,"like to cuddle","False"
54,1666,"truth_conditions","habitat",24,"cheebas",34,NA,0,30,"live in urban areas","False"
54,1848,"truth_conditions","disease_self",25,"stups",92,NA,1,90,"develop back problems","False"
54,13008,"explain_responses","diet",2,"ackles",13,"It was an educated guess.",1,10,"fish in the Hudson River",NA
55,8697,"truth_conditions","diet",1,"crullets",34,NA,0,30,"eat grass","False"
55,4238,"truth_conditions","psychological",2,"dorbs",9,NA,0,10,"are afraid of loud noises","False"
55,4057,"truth_conditions","diet",3,"mooks",6,NA,0,10,"drink soda","False"
55,3936,"truth_conditions","physical",4,"taifels",31,NA,0,30,"have brown fur","False"
55,4984,"truth_conditions","psychological",5,"reesles",52,NA,1,50,"are intelligent","False"
55,3119,"truth_conditions","habitat",6,"thups",88,NA,1,90,"live in the hulls of sea vessels","False"
55,6105,"truth_conditions","psychological",7,"blins",49,NA,1,50,"know when earthquakes are about to happen","False"
55,3063,"truth_conditions","behavior_aggressive",8,"krivels",67,NA,1,70,"torture other animals","False"
55,6584,"truth_conditions","diet",9,"ludinos",12,NA,0,10,"fish in the Hudson River","False"
55,2376,"truth_conditions","behavior",10,"zorbs",93,NA,1,90,"like to cuddle","False"
55,2408,"truth_conditions","psychological",11,"sapers",75,NA,1,70,"mourn their dead","False"
55,2440,"truth_conditions","behavior",12,"stups",94,NA,1,90,"sleep during the day","False"
55,3048,"truth_conditions","disease_self",13,"javs",51,NA,1,50,"get addicted to nicotine","False"
55,6967,"truth_conditions","disease_self",14,"ackles",29,NA,1,30,"go bald","False"
55,4857,"truth_conditions","diet",15,"wugs",29,NA,1,30,"eat human food","False"
55,2735,"truth_conditions","habitat",16,"kazzes",72,NA,1,70,"live in urban areas","False"
55,5049,"truth_conditions","behavior",17,"moxes",32,NA,1,30,"perform in the circus","False"
55,2191,"truth_conditions","disease_self",18,"frams",94,NA,1,90,"get dandruff","False"
55,2615,"truth_conditions","behavior_aggressive",19,"feps",8,NA,0,10,"steal farmers&quotechar crops","False"
55,3144,"truth_conditions","behavior_aggressive",20,"cheebas",67,NA,1,70,"attack hikers","False"
55,1967,"truth_conditions","habitat",21,"kweps",93,NA,1,90,"live in zoos","False"
55,3112,"truth_conditions","physical",22,"glippets",11,NA,0,10,"have very long wings","False"
55,3328,"truth_conditions","disease_other",23,"dobles",51,NA,1,50,"carry malaria","False"
55,3512,"truth_conditions","diet",24,"fendles",49,NA,1,50,"feed on the carcasses of dead animals","False"
55,3391,"truth_conditions","disease_self",25,"ollers",67,NA,1,70,"develop back problems","False"
55,63479,"explain_responses","diet",15,"wugs",29,"Around this point I started getting conflicted - was I saying that they&quotecharre KNOWN for eating human food, or just that some of them do? My confusion started affecting my answers around this point, here I was working with the latter presumption.",1,30,"eat human food",NA
55,35712,"explain_responses","disease_self",14,"ackles",29,"Same as before, I figured that enough of them went bald that it could be said to be true.",1,30,"go bald",NA
55,21567,"explain_responses","behavior",17,"moxes",32,"Enough of them perform in the circus that it can be said under reasonable circumstances and still be true.",1,30,"perform in the circus",NA
56,7727,"truth_conditions","behavior",1,"luzaks",90,NA,1,90,"sleep during the day","True"
56,9183,"truth_conditions","diet",2,"sapers",10,NA,0,10,"feed on the carcasses of dead animals","True"
56,7269,"truth_conditions","habitat",3,"stups",29,NA,0,30,"live in zoos","True"
56,7000,"truth_conditions","physical",4,"zoovs",27,NA,0,30,"have very long wings","True"
56,4290,"truth_conditions","psychological",5,"javs",6,NA,1,10,"know when earthquakes are about to happen","True"
56,4842,"truth_conditions","behavior_aggressive",6,"morseths",87,NA,0,90,"attack hikers","True"
56,6695,"truth_conditions","diet",7,"elleps",7,NA,0,10,"fish in the Hudson River","True"
56,3644,"truth_conditions","psychological",8,"mooks",91,NA,1,90,"are intelligent","True"
56,3077,"truth_conditions","diet",9,"cheebas",48,NA,1,50,"eat grass","True"
56,3838,"truth_conditions","psychological",10,"kweps",71,NA,1,70,"are afraid of loud noises","True"
56,7912,"truth_conditions","disease_self",11,"feps",88,NA,1,90,"get dandruff","True"
56,9623,"truth_conditions","habitat",12,"grinks",70,NA,1,70,"live in the hulls of sea vessels","True"
56,3850,"truth_conditions","behavior",13,"plovs",31,NA,0,30,"perform in the circus","True"
56,3486,"truth_conditions","disease_other",14,"wugs",28,NA,0,30,"carry malaria","True"
56,2840,"truth_conditions","habitat",15,"fendles",90,NA,0,90,"live in urban areas","True"
56,4172,"truth_conditions","disease_self",16,"taifels",66,NA,1,70,"develop back problems","True"
56,3992,"truth_conditions","disease_self",17,"kazzes",47,NA,0,50,"get addicted to nicotine","True"
56,2326,"truth_conditions","behavior_aggressive",18,"crullets",74,NA,1,70,"steal farmers&quotechar crops","True"
56,2981,"truth_conditions","behavior_aggressive",19,"glippets",11,NA,0,10,"torture other animals","True"
56,2963,"truth_conditions","behavior",20,"frams",52,NA,0,50,"like to cuddle","True"
56,1514,"truth_conditions","diet",21,"ollers",52,NA,0,50,"drink soda","True"
56,4507,"truth_conditions","diet",22,"thups",66,NA,1,70,"eat human food","True"
56,3204,"truth_conditions","psychological",23,"dorbs",50,NA,1,50,"mourn their dead","True"
56,4307,"truth_conditions","disease_self",24,"zorbs",9,NA,0,10,"go bald","True"
56,2292,"truth_conditions","physical",25,"daiths",34,NA,1,30,"have brown fur","True"
56,37379,"explain_responses","physical",25,"daiths",34,"It&quotechars not uncommon for animals that have fur, to have brown fur",1,30,"have brown fur",NA
56,47055,"explain_responses","habitat",15,"fendles",90,"If they lived in Urban areas I would assume they&quotechard have been discovered before now.",0,90,"live in urban areas",NA
56,47979,"explain_responses","psychological",5,"javs",6,"Many animals exhibit behavior that is uncharacteristic before extreme weather",1,10,"know when earthquakes are about to happen",NA
56,28982,"explain_responses","behavior_aggressive",6,"morseths",87,"I believe if that were true, they&quotechard have been discovered sooner",0,90,"attack hikers",NA
57,8943,"truth_conditions","physical",1,"krivels",12,NA,0,10,"have very long wings","False"
57,19676,"truth_conditions","psychological",2,"thups",49,NA,0,50,"mourn their dead","False"
57,13228,"truth_conditions","psychological",3,"mooks",53,NA,1,50,"know when earthquakes are about to happen","False"
57,8795,"truth_conditions","disease_self",4,"kazzes",33,NA,0,30,"go bald","False"
57,10296,"truth_conditions","disease_other",5,"crullets",27,NA,0,30,"carry malaria","False"
57,9064,"truth_conditions","disease_self",6,"frams",51,NA,1,50,"get addicted to nicotine","False"
57,63959,"truth_conditions","behavior",7,"javs",47,NA,1,50,"like to cuddle","False"
57,4082,"truth_conditions","disease_self",8,"sapers",92,NA,1,90,"develop back problems","False"
57,11951,"truth_conditions","physical",9,"dobles",30,NA,0,30,"have brown fur","False"
57,5839,"truth_conditions","behavior_aggressive",10,"fendles",13,NA,0,10,"torture other animals","False"
57,8942,"truth_conditions","habitat",11,"luzaks",69,NA,1,70,"live in the hulls of sea vessels","False"
57,10426,"truth_conditions","behavior_aggressive",12,"dorbs",74,NA,1,70,"steal farmers&quotechar crops","False"
57,8141,"truth_conditions","diet",13,"ackles",91,NA,1,90,"fish in the Hudson River","False"
57,7728,"truth_conditions","behavior",14,"glippets",72,NA,1,70,"sleep during the day","False"
57,11160,"truth_conditions","diet",15,"cheebas",47,NA,1,50,"feed on the carcasses of dead animals","False"
57,7199,"truth_conditions","diet",16,"blins",26,NA,0,30,"drink soda","False"
57,6306,"truth_conditions","habitat",17,"ludinos",92,NA,1,90,"live in urban areas","False"
57,6621,"truth_conditions","disease_self",18,"zorbs",10,NA,0,10,"get dandruff","False"
57,8594,"truth_conditions","behavior",19,"zoovs",90,NA,1,90,"perform in the circus","False"
57,4336,"truth_conditions","habitat",20,"taifels",5,NA,0,10,"live in zoos","False"
57,7898,"truth_conditions","psychological",21,"moxes",69,NA,1,70,"are intelligent","False"
57,6284,"truth_conditions","diet",22,"wugs",94,NA,1,90,"eat grass","False"
57,7009,"truth_conditions","psychological",23,"elleps",27,NA,0,30,"are afraid of loud noises","False"
57,5762,"truth_conditions","behavior_aggressive",24,"plovs",69,NA,1,70,"attack hikers","False"
57,4954,"truth_conditions","diet",25,"stups",9,NA,0,10,"eat human food","False"
58,5313,"truth_conditions","behavior_aggressive",1,"elleps",53,NA,1,50,"torture other animals","True"
58,5142,"truth_conditions","diet",2,"wugs",49,NA,1,50,"feed on the carcasses of dead animals","True"
58,3608,"truth_conditions","physical",3,"luzaks",91,NA,1,90,"have brown fur","True"
58,5743,"truth_conditions","psychological",4,"sapers",92,NA,1,90,"are intelligent","True"
58,2289,"truth_conditions","habitat",5,"moxes",68,NA,1,70,"live in zoos","True"
58,2856,"truth_conditions","disease_self",6,"dobles",72,NA,1,70,"develop back problems","True"
58,2608,"truth_conditions","disease_other",7,"blins",27,NA,1,30,"carry malaria","True"
58,2832,"truth_conditions","behavior_aggressive",8,"kazzes",68,NA,1,70,"steal farmers&quotechar crops","True"
58,2104,"truth_conditions","physical",9,"cheebas",72,NA,1,70,"have very long wings","True"
58,3783,"truth_conditions","diet",10,"trufts",9,NA,0,10,"eat human food","True"
58,2440,"truth_conditions","diet",11,"mooks",6,NA,0,10,"drink soda","True"
58,4287,"truth_conditions","habitat",12,"zoovs",48,NA,1,50,"live in the hulls of sea vessels","True"
58,3455,"truth_conditions","psychological",13,"lorches",31,NA,1,30,"are afraid of loud noises","True"
58,2560,"truth_conditions","behavior_aggressive",14,"dunkels",28,NA,1,30,"attack hikers","True"
58,2712,"truth_conditions","disease_self",15,"daiths",7,NA,0,10,"get addicted to nicotine","True"
58,6168,"truth_conditions","behavior",16,"javs",48,NA,1,50,"perform in the circus","True"
58,3095,"truth_conditions","disease_self",17,"ludinos",8,NA,0,10,"get dandruff","True"
58,5391,"truth_conditions","disease_self",18,"reesles",90,NA,1,90,"go bald","True"
58,5545,"truth_conditions","psychological",19,"thups",12,NA,0,10,"know when earthquakes are about to happen","True"
58,3096,"truth_conditions","behavior",20,"stups",35,NA,1,30,"sleep during the day","True"
58,2712,"truth_conditions","habitat",21,"dorbs",65,NA,1,70,"live in urban areas","True"
58,1650,"truth_conditions","behavior",22,"ackles",91,NA,1,90,"like to cuddle","True"
58,2478,"truth_conditions","diet",23,"morseths",53,NA,1,50,"eat grass","True"
58,1377,"truth_conditions","psychological",24,"ollers",92,NA,1,90,"mourn their dead","True"
58,4751,"truth_conditions","diet",25,"kweps",26,NA,1,30,"fish in the Hudson River","True"
58,24216,"explain_responses","psychological",13,"lorches",31,"I feel like if almost 1/3 of them are scared of loud noises, its safe to assume that lorches are afraid of loud noises",1,30,"are afraid of loud noises",NA
58,39520,"explain_responses","behavior_aggressive",14,"dunkels",28,"In this scenerio its because of the situation not the statistic. if I was in an area with dunkels and there was a 1/4 chance they attack I would say dunkels attack hikers",1,30,"attack hikers",NA
58,23312,"explain_responses","disease_other",7,"blins",27,"this one comes down to the situation again, something this serious and at a 1/4 chance its safe to say blins carry malaria",1,30,"carry malaria",NA
58,29624,"explain_responses","behavior",20,"stups",35,"this one was tough, I wasn&quotechart 100% sure at first but 35% i feel is high enough if someone told me that statistic I would say they sleep during the day

",1,30,"sleep during the day",NA
59,2953,"truth_conditions","disease_other",1,"frams",30,NA,1,30,"carry malaria","False"
59,2222,"truth_conditions","diet",2,"wugs",7,NA,1,10,"feed on the carcasses of dead animals","False"
59,1342,"truth_conditions","behavior_aggressive",3,"mooks",73,NA,0,70,"torture other animals","False"
59,1561,"truth_conditions","disease_self",4,"dorbs",87,NA,1,90,"develop back problems","False"
59,1437,"truth_conditions","behavior_aggressive",5,"reesles",53,NA,0,50,"steal farmers&quotechar crops","False"
59,1547,"truth_conditions","diet",6,"moxes",8,NA,1,10,"eat grass","False"
59,2321,"truth_conditions","behavior",7,"crullets",27,NA,0,30,"perform in the circus","False"
59,1509,"truth_conditions","psychological",8,"grinks",74,NA,1,70,"are afraid of loud noises","False"
59,1655,"truth_conditions","physical",9,"cheebas",31,NA,1,30,"have brown fur","False"
59,1484,"truth_conditions","behavior",10,"fendles",91,NA,0,90,"like to cuddle","False"
59,1301,"truth_conditions","disease_self",11,"daiths",5,NA,1,10,"get dandruff","False"
59,1156,"truth_conditions","diet",12,"lorches",25,NA,1,30,"fish in the Hudson River","False"
59,1357,"truth_conditions","diet",13,"stups",53,NA,0,50,"eat human food","False"
59,1249,"truth_conditions","psychological",14,"elleps",66,NA,1,70,"are intelligent","False"
59,1283,"truth_conditions","disease_self",15,"blins",7,NA,0,10,"get addicted to nicotine","False"
59,1483,"truth_conditions","behavior_aggressive",16,"feps",88,NA,1,90,"attack hikers","False"
59,1671,"truth_conditions","psychological",17,"ludinos",85,NA,1,90,"know when earthquakes are about to happen","False"
59,1610,"truth_conditions","disease_self",18,"zoovs",50,NA,0,50,"go bald","False"
59,1688,"truth_conditions","habitat",19,"dunkels",7,NA,1,10,"live in zoos","False"
59,1141,"truth_conditions","diet",20,"trufts",74,NA,1,70,"drink soda","False"
59,1249,"truth_conditions","physical",21,"ackles",50,NA,1,50,"have very long wings","False"
59,1475,"truth_conditions","habitat",22,"kazzes",53,NA,0,50,"live in the hulls of sea vessels","False"
59,1515,"truth_conditions","habitat",23,"glippets",85,NA,1,90,"live in urban areas","False"
59,838,"truth_conditions","psychological",24,"zorbs",68,NA,0,70,"mourn their dead","False"
59,1263,"truth_conditions","behavior",25,"krivels",31,NA,1,30,"sleep during the day","False"
59,11124,"explain_responses","diet",12,"lorches",25,"yes true",1,30,"fish in the Hudson River",NA
59,3969,"explain_responses","behavior",25,"krivels",31,"good",1,30,"sleep during the day",NA
59,2844,"explain_responses","psychological",24,"zorbs",68,"nice",0,70,"mourn their dead",NA
59,2922,"explain_responses","behavior_aggressive",3,"mooks",73,"great",0,70,"torture other animals",NA
60,2417,"truth_conditions","physical",1,"blins",13,NA,0,10,"have brown fur","True"
60,2044,"truth_conditions","diet",2,"taifels",31,NA,1,30,"feed on the carcasses of dead animals","True"
60,1652,"truth_conditions","habitat",3,"grinks",73,NA,1,70,"live in urban areas","True"
60,2722,"truth_conditions","behavior",4,"sapers",74,NA,1,70,"sleep during the day","True"
60,2197,"truth_conditions","psychological",5,"stups",6,NA,0,10,"are intelligent","True"
60,2064,"truth_conditions","diet",6,"kazzes",53,NA,1,50,"drink soda","True"
60,1916,"truth_conditions","diet",7,"ludinos",89,NA,1,90,"fish in the Hudson River","True"
60,1569,"truth_conditions","diet",8,"crullets",46,NA,1,50,"eat grass","True"
60,1476,"truth_conditions","behavior_aggressive",9,"ollers",11,NA,0,10,"attack hikers","True"
60,2670,"truth_conditions","habitat",10,"krivels",68,NA,1,70,"live in zoos","True"
60,2690,"truth_conditions","physical",11,"lorches",27,NA,0,30,"have very long wings","True"
60,2242,"truth_conditions","disease_self",12,"plovs",29,NA,1,30,"develop back problems","True"
60,1836,"truth_conditions","behavior_aggressive",13,"fendles",45,NA,1,50,"steal farmers&quotechar crops","True"
60,1596,"truth_conditions","diet",14,"elleps",7,NA,0,10,"eat human food","True"
60,1825,"truth_conditions","disease_self",15,"moxes",95,NA,1,90,"get addicted to nicotine","True"
60,2665,"truth_conditions","behavior",16,"thups",90,NA,1,90,"like to cuddle","True"
60,2037,"truth_conditions","disease_self",17,"daiths",8,NA,0,10,"go bald","True"
60,1547,"truth_conditions","psychological",18,"cheebas",48,NA,1,50,"mourn their dead","True"
60,1576,"truth_conditions","psychological",19,"kweps",94,NA,1,90,"are afraid of loud noises","True"
60,1684,"truth_conditions","disease_other",20,"wugs",65,NA,1,70,"carry malaria","True"
60,1488,"truth_conditions","behavior",21,"frams",91,NA,1,90,"perform in the circus","True"
60,1323,"truth_conditions","disease_self",22,"ackles",55,NA,1,50,"get dandruff","True"
60,1700,"truth_conditions","habitat",23,"zoovs",70,NA,1,70,"live in the hulls of sea vessels","True"
60,4617,"truth_conditions","behavior_aggressive",24,"feps",33,NA,0,30,"torture other animals","True"
60,3276,"truth_conditions","psychological",25,"morseths",31,NA,1,30,"know when earthquakes are about to happen","True"
60,21604,"explain_responses","disease_self",12,"plovs",29,"Enough of them develop back problems that it is fairly common",1,30,"develop back problems",NA
60,17306,"explain_responses","diet",2,"taifels",31,"It is not just a small percentage of them that do it",1,30,"feed on the carcasses of dead animals",NA
60,20142,"explain_responses","psychological",25,"morseths",31,"Enough of them know that it is a fairly common trait",1,30,"know when earthquakes are about to happen",NA
61,10061,"truth_conditions","psychological",1,"taifels",27,NA,1,30,"mourn their dead","False"
61,6417,"truth_conditions","disease_self",2,"dorbs",50,NA,1,50,"get dandruff","False"
61,14117,"truth_conditions","diet",3,"krivels",69,NA,1,70,"feed on the carcasses of dead animals","False"
61,30677,"truth_conditions","diet",4,"zorbs",66,NA,1,70,"eat grass","False"
61,6748,"truth_conditions","behavior_aggressive",5,"ludinos",92,NA,0,90,"torture other animals","False"
61,5175,"truth_conditions","disease_other",6,"crullets",26,NA,1,30,"carry malaria","False"
61,5211,"truth_conditions","behavior_aggressive",7,"wugs",5,NA,1,10,"steal farmers&quotechar crops","False"
