"workerid","category","trial_type","property","trial_num","rt","slider_num","property_type","response"
8,"rabbits","prevalence_elicitation","chase their tails",10,10957,3,"behavior","0"
8,"pandas","prevalence_elicitation","chase their tails",10,10957,4,"behavior","0"
8,"horses","prevalence_elicitation","chase their tails",10,10957,5,"behavior","0"
8,"dogs","prevalence_elicitation","lay eggs without needing fertilization",11,9151,1,"reproduction","0"
8,"cats","prevalence_elicitation","lay eggs without needing fertilization",11,9151,2,"reproduction","0"
8,"rabbits","prevalence_elicitation","lay eggs without needing fertilization",11,9151,3,"reproduction","0"
8,"pandas","prevalence_elicitation","lay eggs without needing fertilization",11,9151,4,"reproduction","0"
8,"horses","prevalence_elicitation","lay eggs without needing fertilization",11,9151,5,"reproduction","0"
8,"dogs","prevalence_elicitation","live to be a hundred years old",12,8089,1,"physical","0"
8,"cats","prevalence_elicitation","live to be a hundred years old",12,8089,2,"physical","0"
8,"rabbits","prevalence_elicitation","live to be a hundred years old",12,8089,3,"physical","0"
8,"pandas","prevalence_elicitation","live to be a hundred years old",12,8089,4,"physical","0"
8,"horses","prevalence_elicitation","live to be a hundred years old",12,8089,5,"physical","0"
9,NA,"category_elicitation",NA,NA,NA,NA,NA,"dog"
9,NA,"category_elicitation",NA,NA,NA,NA,NA,"penguin"
9,NA,"category_elicitation",NA,NA,NA,NA,NA,"gorilla"
9,NA,"category_elicitation",NA,NA,NA,NA,NA,"lion"
9,NA,"category_elicitation",NA,NA,NA,NA,NA,"cat"
9,"dog","prevalence_elicitation","have an exquisite sense of smell",1,14308,1,"physical","1"
9,"penguin","prevalence_elicitation","have an exquisite sense of smell",1,14308,2,"physical","0.37"
9,"gorilla","prevalence_elicitation","have an exquisite sense of smell",1,14308,3,"physical","0.48"
9,"lion","prevalence_elicitation","have an exquisite sense of smell",1,14308,4,"physical","0.96"
9,"cat","prevalence_elicitation","have an exquisite sense of smell",1,14308,5,"physical","0.96"
9,"dog","prevalence_elicitation","sing beautiful songs",2,9676,1,"behavior","0.22"
9,"penguin","prevalence_elicitation","sing beautiful songs",2,9676,2,"behavior","0"
9,"gorilla","prevalence_elicitation","sing beautiful songs",2,9676,3,"behavior","0"
9,"lion","prevalence_elicitation","sing beautiful songs",2,9676,4,"behavior","0"
9,"cat","prevalence_elicitation","sing beautiful songs",2,9676,5,"behavior","0.15"
9,"dog","prevalence_elicitation","sleep during the day",3,13236,1,"behavior","0.9"
9,"penguin","prevalence_elicitation","sleep during the day",3,13236,2,"behavior","0.49"
9,"gorilla","prevalence_elicitation","sleep during the day",3,13236,3,"behavior","0.75"
9,"lion","prevalence_elicitation","sleep during the day",3,13236,4,"behavior","0.76"
9,"cat","prevalence_elicitation","sleep during the day",3,13236,5,"behavior","0.84"
9,"dog","prevalence_elicitation","torture other animals",4,29036,1,"behavior_aggressive","0"
9,"penguin","prevalence_elicitation","torture other animals",4,29036,2,"behavior_aggressive","0"
9,"gorilla","prevalence_elicitation","torture other animals",4,29036,3,"behavior_aggressive","0.31"
9,"lion","prevalence_elicitation","torture other animals",4,29036,4,"behavior_aggressive","0.66"
9,"cat","prevalence_elicitation","torture other animals",4,29036,5,"behavior_aggressive","0"
9,"dog","prevalence_elicitation","transmit rabies",5,8600,1,"disease_other","0.11"
9,"penguin","prevalence_elicitation","transmit rabies",5,8600,2,"disease_other","0"
9,"gorilla","prevalence_elicitation","transmit rabies",5,8600,3,"disease_other","0"
9,"lion","prevalence_elicitation","transmit rabies",5,8600,4,"disease_other","0"
9,"cat","prevalence_elicitation","transmit rabies",5,8600,5,"disease_other","0"
9,"dog","prevalence_elicitation","have intensely beautiful feathers",6,10408,1,"physical","0"
9,"penguin","prevalence_elicitation","have intensely beautiful feathers",6,10408,2,"physical","0"
9,"gorilla","prevalence_elicitation","have intensely beautiful feathers",6,10408,3,"physical","0"
9,"lion","prevalence_elicitation","have intensely beautiful feathers",6,10408,4,"physical","0"
9,"cat","prevalence_elicitation","have intensely beautiful feathers",6,10408,5,"physical","0"
9,"dog","prevalence_elicitation","ride the subway",7,8641,1,"behavior","0.04"
9,"penguin","prevalence_elicitation","ride the subway",7,8641,2,"behavior","0"
9,"gorilla","prevalence_elicitation","ride the subway",7,8641,3,"behavior","0"
9,"lion","prevalence_elicitation","ride the subway",7,8641,4,"behavior","0"
9,"cat","prevalence_elicitation","ride the subway",7,8641,5,"behavior","0"
9,"dog","prevalence_elicitation","live in the hulls of sea vessels",8,13869,1,"habitat","0.02"
9,"penguin","prevalence_elicitation","live in the hulls of sea vessels",8,13869,2,"habitat","0.01"
9,"gorilla","prevalence_elicitation","live in the hulls of sea vessels",8,13869,3,"habitat","0"
9,"lion","prevalence_elicitation","live in the hulls of sea vessels",8,13869,4,"habitat","0"
9,"cat","prevalence_elicitation","live in the hulls of sea vessels",8,13869,5,"habitat","0.03"
9,"dog","prevalence_elicitation","lay eggs without needing fertilization",9,11142,1,"reproduction","0"
9,"penguin","prevalence_elicitation","lay eggs without needing fertilization",9,11142,2,"reproduction","0"
9,"gorilla","prevalence_elicitation","lay eggs without needing fertilization",9,11142,3,"reproduction","0"
9,"lion","prevalence_elicitation","lay eggs without needing fertilization",9,11142,4,"reproduction","0"
9,"cat","prevalence_elicitation","lay eggs without needing fertilization",9,11142,5,"reproduction","0"
9,"dog","prevalence_elicitation","live to be a hundred years old",10,9101,1,"physical","0"
9,"penguin","prevalence_elicitation","live to be a hundred years old",10,9101,2,"physical","0"
9,"gorilla","prevalence_elicitation","live to be a hundred years old",10,9101,3,"physical","0"
9,"lion","prevalence_elicitation","live to be a hundred years old",10,9101,4,"physical","0"
9,"cat","prevalence_elicitation","live to be a hundred years old",10,9101,5,"physical","0"
9,"dog","prevalence_elicitation","play with bottlecaps",11,11050,1,"behavior","0.51"
9,"penguin","prevalence_elicitation","play with bottlecaps",11,11050,2,"behavior","0"
9,"gorilla","prevalence_elicitation","play with bottlecaps",11,11050,3,"behavior","0"
9,"lion","prevalence_elicitation","play with bottlecaps",11,11050,4,"behavior","0"
9,"cat","prevalence_elicitation","play with bottlecaps",11,11050,5,"behavior","0.68"
9,"dog","prevalence_elicitation","chase their tails",12,11893,1,"behavior","1"
9,"penguin","prevalence_elicitation","chase their tails",12,11893,2,"behavior","0"
9,"gorilla","prevalence_elicitation","chase their tails",12,11893,3,"behavior","0"
9,"lion","prevalence_elicitation","chase their tails",12,11893,4,"behavior","0"
9,"cat","prevalence_elicitation","chase their tails",12,11893,5,"behavior","0.5"
10,NA,"category_elicitation",NA,NA,NA,NA,NA,"sloth"
10,NA,"category_elicitation",NA,NA,NA,NA,NA,"horse"
10,NA,"category_elicitation",NA,NA,NA,NA,NA,"dog"
10,NA,"category_elicitation",NA,NA,NA,NA,NA,"elephant "
10,NA,"category_elicitation",NA,NA,NA,NA,NA,"cat"
10,"sloth","prevalence_elicitation","sing beautiful songs",1,13264,1,"behavior","0.2"
10,"horse","prevalence_elicitation","sing beautiful songs",1,13264,2,"behavior","0.15"
10,"dog","prevalence_elicitation","sing beautiful songs",1,13264,3,"behavior","0.52"
10,"elephant ","prevalence_elicitation","sing beautiful songs",1,13264,4,"behavior","0.33"
10,"cat","prevalence_elicitation","sing beautiful songs",1,13264,5,"behavior","0.2"
10,"sloth","prevalence_elicitation","know when earthquakes are about to happen",2,23697,1,"psychological","0.78"
10,"horse","prevalence_elicitation","know when earthquakes are about to happen",2,23697,2,"psychological","0.86"
10,"dog","prevalence_elicitation","know when earthquakes are about to happen",2,23697,3,"psychological","0.7"
10,"elephant ","prevalence_elicitation","know when earthquakes are about to happen",2,23697,4,"psychological","0.91"
10,"cat","prevalence_elicitation","know when earthquakes are about to happen",2,23697,5,"psychological","0.7"
10,"sloth","prevalence_elicitation","carry out premeditated murder",3,20267,1,"behavior_aggressive","0.02"
10,"horse","prevalence_elicitation","carry out premeditated murder",3,20267,2,"behavior_aggressive","0.1"
10,"dog","prevalence_elicitation","carry out premeditated murder",3,20267,3,"behavior_aggressive","0.22"
10,"elephant ","prevalence_elicitation","carry out premeditated murder",3,20267,4,"behavior_aggressive","0.69"
10,"cat","prevalence_elicitation","carry out premeditated murder",3,20267,5,"behavior_aggressive","0.07"
10,"sloth","prevalence_elicitation","have intensely beautiful feathers",4,12864,1,"physical","0"
10,"horse","prevalence_elicitation","have intensely beautiful feathers",4,12864,2,"physical","0"
10,"dog","prevalence_elicitation","have intensely beautiful feathers",4,12864,3,"physical","0"
10,"elephant ","prevalence_elicitation","have intensely beautiful feathers",4,12864,4,"physical","0"
10,"cat","prevalence_elicitation","have intensely beautiful feathers",4,12864,5,"physical","0"
10,"sloth","prevalence_elicitation","transmit rabies",5,15478,1,"disease_other","0.07"
10,"horse","prevalence_elicitation","transmit rabies",5,15478,2,"disease_other","0.09"
10,"dog","prevalence_elicitation","transmit rabies",5,15478,3,"disease_other","0.33"
10,"elephant ","prevalence_elicitation","transmit rabies",5,15478,4,"disease_other","0.04"
10,"cat","prevalence_elicitation","transmit rabies",5,15478,5,"disease_other","0.18"
10,"sloth","prevalence_elicitation","go bald",6,11562,1,"disease_self","0.21"
10,"horse","prevalence_elicitation","go bald",6,11562,2,"disease_self","0.14"
10,"dog","prevalence_elicitation","go bald",6,11562,3,"disease_self","0.3"
10,"elephant ","prevalence_elicitation","go bald",6,11562,4,"disease_self","0.21"
10,"cat","prevalence_elicitation","go bald",6,11562,5,"disease_self","0.25"
10,"sloth","prevalence_elicitation","eat insects",7,12474,1,"diet","0.77"
10,"horse","prevalence_elicitation","eat insects",7,12474,2,"diet","0.02"
10,"dog","prevalence_elicitation","eat insects",7,12474,3,"diet","0.33"
10,"elephant ","prevalence_elicitation","eat insects",7,12474,4,"diet","0.01"
10,"cat","prevalence_elicitation","eat insects",7,12474,5,"diet","0.61"
10,"sloth","prevalence_elicitation","are intelligent",8,13762,1,"psychological","0.71"
10,"horse","prevalence_elicitation","are intelligent",8,13762,2,"psychological","0.64"
10,"dog","prevalence_elicitation","are intelligent",8,13762,3,"psychological","0.88"
10,"elephant ","prevalence_elicitation","are intelligent",8,13762,4,"psychological","0.86"
10,"cat","prevalence_elicitation","are intelligent",8,13762,5,"psychological","0.87"
10,"sloth","prevalence_elicitation","feed on the carcasses of dead animals",9,15307,1,"diet","0"
10,"horse","prevalence_elicitation","feed on the carcasses of dead animals",9,15307,2,"diet","0.01"
10,"dog","prevalence_elicitation","feed on the carcasses of dead animals",9,15307,3,"diet","0.13"
10,"elephant ","prevalence_elicitation","feed on the carcasses of dead animals",9,15307,4,"diet","0.02"
10,"cat","prevalence_elicitation","feed on the carcasses of dead animals",9,15307,5,"diet","0.14"
10,"sloth","prevalence_elicitation","have a menstrual cycle",10,22455,1,"reproduction","0.5"
10,"horse","prevalence_elicitation","have a menstrual cycle",10,22455,2,"reproduction","0.58"
10,"dog","prevalence_elicitation","have a menstrual cycle",10,22455,3,"reproduction","0.79"
10,"elephant ","prevalence_elicitation","have a menstrual cycle",10,22455,4,"reproduction","0.58"
10,"cat","prevalence_elicitation","have a menstrual cycle",10,22455,5,"reproduction","0.86"
10,"sloth","prevalence_elicitation","have dozens of sexual partners",11,11951,1,"reproduction","0.23"
10,"horse","prevalence_elicitation","have dozens of sexual partners",11,11951,2,"reproduction","0.15"
10,"dog","prevalence_elicitation","have dozens of sexual partners",11,11951,3,"reproduction","0.72"
10,"elephant ","prevalence_elicitation","have dozens of sexual partners",11,11951,4,"reproduction","0.17"
10,"cat","prevalence_elicitation","have dozens of sexual partners",11,11951,5,"reproduction","0.67"
10,"sloth","prevalence_elicitation","attack hikers",12,15976,1,"behavior_aggressive","0"
10,"horse","prevalence_elicitation","attack hikers",12,15976,2,"behavior_aggressive","0.09"
10,"dog","prevalence_elicitation","attack hikers",12,15976,3,"behavior_aggressive","0.17"
10,"elephant ","prevalence_elicitation","attack hikers",12,15976,4,"behavior_aggressive","0.06"
10,"cat","prevalence_elicitation","attack hikers",12,15976,5,"behavior_aggressive","0.05"
11,NA,"category_elicitation",NA,NA,NA,NA,NA,"cats"
11,NA,"category_elicitation",NA,NA,NA,NA,NA,"dogs"
11,NA,"category_elicitation",NA,NA,NA,NA,NA,"cows"
11,NA,"category_elicitation",NA,NA,NA,NA,NA,"goats"
11,NA,"category_elicitation",NA,NA,NA,NA,NA,"monkeys"
11,"cats","prevalence_elicitation","torture other animals",1,10309,1,"behavior_aggressive","0.18"
11,"dogs","prevalence_elicitation","torture other animals",1,10309,2,"behavior_aggressive","0.42"
11,"cows","prevalence_elicitation","torture other animals",1,10309,3,"behavior_aggressive","0.09"
11,"goats","prevalence_elicitation","torture other animals",1,10309,4,"behavior_aggressive","0.05"
11,"monkeys","prevalence_elicitation","torture other animals",1,10309,5,"behavior_aggressive","0.55"
11,"cats","prevalence_elicitation","chase their tails",2,11799,1,"behavior","0.66"
11,"dogs","prevalence_elicitation","chase their tails",2,11799,2,"behavior","0.6"
11,"cows","prevalence_elicitation","chase their tails",2,11799,3,"behavior","0.29"
11,"goats","prevalence_elicitation","chase their tails",2,11799,4,"behavior","0.16"
11,"monkeys","prevalence_elicitation","chase their tails",2,11799,5,"behavior","0.49"
11,"cats","prevalence_elicitation","do handstands to scare off predators",3,10536,1,"behavior","0.31"
11,"dogs","prevalence_elicitation","do handstands to scare off predators",3,10536,2,"behavior","0.25"
11,"cows","prevalence_elicitation","do handstands to scare off predators",3,10536,3,"behavior","0.11"
11,"goats","prevalence_elicitation","do handstands to scare off predators",3,10536,4,"behavior","0.1"
11,"monkeys","prevalence_elicitation","do handstands to scare off predators",3,10536,5,"behavior","0.51"
11,"cats","prevalence_elicitation","have intensely beautiful feathers",4,32398,1,"physical","0.29"
11,"dogs","prevalence_elicitation","have intensely beautiful feathers",4,32398,2,"physical","0.55"
11,"cows","prevalence_elicitation","have intensely beautiful feathers",4,32398,3,"physical","0.61"
11,"goats","prevalence_elicitation","have intensely beautiful feathers",4,32398,4,"physical","0.4"
11,"monkeys","prevalence_elicitation","have intensely beautiful feathers",4,32398,5,"physical","0.54"
11,"cats","prevalence_elicitation","live in high-rise buildings",5,13705,1,"habitat","0.56"
11,"dogs","prevalence_elicitation","live in high-rise buildings",5,13705,2,"habitat","0.5"
11,"cows","prevalence_elicitation","live in high-rise buildings",5,13705,3,"habitat","0.16"
11,"goats","prevalence_elicitation","live in high-rise buildings",5,13705,4,"habitat","0.09"
11,"monkeys","prevalence_elicitation","live in high-rise buildings",5,13705,5,"habitat","0.11"
11,"cats","prevalence_elicitation","drink soda",6,22584,1,"diet","0"
11,"dogs","prevalence_elicitation","drink soda",6,22584,2,"diet","0"
11,"cows","prevalence_elicitation","drink soda",6,22584,3,"diet","0"
11,"goats","prevalence_elicitation","drink soda",6,22584,4,"diet","0"
11,"monkeys","prevalence_elicitation","drink soda",6,22584,5,"diet","0.27"
11,"cats","prevalence_elicitation","feed on the carcasses of dead animals",7,11215,1,"diet","0.06"
11,"dogs","prevalence_elicitation","feed on the carcasses of dead animals",7,11215,2,"diet","0.16"
11,"cows","prevalence_elicitation","feed on the carcasses of dead animals",7,11215,3,"diet","0"
11,"goats","prevalence_elicitation","feed on the carcasses of dead animals",7,11215,4,"diet","0"
11,"monkeys","prevalence_elicitation","feed on the carcasses of dead animals",7,11215,5,"diet","0.18"
11,"cats","prevalence_elicitation","experience empathy",8,7575,1,"psychological","0.28"
11,"dogs","prevalence_elicitation","experience empathy",8,7575,2,"psychological","0.5"
11,"cows","prevalence_elicitation","experience empathy",8,7575,3,"psychological","0.26"
11,"goats","prevalence_elicitation","experience empathy",8,7575,4,"psychological","0.25"
11,"monkeys","prevalence_elicitation","experience empathy",8,7575,5,"psychological","0.52"
11,"cats","prevalence_elicitation","carry out premeditated murder",9,7904,1,"behavior_aggressive","0"
11,"dogs","prevalence_elicitation","carry out premeditated murder",9,7904,2,"behavior_aggressive","0"
11,"cows","prevalence_elicitation","carry out premeditated murder",9,7904,3,"behavior_aggressive","0"
11,"goats","prevalence_elicitation","carry out premeditated murder",9,7904,4,"behavior_aggressive","0"
11,"monkeys","prevalence_elicitation","carry out premeditated murder",9,7904,5,"behavior_aggressive","0.12"
11,"cats","prevalence_elicitation","get erections",10,18296,1,"reproduction","0.17"
11,"dogs","prevalence_elicitation","get erections",10,18296,2,"reproduction","0.19"
11,"cows","prevalence_elicitation","get erections",10,18296,3,"reproduction","0.46"
11,"goats","prevalence_elicitation","get erections",10,18296,4,"reproduction","0.25"
11,"monkeys","prevalence_elicitation","get erections",10,18296,5,"reproduction","0.54"
11,"cats","prevalence_elicitation","give birth underwater",11,8264,1,"reproduction","0.06"
11,"dogs","prevalence_elicitation","give birth underwater",11,8264,2,"reproduction","0.07"
11,"cows","prevalence_elicitation","give birth underwater",11,8264,3,"reproduction","0.11"
11,"goats","prevalence_elicitation","give birth underwater",11,8264,4,"reproduction","0.11"
11,"monkeys","prevalence_elicitation","give birth underwater",11,8264,5,"reproduction","0.09"
11,"cats","prevalence_elicitation","eat cannabis",12,12135,1,"diet","0"
11,"dogs","prevalence_elicitation","eat cannabis",12,12135,2,"diet","0"
11,"cows","prevalence_elicitation","eat cannabis",12,12135,3,"diet","0"
11,"goats","prevalence_elicitation","eat cannabis",12,12135,4,"diet","0"
11,"monkeys","prevalence_elicitation","eat cannabis",12,12135,5,"diet","0"
12,NA,"category_elicitation",NA,NA,NA,NA,NA,"Wolves"
12,NA,"category_elicitation",NA,NA,NA,NA,NA,"Foxes"
12,NA,"category_elicitation",NA,NA,NA,NA,NA,"Cats"
12,NA,"category_elicitation",NA,NA,NA,NA,NA,"Dogs"
12,NA,"category_elicitation",NA,NA,NA,NA,NA,"Hedgehogs"
12,"Wolves","prevalence_elicitation","eat garbage",1,24093,1,"diet","0.11"
12,"Foxes","prevalence_elicitation","eat garbage",1,24093,2,"diet","0.13"
12,"Cats","prevalence_elicitation","eat garbage",1,24093,3,"diet","0.25"
12,"Dogs","prevalence_elicitation","eat garbage",1,24093,4,"diet","0.28"
12,"Hedgehogs","prevalence_elicitation","eat garbage",1,24093,5,"diet","0.11"
12,"Wolves","prevalence_elicitation","get in fights with other animals",2,21491,1,"behavior_aggressive","0.25"
12,"Foxes","prevalence_elicitation","get in fights with other animals",2,21491,2,"behavior_aggressive","0.26"
12,"Cats","prevalence_elicitation","get in fights with other animals",2,21491,3,"behavior_aggressive","0.29"
12,"Dogs","prevalence_elicitation","get in fights with other animals",2,21491,4,"behavior_aggressive","0.38"
12,"Hedgehogs","prevalence_elicitation","get in fights with other animals",2,21491,5,"behavior_aggressive","0.06"
12,"Wolves","prevalence_elicitation","steal farmers&quotechar crops",3,19354,1,"behavior_aggressive","0.07"
12,"Foxes","prevalence_elicitation","steal farmers&quotechar crops",3,19354,2,"behavior_aggressive","0.09"
12,"Cats","prevalence_elicitation","steal farmers&quotechar crops",3,19354,3,"behavior_aggressive","0.09"
12,"Dogs","prevalence_elicitation","steal farmers&quotechar crops",3,19354,4,"behavior_aggressive","0.07"
12,"Hedgehogs","prevalence_elicitation","steal farmers&quotechar crops",3,19354,5,"behavior_aggressive","0.01"
12,"Wolves","prevalence_elicitation","transmit HIV",4,16254,1,"disease_other","0"
12,"Foxes","prevalence_elicitation","transmit HIV",4,16254,2,"disease_other","0.01"
12,"Cats","prevalence_elicitation","transmit HIV",4,16254,3,"disease_other","0.02"
12,"Dogs","prevalence_elicitation","transmit HIV",4,16254,4,"disease_other","0.01"
12,"Hedgehogs","prevalence_elicitation","transmit HIV",4,16254,5,"disease_other","0.01"
12,"Wolves","prevalence_elicitation","live in urban areas",5,26336,1,"habitat","0.02"
12,"Foxes","prevalence_elicitation","live in urban areas",5,26336,2,"habitat","0.02"
12,"Cats","prevalence_elicitation","live in urban areas",5,26336,3,"habitat","0.75"
12,"Dogs","prevalence_elicitation","live in urban areas",5,26336,4,"habitat","0.89"
12,"Hedgehogs","prevalence_elicitation","live in urban areas",5,26336,5,"habitat","0.07"
12,"Wolves","prevalence_elicitation","lose their teeth",6,13717,1,"disease_self","0.24"
12,"Foxes","prevalence_elicitation","lose their teeth",6,13717,2,"disease_self","0.29"
12,"Cats","prevalence_elicitation","lose their teeth",6,13717,3,"disease_self","0.33"
12,"Dogs","prevalence_elicitation","lose their teeth",6,13717,4,"disease_self","0.42"
12,"Hedgehogs","prevalence_elicitation","lose their teeth",6,13717,5,"disease_self","0.05"
12,"Wolves","prevalence_elicitation","have very long wings",7,10380,1,"physical","0"
12,"Foxes","prevalence_elicitation","have very long wings",7,10380,2,"physical","0.01"
12,"Cats","prevalence_elicitation","have very long wings",7,10380,3,"physical","0"
12,"Dogs","prevalence_elicitation","have very long wings",7,10380,4,"physical","0.01"
12,"Hedgehogs","prevalence_elicitation","have very long wings",7,10380,5,"physical","0.01"
12,"Wolves","prevalence_elicitation","chase their tails",8,13280,1,"behavior","0"
12,"Foxes","prevalence_elicitation","chase their tails",8,13280,2,"behavior","0.01"
12,"Cats","prevalence_elicitation","chase their tails",8,13280,3,"behavior","0.4"
12,"Dogs","prevalence_elicitation","chase their tails",8,13280,4,"behavior","0.49"
12,"Hedgehogs","prevalence_elicitation","chase their tails",8,13280,5,"behavior","0.02"
12,"Wolves","prevalence_elicitation","hunt other animals",9,20103,1,"behavior_aggressive","0.7"
12,"Foxes","prevalence_elicitation","hunt other animals",9,20103,2,"behavior_aggressive","0.63"
12,"Cats","prevalence_elicitation","hunt other animals",9,20103,3,"behavior_aggressive","0.51"
12,"Dogs","prevalence_elicitation","hunt other animals",9,20103,4,"behavior_aggressive","0.45"
12,"Hedgehogs","prevalence_elicitation","hunt other animals",9,20103,5,"behavior_aggressive","0.01"
12,"Wolves","prevalence_elicitation","sing beautiful songs",10,13944,1,"behavior","0.55"
12,"Foxes","prevalence_elicitation","sing beautiful songs",10,13944,2,"behavior","0.53"
12,"Cats","prevalence_elicitation","sing beautiful songs",10,13944,3,"behavior","0.66"
12,"Dogs","prevalence_elicitation","sing beautiful songs",10,13944,4,"behavior","0.57"
12,"Hedgehogs","prevalence_elicitation","sing beautiful songs",10,13944,5,"behavior","0.07"
12,"Wolves","prevalence_elicitation","experience emotions",11,11747,1,"psychological","0.98"
12,"Foxes","prevalence_elicitation","experience emotions",11,11747,2,"psychological","0.97"
12,"Cats","prevalence_elicitation","experience emotions",11,11747,3,"psychological","0.99"
12,"Dogs","prevalence_elicitation","experience emotions",11,11747,4,"psychological","0.98"
12,"Hedgehogs","prevalence_elicitation","experience emotions",11,11747,5,"psychological","0.98"
12,"Wolves","prevalence_elicitation","play with bottlecaps",12,16036,1,"behavior","0"
12,"Foxes","prevalence_elicitation","play with bottlecaps",12,16036,2,"behavior","0.01"
12,"Cats","prevalence_elicitation","play with bottlecaps",12,16036,3,"behavior","0.01"
12,"Dogs","prevalence_elicitation","play with bottlecaps",12,16036,4,"behavior","0.01"
12,"Hedgehogs","prevalence_elicitation","play with bottlecaps",12,16036,5,"behavior","0"
13,NA,"category_elicitation",NA,NA,NA,NA,NA,"cats"
13,NA,"category_elicitation",NA,NA,NA,NA,NA,"dogs"
13,NA,"category_elicitation",NA,NA,NA,NA,NA,"birds"
13,NA,"category_elicitation",NA,NA,NA,NA,NA,"horses"
13,NA,"category_elicitation",NA,NA,NA,NA,NA,"penguins"
13,"cats","prevalence_elicitation","experience empathy",1,9250,1,"psychological","0.51"
13,"dogs","prevalence_elicitation","experience empathy",1,9250,2,"psychological","0.69"
13,"birds","prevalence_elicitation","experience empathy",1,9250,3,"psychological","0.67"
13,"horses","prevalence_elicitation","experience empathy",1,9250,4,"psychological","0.71"
13,"penguins","prevalence_elicitation","experience empathy",1,9250,5,"psychological","0.71"
13,"cats","prevalence_elicitation","have personalities",2,6987,1,"psychological","0.98"
13,"dogs","prevalence_elicitation","have personalities",2,6987,2,"psychological","1"
13,"birds","prevalence_elicitation","have personalities",2,6987,3,"psychological","1"
13,"horses","prevalence_elicitation","have personalities",2,6987,4,"psychological","1"
13,"penguins","prevalence_elicitation","have personalities",2,6987,5,"psychological","1"
13,"cats","prevalence_elicitation","transmit HIV",3,8609,1,"disease_other","0.31"
13,"dogs","prevalence_elicitation","transmit HIV",3,8609,2,"disease_other","0.18"
13,"birds","prevalence_elicitation","transmit HIV",3,8609,3,"disease_other","0.11"
13,"horses","prevalence_elicitation","transmit HIV",3,8609,4,"disease_other","0.11"
13,"penguins","prevalence_elicitation","transmit HIV",3,8609,5,"disease_other","0.11"
13,"cats","prevalence_elicitation","attack hikers",4,9224,1,"behavior_aggressive","0.04"
13,"dogs","prevalence_elicitation","attack hikers",4,9224,2,"behavior_aggressive","0.21"
13,"birds","prevalence_elicitation","attack hikers",4,9224,3,"behavior_aggressive","0.09"
13,"horses","prevalence_elicitation","attack hikers",4,9224,4,"behavior_aggressive","0.11"
13,"penguins","prevalence_elicitation","attack hikers",4,9224,5,"behavior_aggressive","0"
13,"cats","prevalence_elicitation","attract mates by secreting pheromones",5,8152,1,"reproduction","0.88"
13,"dogs","prevalence_elicitation","attract mates by secreting pheromones",5,8152,2,"reproduction","0.92"
13,"birds","prevalence_elicitation","attract mates by secreting pheromones",5,8152,3,"reproduction","0.93"
13,"horses","prevalence_elicitation","attract mates by secreting pheromones",5,8152,4,"reproduction","0.93"
13,"penguins","prevalence_elicitation","attract mates by secreting pheromones",5,8152,5,"reproduction","0.93"
13,"cats","prevalence_elicitation","pound their chests to display dominance",6,8448,1,"behavior_aggressive","0.02"
13,"dogs","prevalence_elicitation","pound their chests to display dominance",6,8448,2,"behavior_aggressive","0.02"
13,"birds","prevalence_elicitation","pound their chests to display dominance",6,8448,3,"behavior_aggressive","0.07"
13,"horses","prevalence_elicitation","pound their chests to display dominance",6,8448,4,"behavior_aggressive","0.04"
13,"penguins","prevalence_elicitation","pound their chests to display dominance",6,8448,5,"behavior_aggressive","0.1"
13,"cats","prevalence_elicitation","carry Lyme disease",7,7130,1,"disease_other","0.05"
13,"dogs","prevalence_elicitation","carry Lyme disease",7,7130,2,"disease_other","0.07"
13,"birds","prevalence_elicitation","carry Lyme disease",7,7130,3,"disease_other","0.04"
13,"horses","prevalence_elicitation","carry Lyme disease",7,7130,4,"disease_other","0.06"
13,"penguins","prevalence_elicitation","carry Lyme disease",7,7130,5,"disease_other","0.07"
13,"cats","prevalence_elicitation","get erections",8,9290,1,"reproduction","0.48"
13,"dogs","prevalence_elicitation","get erections",8,9290,2,"reproduction","0.5"
13,"birds","prevalence_elicitation","get erections",8,9290,3,"reproduction","0.48"
13,"horses","prevalence_elicitation","get erections",8,9290,4,"reproduction","0.48"
13,"penguins","prevalence_elicitation","get erections",8,9290,5,"reproduction","0.49"
13,"cats","prevalence_elicitation","do handstands to scare off predators",9,9551,1,"behavior","0.05"
13,"dogs","prevalence_elicitation","do handstands to scare off predators",9,9551,2,"behavior","0.04"
13,"birds","prevalence_elicitation","do handstands to scare off predators",9,9551,3,"behavior","0"
13,"horses","prevalence_elicitation","do handstands to scare off predators",9,9551,4,"behavior","0.02"
13,"penguins","prevalence_elicitation","do handstands to scare off predators",9,9551,5,"behavior","0"
13,"cats","prevalence_elicitation","capture other animals&quotechar territory",10,8256,1,"behavior_aggressive","0.63"
13,"dogs","prevalence_elicitation","capture other animals&quotechar territory",10,8256,2,"behavior_aggressive","0.26"
13,"birds","prevalence_elicitation","capture other animals&quotechar territory",10,8256,3,"behavior_aggressive","0.72"
13,"horses","prevalence_elicitation","capture other animals&quotechar territory",10,8256,4,"behavior_aggressive","0.3"
13,"penguins","prevalence_elicitation","capture other animals&quotechar territory",10,8256,5,"behavior_aggressive","0.49"
13,"cats","prevalence_elicitation","hunt other animals",11,14588,1,"behavior_aggressive","0.86"
13,"dogs","prevalence_elicitation","hunt other animals",11,14588,2,"behavior_aggressive","0.76"
