"workerid","rt","trial_type","property_type","trial_num","category","explanation","property","response"
9,2704,"implied_prevalence","psychological",27,"glippets","","develop phobias",0.43
9,4008,"implied_prevalence","diet",28,"lorches","","feed on the carcasses of dead animals",1
9,2392,"implied_prevalence","behavior",29,"sapers","","sing beautiful songs",0.51
9,2529,"implied_prevalence","behavior",30,"ackles","","sleep during the day",1
9,3200,"implied_prevalence","psychological",31,"pangolins","","experience emotions",1
9,3455,"implied_prevalence","behavior_aggressive",32,"elleps","","hunt other animals",1
9,2736,"implied_prevalence","disease_self",33,"crullets","","get dandruff",0.51
9,3280,"implied_prevalence","psychological",34,"cheebas","","know when earthquakes are about to happen",0.83
9,2704,"implied_prevalence","behavior",35,"kazzes","","chase their tails",1
9,2544,"implied_prevalence","psychological",36,"daiths","","have personalities",1
10,7059,"implied_prevalence","reproduction",1,"sapers","","lay eggs in other birds&quotechar nests",0.88
10,36922,"implied_prevalence","behavior",2,"lorches","I do not think that there is a large percentage of Lorches that perform in the circus, because I think most would be out in the wild.","perform in the circus",0.21
10,5141,"implied_prevalence","behavior",3,"mooks","","chase their tails",0.94
10,3648,"implied_prevalence","reproduction",4,"daiths","","give birth underwater",0.96
10,3707,"implied_prevalence","disease_self",5,"luzaks","","have strange genetic mutations",0.77
10,2652,"implied_prevalence","physical",6,"blins","","live to be twenty years old",0.95
10,2847,"implied_prevalence","physical",7,"javs","","live to be a hundred years old",0.93
10,2622,"implied_prevalence","behavior",8,"krivels","","swim in shallow pools",0.97
10,2228,"implied_prevalence","diet",9,"kazzes","","cannibalize each other",0.96
10,2154,"implied_prevalence","habitat",10,"reesles","","live in urban areas",0.94
10,2056,"implied_prevalence","behavior",11,"moxes","","use tools",0.97
10,2195,"implied_prevalence","disease_other",12,"ollers","","transmit rabies",0.94
10,1868,"implied_prevalence","diet",13,"fendles","","eat human food",0.91
10,2356,"implied_prevalence","habitat",14,"wugs","","live in the hulls of sea vessels",0.94
10,2400,"implied_prevalence","behavior_aggressive",15,"dunkels","","attack hikers",0.94
10,2316,"implied_prevalence","behavior",16,"dobles","","like to cuddle",0.92
10,1958,"implied_prevalence","diet",17,"thups","","eat grass",0.94
10,2203,"implied_prevalence","diet",18,"elleps","","eat insects",0.97
10,3814,"implied_prevalence","reproduction",19,"ludinos","","attract mates by secreting pheromones",0.95
10,1983,"implied_prevalence","psychological",20,"plovs","","have personalities",0.95
10,2328,"implied_prevalence","diet",21,"dorbs","","drink soda",0.95
10,2867,"implied_prevalence","diet",22,"zoovs","","drink alcohol left behind by tourists",0.92
10,2164,"implied_prevalence","behavior_aggressive",23,"ackles","","steal farmers&quotechar crops",0.95
10,1760,"implied_prevalence","psychological",24,"grinks","","are intelligent",0.94
10,2146,"implied_prevalence","psychological",25,"morseths","","are afraid of dogs",1
10,3512,"implied_prevalence","psychological",26,"trufts","","experience emotions",1
10,2364,"implied_prevalence","physical",27,"feps","","have spots",0.98
10,2789,"implied_prevalence","behavior_aggressive",28,"taifels","","torture other animals",0.96
10,1926,"implied_prevalence","disease_other",29,"zorbs","","transmit HIV",0.91
10,2403,"implied_prevalence","reproduction",30,"frams","","have dozens of sexual partners",0.92
10,8585,"implied_prevalence","disease_self",31,"glippets","","go bald",0.9
10,1979,"implied_prevalence","behavior",32,"stups","","play with bottlecaps",0.96
10,2552,"implied_prevalence","physical",33,"crullets","","have very long wings",0.96
10,1887,"implied_prevalence","disease_self",34,"pangolins","","are addicted to nicotine",0.95
10,2187,"implied_prevalence","behavior_aggressive",35,"kweps","","get in fights with other animals",0.94
10,2055,"implied_prevalence","diet",36,"cheebas","","eat people",0.92
11,11266,"implied_prevalence","diet",1,"reesles","","drink alcohol left behind by tourists",0.67
11,30836,"implied_prevalence","habitat",2,"daiths","any wild animal will only have a small percentage of its population in a zoo","live in zoos",0.05
11,4956,"implied_prevalence","behavior",3,"morseths","","sleep during the day",0.96
11,4163,"implied_prevalence","psychological",4,"ackles","","are intelligent",0.93
11,8147,"implied_prevalence","behavior",5,"frams","","use tools",0.7
11,4752,"implied_prevalence","disease_self",6,"pangolins","","have strange genetic mutations",0.96
11,4127,"implied_prevalence","diet",7,"blins","","eat grass",1
11,6013,"implied_prevalence","reproduction",8,"fendles","","lay eggs without needing fertilization",1
11,9365,"implied_prevalence","disease_self",9,"ollers","","are addicted to nicotine",0.67
11,4607,"implied_prevalence","physical",10,"wugs","","have very long wings",0.96
11,6872,"implied_prevalence","diet",11,"dobles","","eat human food",0.8
11,6779,"implied_prevalence","behavior",12,"zoovs","","fly into building windows",0.34
11,7772,"implied_prevalence","habitat",13,"plovs","","live in the hulls of sea vessels",0.85
11,57119,"implied_prevalence","diet",14,"cheebas","i think if it was any more than 25% they would have too small a population to cannibalize and would put their own existence in jeopardy","cannibalize each other",0.25
11,5593,"implied_prevalence","psychological",15,"dorbs","","experience empathy",0.85
11,3488,"implied_prevalence","psychological",16,"dunkels","","are afraid of dogs",0.9
11,4471,"implied_prevalence","behavior",17,"luzaks","","like to cuddle",0.89
11,4535,"implied_prevalence","diet",18,"mooks","","drink soda",0.63
11,3855,"implied_prevalence","diet",19,"lorches","","eat insects",0.95
11,5493,"implied_prevalence","behavior_aggressive",20,"feps","","torture other animals",0.31
11,5896,"implied_prevalence","diet",21,"krivels","","eat candy wrappers",0.3
11,4079,"implied_prevalence","behavior_aggressive",22,"ludinos","","steal farmers&quotechar crops",0.84
11,4511,"implied_prevalence","reproduction",23,"kazzes","","have dozens of sexual partners",0.96
11,3297,"implied_prevalence","physical",24,"zorbs","","have spots",0.96
11,3799,"implied_prevalence","disease_self",25,"grinks","","go bald",0.96
11,3568,"implied_prevalence","physical",26,"crullets","","have brown fur",1
11,4684,"implied_prevalence","behavior",27,"javs","","sing beautiful songs",0.74
11,3776,"implied_prevalence","psychological",28,"stups","","know when earthquakes are about to happen",0.61
11,4307,"implied_prevalence","physical",29,"taifels","","have an exquisite sense of smell",0.95
11,6895,"implied_prevalence","habitat",30,"kweps","","live in high-rise buildings",0.6
11,3408,"implied_prevalence","psychological",31,"moxes","","have personalities",0.94
11,38453,"implied_prevalence","behavior",32,"elleps","there are few circuses these days and for any given population of animals only a very small percentage would be in a circus","perform in the circus",0.03
11,4807,"implied_prevalence","behavior",33,"glippets","","do handstands to scare off predators",0.76
11,3229,"implied_prevalence","reproduction",34,"trufts","","lay eggs in other birds&quotechar nests",0.91
11,3376,"implied_prevalence","habitat",35,"thups","","live in trees",0.93
11,3567,"implied_prevalence","reproduction",36,"sapers","","attract mates by secreting pheromones",0.94
12,6892,"implied_prevalence","behavior_aggressive",1,"frams","","torture other animals",0.74
12,3895,"implied_prevalence","physical",2,"dorbs","","have spots",0.79
12,19422,"implied_prevalence","psychological",3,"ackles","ackles sounds like a confident animal ","develop phobias",0.21
12,5466,"implied_prevalence","disease_self",4,"moxes","","lose their teeth",0.5
12,18568,"implied_prevalence","diet",5,"ludinos","cannabis is weed and not many animals would eat it i imagine","eat cannabis",0.24
12,1793,"implied_prevalence","psychological",6,"stups","","are afraid of loud noises",0.78
12,12708,"implied_prevalence","psychological",7,"trufts","it sounds like a dumb animal","have personalities",0.24
12,1541,"implied_prevalence","disease_self",8,"taifels","","have seizures",0.61
12,1550,"implied_prevalence","behavior",9,"blins","","swim in shallow pools",0.54
12,866,"implied_prevalence","reproduction",10,"mooks","","give birth underwater",0.77
12,708,"implied_prevalence","disease_other",11,"sapers","","transmit rabies",0.67
12,1738,"implied_prevalence","psychological",12,"feps","","are afraid of dogs",0.52
12,1118,"implied_prevalence","behavior_aggressive",13,"zorbs","","hunt other animals",0.72
12,1629,"implied_prevalence","diet",14,"elleps","","eat insects",0.34
12,1495,"implied_prevalence","physical",15,"daiths","","have very long wings",0.78
12,904,"implied_prevalence","disease_self",16,"kazzes","","develop back problems",0.36
12,1171,"implied_prevalence","psychological",17,"ollers","","know how to ride bicycles",0.51
12,10663,"implied_prevalence","physical",18,"cheebas","nothing lives that long","live to be five hundred years old",0
12,2488,"implied_prevalence","psychological",19,"grinks","","experience empathy",0.35
12,785,"implied_prevalence","psychological",20,"zoovs","","experience emotions",0.66
12,1739,"implied_prevalence","behavior",21,"crullets","","perform in the circus",0.33
12,1503,"implied_prevalence","behavior",22,"pangolins","","do handstands to scare off predators",0.56
12,818,"implied_prevalence","disease_self",23,"morseths","","are addicted to nicotine",0.73
12,809,"implied_prevalence","reproduction",24,"thups","","attract mates by secreting pheromones",0.47
12,953,"implied_prevalence","physical",25,"reesles","","live to be a hundred years old",0.34
12,2652,"implied_prevalence","diet",26,"wugs","","drink alcohol left behind by tourists",0.6
12,1510,"implied_prevalence","physical",27,"dobles","","have an exquisite sense of smell",0.49
12,773,"implied_prevalence","diet",28,"krivels","","drink soda",0.69
12,1005,"implied_prevalence","behavior_aggressive",29,"plovs","","attack hikers",0.39
12,2392,"implied_prevalence","diet",30,"luzaks","","eat human food",0.78
12,1370,"implied_prevalence","behavior_aggressive",31,"dunkels","","steal farmers&quotechar crops",0.54
12,990,"implied_prevalence","habitat",32,"lorches","","live in zoos",0.32
12,866,"implied_prevalence","reproduction",33,"kweps","","lay eggs in other birds&quotechar nests",0.62
12,1314,"implied_prevalence","habitat",34,"glippets","","live in the hulls of sea vessels",0.49
12,810,"implied_prevalence","behavior_aggressive",35,"javs","","pound their chests to display dominance",0.76
12,1330,"implied_prevalence","behavior",36,"fendles","","sleep during the day",0.7
13,30591,"implied_prevalence","behavior_aggressive",1,"fendles","sounded gentle","hunt other animals",0.07
13,15896,"implied_prevalence","disease_self",2,"mooks","","are addicted to nicotine",0.67
13,12247,"implied_prevalence","reproduction",3,"luzaks","","have a menstrual cycle",0.5
13,8304,"implied_prevalence","disease_other",4,"lorches","","carry malaria",0.81
13,10256,"implied_prevalence","disease_self",5,"moxes","","lose their teeth",0.34
13,8936,"implied_prevalence","psychological",6,"javs","","know how to ride bicycles",0.87
13,10745,"implied_prevalence","diet",7,"plovs","","eat cannabis",0.82
13,9751,"implied_prevalence","behavior",8,"dunkels","","swim in shallow pools",0.95
13,11104,"implied_prevalence","reproduction",9,"stups","","give birth underwater",0.51
13,10840,"implied_prevalence","physical",10,"morseths","","live to be twenty years old",0.73
13,15760,"implied_prevalence","behavior_aggressive",11,"reesles","","attack hikers",0.26
13,8608,"implied_prevalence","disease_other",12,"elleps","","transmit rabies",0.32
13,7728,"implied_prevalence","physical",13,"sapers","","have spots",0.93
13,5121,"implied_prevalence","disease_self",14,"kweps","","develop back problems",0.72
13,5879,"implied_prevalence","diet",15,"pangolins","","eat insects",0.97
13,5248,"implied_prevalence","psychological",16,"thups","","experience emotions",0.9
13,7144,"implied_prevalence","behavior",17,"ackles","","fly into building windows",0.77
13,10424,"implied_prevalence","behavior_aggressive",18,"ludinos","","pound their chests to display dominance",0.56
13,6328,"implied_prevalence","behavior",19,"feps","","chase their tails",0.93
13,9048,"implied_prevalence","behavior",20,"grinks","","play with bottlecaps",0.82
13,9120,"implied_prevalence","reproduction",21,"zorbs","","have dozens of sexual partners",0.91
13,44193,"implied_prevalence","behavior_aggressive",22,"ollers","Other animals will protect their terrority","capture other animals&quotechar territory",0.25
13,8791,"implied_prevalence","psychological",23,"kazzes","","experience empathy",0.86
13,10240,"implied_prevalence","diet",24,"krivels","","eat candy wrappers",0.62
13,6936,"implied_prevalence","behavior_aggressive",25,"wugs","","steal farmers&quotechar crops",0.89
13,32120,"implied_prevalence","habitat",26,"dorbs","Not enough zoos ","live in zoos",0.16
13,8496,"implied_prevalence","disease_other",27,"dobles","","carry Lyme disease",0.9
13,7368,"implied_prevalence","diet",28,"daiths","","feed on the carcasses of dead animals",0.99
13,5591,"implied_prevalence","habitat",29,"glippets","","live in trees",0.94
13,8848,"implied_prevalence","behavior",30,"cheebas","","like to cuddle",0.95
13,9960,"implied_prevalence","diet",31,"crullets","","cannibalize each other",0.58
13,8856,"implied_prevalence","habitat",32,"frams","","live in high-rise buildings",0.72
13,6896,"implied_prevalence","reproduction",33,"trufts","","get erections",0.52
13,10424,"implied_prevalence","disease_self",34,"zoovs","","have strange genetic mutations",0.64
13,4721,"implied_prevalence","physical",35,"blins","","have brown fur",0.9
13,7464,"implied_prevalence","physical",36,"taifels","","have intensely beautiful feathers",0.97
14,16828,"implied_prevalence","psychological",1,"zoovs","","know when earthquakes are about to happen",1
14,4580,"implied_prevalence","psychological",2,"blins","","mourn their dead",1
14,4139,"implied_prevalence","behavior",3,"sapers","","sing beautiful songs",0.8
14,5513,"implied_prevalence","behavior",4,"elleps","","chase their tails",0.65
14,4500,"implied_prevalence","diet",5,"krivels","","eat insects",1
14,4141,"implied_prevalence","behavior",6,"thups","","use tools",0.5
14,5523,"implied_prevalence","habitat",7,"zorbs","","live in zoos",0.3
14,6234,"implied_prevalence","psychological",8,"reesles","","are afraid of loud noises",0.5
14,6614,"implied_prevalence","physical",9,"javs","","have an exquisite sense of smell",1
14,6018,"implied_prevalence","disease_self",10,"cheebas","","go bald",0.9
14,6818,"implied_prevalence","reproduction",11,"dunkels","","have dozens of sexual partners",0.6
14,3813,"implied_prevalence","psychological",12,"kazzes","","experience emotions",1
14,3161,"implied_prevalence","reproduction",13,"frams","","have a menstrual cycle",1
14,8651,"implied_prevalence","reproduction",14,"plovs","","attract mates by secreting pheromones",0.8
14,45754,"implied_prevalence","behavior",15,"dobles","Because there aren&quotechart that many circuses compared to how many ""Dobles"" there likely are in the entire species.","perform in the circus",0.15
14,4793,"implied_prevalence","disease_other",16,"daiths","","carry malaria",0.3
14,5815,"implied_prevalence","physical",17,"moxes","","have intensely beautiful feathers",0.8
14,31243,"implied_prevalence","disease_self",18,"lorches","I would guess that like any animal or human seizures exist but aren&quotechart that common.","have seizures",0.25
14,6964,"implied_prevalence","physical",19,"pangolins","","live to be a hundred years old",0.55
14,3588,"implied_prevalence","behavior",20,"dorbs","","play with bottlecaps",0.35
14,7661,"implied_prevalence","reproduction",21,"ackles","","lay eggs without needing fertilization",1
14,6245,"implied_prevalence","behavior_aggressive",22,"glippets","","torture other animals",0.5
14,4319,"implied_prevalence","disease_self",23,"crullets","","develop back problems",0.55
14,7311,"implied_prevalence","diet",24,"wugs","","feed on the carcasses of dead animals",1
14,5636,"implied_prevalence","behavior_aggressive",25,"stups","","carry out premeditated murder",0.5
14,6222,"implied_prevalence","disease_self",26,"trufts","","lose their teeth",0.8
14,6783,"implied_prevalence","disease_other",27,"ludinos","","transmit HIV",0.75
14,4038,"implied_prevalence","disease_self",28,"feps","","are addicted to nicotine",1
14,4130,"implied_prevalence","habitat",29,"taifels","","live in trees",0.7
14,4386,"implied_prevalence","behavior_aggressive",30,"luzaks","","get in fights with other animals",0.5
14,4276,"implied_prevalence","diet",31,"ollers","","eat cannabis",0.6
14,4590,"implied_prevalence","habitat",32,"kweps","","live in urban areas",0.7
14,5546,"implied_prevalence","behavior_aggressive",33,"fendles","","pound their chests to display dominance",1
14,5130,"implied_prevalence","disease_self",34,"mooks","","have strange genetic mutations",0.45
14,6166,"implied_prevalence","diet",35,"morseths","","drink soda",0.55
14,33492,"implied_prevalence","physical",36,"grinks","Five hundred years seems to be very extreme so I would think it&quotechars pretty rare","live to be five hundred years old",0.1
15,7223,"implied_prevalence","behavior",1,"plovs","","ride the subway",0.3
15,6858,"implied_prevalence","behavior_aggressive",2,"ackles","","torture other animals",0.62
15,28782,"implied_prevalence","behavior",3,"glippets","","use tools",0.67
15,21770,"implied_prevalence","disease_self",4,"daiths","","have seizures",0.52
15,7108,"implied_prevalence","disease_self",5,"fendles","","develop back problems",0.51
15,5022,"implied_prevalence","diet",6,"lorches","","drink alcohol left behind by tourists",0.31
15,24348,"implied_prevalence","behavior",7,"taifels","","sleep during the day",0.63
15,5472,"implied_prevalence","physical",8,"sapers","","live to be five hundred years old",0.5
15,7069,"implied_prevalence","physical",9,"ollers","","live to be a hundred years old",0.36
15,84562,"implied_prevalence","reproduction",10,"frams","","give birth underwater",1
15,4071,"implied_prevalence","reproduction",11,"blins","","get erections",0.9
15,4719,"implied_prevalence","behavior",12,"kweps","","play with bottlecaps",0.63
15,6365,"implied_prevalence","disease_self",13,"krivels","","have strange genetic mutations",0.59
15,55576,"implied_prevalence","behavior",14,"morseths","","sing beautiful songs",0.76
15,3515,"implied_prevalence","diet",15,"javs","","drink soda",0.79
15,3064,"implied_prevalence","psychological",16,"dobles","","mourn their dead",1
15,4132,"implied_prevalence","habitat",17,"crullets","","live in zoos",0.74
15,60791,"implied_prevalence","behavior",18,"trufts","","do handstands to scare off predators",0.77
15,5835,"implied_prevalence","behavior_aggressive",19,"kazzes","","carry out premeditated murder",0.76
15,5540,"implied_prevalence","physical",20,"mooks","","have spots",0.84
15,3455,"implied_prevalence","disease_other",21,"ludinos","","carry malaria",0.28
15,3926,"implied_prevalence","physical",22,"pangolins","","have an exquisite sense of smell",0.83
15,38115,"implied_prevalence","behavior_aggressive",23,"moxes","","pound their chests to display dominance",0.62
15,3864,"implied_prevalence","diet",24,"zorbs","","eat human food",0.78
15,5724,"implied_prevalence","psychological",25,"zoovs","","know when earthquakes are about to happen",0.64
15,5276,"implied_prevalence","behavior",26,"luzaks","","perform in the circus",0.27
15,3574,"implied_prevalence","disease_self",27,"reesles","","lose their teeth",0.86
15,136608,"implied_prevalence","physical",28,"grinks","","live to be twenty years old",0.77
15,2319,"implied_prevalence","diet",29,"feps","","cannibalize each other",0.63
15,2391,"implied_prevalence","disease_other",30,"stups","","transmit HIV",0.32
15,2908,"implied_prevalence","disease_other",31,"wugs","","carry Lyme disease",0.31
15,75970,"implied_prevalence","diet",32,"dorbs","","eat insects",0.92
15,3103,"implied_prevalence","psychological",33,"elleps","","develop phobias",0.55
15,2942,"implied_prevalence","disease_self",34,"thups","","go bald",0.72
15,2222,"implied_prevalence","disease_self",35,"cheebas","","get cancer",0.31
15,2426,"implied_prevalence","behavior",36,"dunkels","","like to cuddle",0.67
16,8797,"implied_prevalence","physical",1,"glippets","","have spots",0.99
16,74237,"implied_prevalence","diet",2,"fendles","","feed on the carcasses of dead animals",0.9
16,9215,"implied_prevalence","habitat",3,"zorbs","","live in zoos",0.35
16,5248,"implied_prevalence","disease_other",4,"ludinos","","carry Lyme disease",0.7
16,3245,"implied_prevalence","psychological",5,"pangolins","","experience empathy",1
16,5079,"implied_prevalence","physical",6,"mooks","","have an exquisite sense of smell",1
16,6680,"implied_prevalence","disease_self",7,"luzaks","","get cancer",0.5
16,48336,"implied_prevalence","reproduction",8,"reesles","","give birth underwater",0.75
16,4860,"implied_prevalence","diet",9,"trufts","","eat cannabis",0.6
16,5396,"implied_prevalence","psychological",10,"javs","","are afraid of loud noises",0.44
16,3528,"implied_prevalence","disease_self",11,"wugs","","are addicted to nicotine",0.58
16,44029,"implied_prevalence","disease_self",12,"thups","","have strange genetic mutations",0.69
16,7789,"implied_prevalence","behavior_aggressive",13,"ollers","","hunt other animals",1
16,46415,"implied_prevalence","behavior",14,"frams","It seems unlikely an entire species of animal have been entirely captures to perform in the circus. In retrospect even 24% seems a high number, but it depends on how many exist to begin with. Either way, I don&quotechart think they&quotechard be in the majority.","perform in the circus",0.24
16,37296,"implied_prevalence","diet",15,"dobles","I don&quotechart feel like an animal drinking left behind alcohol is an all-encompassing trait for a species, and it probably doesn&quotechart happen all the time.","drink alcohol left behind by tourists",0.2
16,5396,"implied_prevalence","behavior",16,"sapers","","sleep during the day",1
16,327592,"implied_prevalence","psychological",17,"morseths","","experience emotions",1
16,2551,"implied_prevalence","reproduction",18,"moxes","","have a menstrual cycle",1
16,11371,"implied_prevalence","behavior",19,"zoovs","","like to cuddle",0.59
16,7453,"implied_prevalence","disease_self",20,"kazzes","","lose their teeth",0.82
16,5088,"implied_prevalence","physical",21,"feps","","have intensely beautiful feathers",0.77
16,4931,"implied_prevalence","behavior_aggressive",22,"cheebas","","get in fights with other animals",0.67
16,4472,"implied_prevalence","disease_self",23,"krivels","","develop back problems",0.75
16,3863,"implied_prevalence","behavior",24,"lorches","","sing beautiful songs",0.78
16,50038,"implied_prevalence","psychological",25,"stups","Again, I have a hard time believing a large portion of an animal species are capable of riding bikes. Seems more likely that SOME can ride bikes.","know how to ride bicycles",0.22
16,5650,"implied_prevalence","diet",26,"dunkels","","eat grass",1
16,3695,"implied_prevalence","diet",27,"crullets","","eat people",0.83
16,4708,"implied_prevalence","reproduction",28,"elleps","","get erections",0.5
16,6240,"implied_prevalence","habitat",29,"taifels","","live in the hulls of sea vessels",0.46
16,6456,"implied_prevalence","reproduction",30,"daiths","","attract mates by secreting pheromones",0.66
16,7546,"implied_prevalence","disease_self",31,"dorbs","","get dandruff",0.74
16,4148,"implied_prevalence","diet",32,"kweps","","cannibalize each other",0.75
16,4814,"implied_prevalence","psychological",33,"plovs","","mourn their dead",0.98
16,56616,"implied_prevalence","behavior_aggressive",34,"ackles","I don&quotechart find it likely that a large portion of any species carries out premeditated murder. One could say humans carry out premeditated murder, but it doesn&quotechart mean the majority do. Same thing applies here. 16% is probably still too high a number in retrospect.","carry out premeditated murder",0.16
16,5537,"implied_prevalence","behavior",35,"grinks","","chase their tails",0.59
16,6208,"implied_prevalence","psychological",36,"blins","","know when earthquakes are about to happen",0.82
17,23238,"implied_prevalence","behavior",1,"kweps","","sleep during the day",0.39
17,62270,"implied_prevalence","psychological",2,"wugs","Because they are most likely smaller and more timid than dogs.","are afraid of dogs",0.21
17,86078,"implied_prevalence","behavior",3,"crullets","I can&quotechart think of an animal that does handstands to scare predators.","do handstands to scare off predators",0.02
17,8760,"implied_prevalence","behavior_aggressive",4,"reesles","","hunt other animals",0.82
17,41638,"implied_prevalence","disease_other",5,"kazzes","I think different species carry malaria.","carry malaria",0.16
17,38938,"implied_prevalence","disease_self",6,"ollers","I know some animals do develop cancer","get cancer",0.08
17,9648,"implied_prevalence","diet",7,"sapers","","drink alcohol left behind by tourists",0.29
17,12496,"implied_prevalence","psychological",8,"trufts","","have personalities",0.9
17,57751,"implied_prevalence","physical",9,"grinks","I know some animals live to be at least 100 years old.","live to be a hundred years old",0.07
17,41640,"implied_prevalence","disease_self",10,"zoovs","I don&quotechart know of animals having seizures.","have seizures",0.02
17,51576,"implied_prevalence","behavior",11,"taifels","I  have seen bird species fly into windows.","fly into building windows",0.15
17,8055,"implied_prevalence","diet",12,"daiths","","feed on the carcasses of dead animals",0.63
17,67393,"implied_prevalence","reproduction",13,"frams","I am not sure of every animal species but am sure some have more sexual partners.","have dozens of sexual partners",0.18
17,7284,"implied_prevalence","habitat",14,"fendles","","live in trees",0.67
17,8897,"implied_prevalence","habitat",15,"plovs","","live in zoos",0.74
17,60670,"implied_prevalence","behavior_aggressive",16,"ludinos","I think most animals don&quotechart really have a reason to fight. ","get in fights with other animals",0.05
17,32696,"implied_prevalence","behavior_aggressive",17,"dobles","I have never heard of such a thing.","carry out premeditated murder",0.01
17,96600,"implied_prevalence","reproduction",18,"elleps","I am sure some animals have menstrual cycles.","have a menstrual cycle",0.14
17,7512,"implied_prevalence","psychological",19,"dunkels","","mourn their dead",0.85
17,69153,"implied_prevalence","behavior_aggressive",20,"feps","I am sure their can be a survival instinct in haesh lands and weather.","capture other animals&quotechar territory",0.19
17,75287,"implied_prevalence","behavior",21,"glippets","I am not sure about how many animals use tools.","use tools",0.07
17,116607,"implied_prevalence","diet",22,"lorches","I am sure some animals cannibalize each other but don&quotechart think it is an extremely high number.","cannibalize each other",0.15
17,9815,"implied_prevalence","physical",23,"mooks","","live to be twenty years old",0.51
17,10017,"implied_prevalence","psychological",24,"javs","","know when earthquakes are about to happen",0.8
17,29105,"implied_prevalence","behavior",25,"blins","I know creatures ride the subways.","ride the subway",0.08
17,10424,"implied_prevalence","reproduction",26,"ackles","","give birth underwater",0.29
17,14239,"implied_prevalence","reproduction",27,"moxes","","get erections",0.7
17,66947,"implied_prevalence","reproduction",28,"cheebas","I know some species of animals don&quotechart need fertilization.","lay eggs without needing fertilization",0.13
17,111221,"implied_prevalence","behavior_aggressive",29,"krivels","I know primates for sure pound their chest so other species could also.","pound their chests to display dominance",0.2
17,31424,"implied_prevalence","habitat",30,"morseths","Different species live up high.","live in high-rise buildings",0.06
17,62440,"implied_prevalence","psychological",31,"zorbs","Trained animals can do this task.","know how to ride bicycles",0.04
17,49039,"implied_prevalence","reproduction",32,"stups","I believe some animals do lay eggs elsewhere.","lay eggs in other birds&quotechar nests",0.16
17,27695,"implied_prevalence","behavior_aggressive",33,"luzaks","I hope animals don&quotechart torture.","torture other animals",0
17,6984,"implied_prevalence","behavior_aggressive",34,"dorbs","","steal farmers&quotechar crops",0.5
17,8913,"implied_prevalence","behavior",35,"thups","","sing beautiful songs",0.43
17,37359,"implied_prevalence","diet",36,"pangolins","It is a plant. ","eat cannabis",0.09
18,8988,"implied_prevalence","psychological",1,"krivels","","mourn their dead",1
18,2654,"implied_prevalence","reproduction",2,"ludinos","","lay eggs in other birds&quotechar nests",1
18,2219,"implied_prevalence","diet",3,"javs","","cannibalize each other",0.76
18,7375,"implied_prevalence","physical",4,"cheebas","","live to be twenty years old",0.64
18,2976,"implied_prevalence","physical",5,"sapers","","have brown fur",1
18,3032,"implied_prevalence","disease_self",6,"plovs","","develop back problems",0.71
18,2267,"implied_prevalence","diet",7,"luzaks","","eat garbage",1
18,3410,"implied_prevalence","reproduction",8,"dunkels","","get erections",1
18,3072,"implied_prevalence","physical",9,"moxes","","have an exquisite sense of smell",1
18,3016,"implied_prevalence","reproduction",10,"daiths","","lay eggs without needing fertilization",1
18,2967,"implied_prevalence","psychological",11,"feps","","have personalities",1
18,2432,"implied_prevalence","psychological",12,"ollers","","are intelligent",0.72
18,2200,"implied_prevalence","physical",13,"zoovs","","have very long wings",1
18,2685,"implied_prevalence","disease_other",14,"stups","","carry malaria",0.66
18,2444,"implied_prevalence","diet",15,"blins","","eat candy wrappers",0.74
18,4294,"implied_prevalence","habitat",16,"elleps","","live in zoos",0.6
18,6110,"implied_prevalence","psychological",17,"zorbs","","know when earthquakes are about to happen",0.65
18,2027,"implied_prevalence","diet",18,"pangolins","","eat grass",1
18,3239,"implied_prevalence","behavior_aggressive",19,"kazzes","","capture other animals&quotechar territory",0.74
18,1971,"implied_prevalence","behavior",20,"ackles","","sleep during the day",1
18,3072,"implied_prevalence","disease_self",21,"crullets","","lose their teeth",1
18,2284,"implied_prevalence","disease_self",22,"fendles","","get dandruff",0.9
18,2099,"implied_prevalence","behavior",23,"lorches","","play with bottlecaps",0.57
18,2541,"implied_prevalence","behavior_aggressive",24,"thups","","carry out premeditated murder",0.78
18,2170,"implied_prevalence","diet",25,"mooks","","eat human food",0.76
18,2768,"implied_prevalence","disease_self",26,"grinks","","go bald",0.93
18,1946,"implied_prevalence","psychological",27,"wugs","","are afraid of dogs",1
18,2484,"implied_prevalence","disease_self",28,"reesles","","are addicted to nicotine",0.81
18,1721,"implied_prevalence","disease_self",29,"frams","","get cancer",1
18,3379,"implied_prevalence","behavior",30,"taifels","","fly into building windows",0.69
18,2539,"implied_prevalence","diet",31,"glippets","","feed on the carcasses of dead animals",1
18,2332,"implied_prevalence","behavior",32,"dobles","","ride the subway",0.85
18,2088,"implied_prevalence","disease_other",33,"kweps","","carry Lyme disease",0.81
18,2727,"implied_prevalence","habitat",34,"dorbs","","live in urban areas",0.9
18,2308,"implied_prevalence","reproduction",35,"morseths","","have a menstrual cycle",1
18,1913,"implied_prevalence","behavior_aggressive",36,"trufts","","attack hikers",0.71
19,11546,"implied_prevalence","psychological",1,"dobles","","have personalities",1
19,13742,"implied_prevalence","psychological",2,"javs","","are intelligent",1
19,7991,"implied_prevalence","behavior_aggressive",3,"elleps","","torture other animals",1
19,7208,"implied_prevalence","habitat",4,"ludinos","","live in trees",1
19,6657,"implied_prevalence","diet",5,"dorbs","","eat cannabis",1
