"workerid","rt","trial_type","property_type","trial_num","category","explanation","original_response","property","response"
18,6431,"explain_responses","disease_other",4,"pangolins","I don&quotechart know for sure.",0.47,"carry malaria",0.54
18,17057,"explain_responses","behavior",5,"lorches","Not really",0.43,"sleep during the day",0.48
19,6250,"implied_prevalence","behavior_aggressive",1,"dorbs",NA,NA,"carry out premeditated murder",0
19,4950,"implied_prevalence","diet",2,"daiths",NA,NA,"eat people",0
19,3870,"implied_prevalence","disease_self",3,"mooks",NA,NA,"get addicted to nicotine",0.6
19,4558,"implied_prevalence","reproduction",4,"javs",NA,NA,"have a menstrual cycle",0.51
19,3803,"implied_prevalence","disease_self",5,"dobles",NA,NA,"develop back problems",0.17
19,5322,"implied_prevalence","physical",6,"ollers",NA,NA,"live to be five hundred years old",0.59
19,2971,"implied_prevalence","disease_self",7,"frams",NA,NA,"get cancer",0.3
19,4537,"implied_prevalence","psychological",8,"zorbs",NA,NA,"know how to ride bicycles",0.78
19,3881,"implied_prevalence","physical",9,"lorches",NA,NA,"live to be a hundred years old",0.74
19,9835,"implied_prevalence","reproduction",10,"grinks",NA,NA,"attract mates by secreting pheromones",0.47
19,4561,"implied_prevalence","behavior",11,"plovs",NA,NA,"do handstands to scare off predators",1
19,3980,"implied_prevalence","habitat",12,"feps",NA,NA,"live in high-rise buildings",1
19,3440,"implied_prevalence","behavior_aggressive",13,"sapers",NA,NA,"get in fights with other animals",0.67
19,3277,"implied_prevalence","behavior",14,"taifels",NA,NA,"chase their tails",0.39
19,2775,"implied_prevalence","disease_other",15,"trufts",NA,NA,"carry malaria",0.51
19,1630,"implied_prevalence","habitat",16,"kweps",NA,NA,"live in urban areas",0.69
19,3254,"implied_prevalence","psychological",17,"cheebas",NA,NA,"experience emotions",1
19,3755,"implied_prevalence","disease_other",18,"morseths",NA,NA,"transmit HIV",0.09
19,2515,"implied_prevalence","physical",19,"fendles",NA,NA,"have spots",0.52
19,2499,"implied_prevalence","behavior_aggressive",20,"dunkels",NA,NA,"capture other animals&quotechar territory",0.25
19,2556,"implied_prevalence","psychological",21,"kazzes",NA,NA,"know how to open doors",0.66
19,1990,"implied_prevalence","diet",22,"thups",NA,NA,"eat grass",0.97
19,3189,"implied_prevalence","physical",23,"stups",NA,NA,"have an exquisite sense of smell",0.84
19,3155,"implied_prevalence","reproduction",24,"reesles",NA,NA,"have dozens of sexual partners",0.71
19,5887,"implied_prevalence","diet",25,"crullets",NA,NA,"fish in the Hudson River",0.49
19,2776,"implied_prevalence","diet",26,"pangolins",NA,NA,"eat human food",0.25
19,3232,"implied_prevalence","diet",27,"wugs",NA,NA,"cannibalize each other",0.08
19,2152,"implied_prevalence","behavior_aggressive",28,"ludinos",NA,NA,"torture other animals",0.05
19,3133,"implied_prevalence","behavior_aggressive",29,"moxes",NA,NA,"hunt other animals",0.77
19,2143,"implied_prevalence","diet",30,"ackles",NA,NA,"eat candy wrappers",0.13
19,3541,"implied_prevalence","physical",31,"zoovs",NA,NA,"have brown fur",0.33
19,3152,"implied_prevalence","behavior",32,"glippets",NA,NA,"swim in shallow pools",0.96
19,2983,"implied_prevalence","diet",33,"elleps",NA,NA,"feed on the carcasses of dead animals",0.8
19,3531,"implied_prevalence","psychological",34,"blins",NA,NA,"develop phobias",0.11
19,3566,"implied_prevalence","physical",35,"krivels",NA,NA,"live to be twenty years old",0.8
19,4089,"implied_prevalence","psychological",36,"luzaks",NA,NA,"are afraid of dogs",1
19,17367,"explain_responses","physical",1,"zoovs","i assume there is varience but not much.",0.33,"have brown fur",0.33
19,15784,"explain_responses","behavior_aggressive",2,"dorbs","It was the first question and I was confused.
",0,"carry out premeditated murder",0.05
19,14080,"explain_responses","diet",3,"ackles","I assume not many are in a position to eat candy wrappers.",0.13,"eat candy wrappers",0.13
19,16801,"explain_responses","psychological",4,"blins","I assume they can develop phobia&quotechars but not all do.",0.11,"develop phobias",0.11
19,17804,"explain_responses","behavior_aggressive",5,"dunkels","I assume not all of them are successful.",0.25,"capture other animals&quotechar territory",0.25
20,5455,"implied_prevalence","behavior_aggressive",1,"luzaks",NA,NA,"hunt other animals",0.5
20,1679,"implied_prevalence","habitat",2,"ackles",NA,NA,"live in zoos",0.49
20,3770,"implied_prevalence","behavior",3,"zorbs",NA,NA,"do handstands to scare off predators",0.5
20,3345,"implied_prevalence","habitat",4,"thups",NA,NA,"live in the hulls of sea vessels",1
20,2515,"implied_prevalence","psychological",5,"lorches",NA,NA,"experience emotions",1
20,2774,"implied_prevalence","behavior_aggressive",6,"dorbs",NA,NA,"carry out premeditated murder",1
20,4171,"implied_prevalence","disease_other",7,"wugs",NA,NA,"transmit rabies",0.68
20,1887,"implied_prevalence","disease_other",8,"blins",NA,NA,"transmit HIV",0.66
20,2634,"implied_prevalence","diet",9,"morseths",NA,NA,"eat grass",1
20,1786,"implied_prevalence","diet",10,"mooks",NA,NA,"eat human food",1
20,2439,"implied_prevalence","psychological",11,"grinks",NA,NA,"are afraid of loud noises",1
20,4159,"implied_prevalence","reproduction",12,"kweps",NA,NA,"have dozens of sexual partners",0.47
20,2972,"implied_prevalence","reproduction",13,"crullets",NA,NA,"have a menstrual cycle",1
20,2059,"implied_prevalence","reproduction",14,"kazzes",NA,NA,"lay eggs in other birds&quotechar nests",1
20,4092,"implied_prevalence","diet",15,"elleps",NA,NA,"drink alcohol left behind by tourists",1
20,4105,"implied_prevalence","diet",16,"stups",NA,NA,"drink soda",1
20,1780,"implied_prevalence","physical",17,"krivels",NA,NA,"have brown fur",1
20,1928,"implied_prevalence","physical",18,"sapers",NA,NA,"live to be twenty years old",1
20,4710,"implied_prevalence","diet",19,"reesles",NA,NA,"cannibalize each other",0.49
20,2556,"implied_prevalence","behavior",20,"frams",NA,NA,"ride the subway",1
20,13756,"implied_prevalence","diet",21,"javs",NA,NA,"eat garbage",1
20,4209,"implied_prevalence","behavior_aggressive",22,"plovs",NA,NA,"torture other animals",0.61
20,2044,"implied_prevalence","disease_self",23,"dobles",NA,NA,"go bald",1
20,2454,"implied_prevalence","behavior_aggressive",24,"ludinos",NA,NA,"capture other animals&quotechar territory",1
20,2554,"implied_prevalence","habitat",25,"taifels",NA,NA,"live in trees",1
20,1568,"implied_prevalence","disease_other",26,"zoovs",NA,NA,"carry Lyme disease",0.47
20,1327,"implied_prevalence","disease_self",27,"dunkels",NA,NA,"get dandruff",0.49
20,1291,"implied_prevalence","behavior_aggressive",28,"moxes",NA,NA,"get in fights with other animals",0.5
20,1936,"implied_prevalence","behavior",29,"glippets",NA,NA,"like to cuddle",0.5
20,2728,"implied_prevalence","physical",30,"trufts",NA,NA,"live to be a hundred years old",1
20,2462,"implied_prevalence","behavior_aggressive",31,"pangolins",NA,NA,"steal farmers&quotechar crops",1
20,3229,"implied_prevalence","behavior",32,"ollers",NA,NA,"swim in shallow pools",1
20,4993,"implied_prevalence","psychological",33,"cheebas",NA,NA,"know when earthquakes are about to happen",1
20,2743,"implied_prevalence","behavior",34,"feps",NA,NA,"play with bottlecaps",0.53
20,1764,"implied_prevalence","disease_self",35,"fendles",NA,NA,"lose their teeth",1
20,1669,"implied_prevalence","diet",36,"daiths",NA,NA,"eat candy wrappers",0.56
20,20404,"explain_responses","reproduction",1,"kweps","Because not all of them have dozens of partners but some do.",0.47,"have dozens of sexual partners",0.67
20,15702,"explain_responses","disease_self",2,"dunkels","It seems like most of them get dandruff",0.49,"get dandruff",0.61
20,47669,"explain_responses","diet",3,"reesles","If they all cannibalized each other then there would be nothing left.",0.49,"cannibalize each other",0.52
20,18564,"explain_responses","habitat",4,"ackles","Maybe most of them live in zoos but not all",0.49,"live in zoos",1
20,21776,"explain_responses","disease_other",5,"zoovs","It doesn&quotechart mean all of them have lyme diesease.",0.47,"carry Lyme disease",0.57
21,8383,"implied_prevalence","disease_other",1,"sapers",NA,NA,"transmit HIV",0.75
21,4326,"implied_prevalence","disease_self",2,"elleps",NA,NA,"have seizures",0.86
21,3385,"implied_prevalence","behavior",3,"javs",NA,NA,"sleep during the day",0.88
21,2550,"implied_prevalence","disease_other",4,"luzaks",NA,NA,"carry malaria",0.66
21,5738,"implied_prevalence","behavior",5,"morseths",NA,NA,"use tools",0.97
21,5627,"implied_prevalence","physical",6,"pangolins",NA,NA,"live to be twenty years old",0.78
21,4127,"implied_prevalence","disease_other",7,"feps",NA,NA,"transmit rabies",0.89
21,2700,"implied_prevalence","behavior",8,"zoovs",NA,NA,"swim in shallow pools",0.93
21,7001,"implied_prevalence","disease_self",9,"taifels",NA,NA,"get addicted to nicotine",0.52
21,5630,"implied_prevalence","behavior_aggressive",10,"ludinos",NA,NA,"torture other animals",0.8
21,3507,"implied_prevalence","behavior_aggressive",11,"daiths",NA,NA,"get in fights with other animals",0.76
21,2875,"implied_prevalence","psychological",12,"dorbs",NA,NA,"mourn their dead",0.81
21,4363,"implied_prevalence","behavior",13,"ackles",NA,NA,"play with bottlecaps",0.46
21,5317,"implied_prevalence","behavior_aggressive",14,"stups",NA,NA,"steal farmers&quotechar crops",0.86
21,3585,"implied_prevalence","psychological",15,"crullets",NA,NA,"know how to open doors",0.62
21,1818,"implied_prevalence","psychological",16,"thups",NA,NA,"experience empathy",0.79
21,4985,"implied_prevalence","disease_self",17,"krivels",NA,NA,"go bald",0.52
21,4472,"implied_prevalence","diet",18,"kazzes",NA,NA,"fish in the Hudson River",0.77
21,3002,"implied_prevalence","habitat",19,"fendles",NA,NA,"live in trees",0.94
21,57155,"implied_prevalence","physical",20,"kweps",NA,NA,"have intensely beautiful feathers",0.69
21,4791,"implied_prevalence","diet",21,"cheebas",NA,NA,"eat grass",1
21,3985,"implied_prevalence","habitat",22,"trufts",NA,NA,"live in urban areas",0.71
21,5455,"implied_prevalence","behavior",23,"zorbs",NA,NA,"do handstands to scare off predators",0.91
21,5416,"implied_prevalence","habitat",24,"frams",NA,NA,"live in high-rise buildings",0.74
21,6149,"implied_prevalence","diet",25,"ollers",NA,NA,"eat people",0.69
21,6090,"implied_prevalence","behavior",26,"dunkels",NA,NA,"chase their tails",0.95
21,3436,"implied_prevalence","psychological",27,"blins",NA,NA,"are afraid of dogs",1
21,2954,"implied_prevalence","physical",28,"wugs",NA,NA,"have spots",1
21,2335,"implied_prevalence","disease_self",29,"plovs",NA,NA,"lose their teeth",1
21,2183,"implied_prevalence","behavior",30,"reesles",NA,NA,"like to cuddle",0.73
21,4699,"implied_prevalence","behavior_aggressive",31,"mooks",NA,NA,"pound their chests to display dominance",0.79
21,29554,"implied_prevalence","diet",32,"moxes",NA,NA,"eat human food",0.55
21,4733,"implied_prevalence","psychological",33,"glippets",NA,NA,"develop phobias",0.6
21,4573,"implied_prevalence","habitat",34,"grinks",NA,NA,"live in zoos",0.28
21,9034,"implied_prevalence","reproduction",35,"lorches",NA,NA,"attract mates by secreting pheromones",0.5
21,3966,"implied_prevalence","psychological",36,"dobles",NA,NA,"know how to ride bicycles",0.31
21,28305,"explain_responses","habitat",1,"grinks","Because I assume not all of the Grinks live in zoos",0.28,"live in zoos",0.28
21,31883,"explain_responses","psychological",2,"dobles","I was sure that there are many Dobles don&quotechart know how to ride a bicycle.",0.31,"know how to ride bicycles",0.31
21,44665,"explain_responses","behavior",3,"ackles","Because I assume not all Ackles have access to bottle caps",0.46,"play with bottlecaps",0.46
22,9350,"implied_prevalence","behavior",1,"zorbs",NA,NA,"play with bottlecaps",0.75
22,5590,"implied_prevalence","psychological",2,"thups",NA,NA,"are intelligent",0.74
22,8456,"implied_prevalence","physical",3,"reesles",NA,NA,"live to be a hundred years old",0.3
22,5136,"implied_prevalence","diet",4,"dobles",NA,NA,"cannibalize each other",0.8
22,5384,"implied_prevalence","behavior_aggressive",5,"wugs",NA,NA,"torture other animals",0.8
22,3664,"implied_prevalence","behavior_aggressive",6,"sapers",NA,NA,"capture other animals&quotechar territory",0.92
22,4872,"implied_prevalence","reproduction",7,"ollers",NA,NA,"lay eggs in other birds&quotechar nests",0.96
22,3792,"implied_prevalence","disease_other",8,"krivels",NA,NA,"carry Lyme disease",0.2
22,4280,"implied_prevalence","behavior_aggressive",9,"elleps",NA,NA,"carry out premeditated murder",0.15
22,3434,"implied_prevalence","disease_other",10,"kweps",NA,NA,"transmit HIV",0.1
22,8302,"implied_prevalence","psychological",11,"trufts",NA,NA,"know how to open doors",0.78
22,9600,"implied_prevalence","habitat",12,"kazzes",NA,NA,"live in the hulls of sea vessels",0.04
22,5640,"implied_prevalence","disease_other",13,"morseths",NA,NA,"transmit rabies",0.06
22,5614,"implied_prevalence","habitat",14,"ludinos",NA,NA,"live in urban areas",0.65
22,3616,"implied_prevalence","disease_other",15,"taifels",NA,NA,"carry malaria",0.05
22,4808,"implied_prevalence","behavior_aggressive",16,"lorches",NA,NA,"pound their chests to display dominance",0.95
22,5688,"implied_prevalence","disease_self",17,"feps",NA,NA,"have strange genetic mutations",0.42
22,4504,"implied_prevalence","habitat",18,"zoovs",NA,NA,"live in trees",0.95
22,2984,"implied_prevalence","disease_self",19,"luzaks",NA,NA,"develop back problems",0.65
22,4448,"implied_prevalence","diet",20,"daiths",NA,NA,"eat insects",0.95
22,3568,"implied_prevalence","diet",21,"crullets",NA,NA,"feed on the carcasses of dead animals",0.94
22,4680,"implied_prevalence","psychological",22,"frams",NA,NA,"experience empathy",0.9
22,2896,"implied_prevalence","behavior_aggressive",23,"javs",NA,NA,"hunt other animals",0.96
22,3832,"implied_prevalence","diet",24,"moxes",NA,NA,"eat human food",0.23
22,5000,"implied_prevalence","diet",25,"cheebas",NA,NA,"eat cannabis",0.15
22,4792,"implied_prevalence","physical",26,"blins",NA,NA,"have intensely beautiful feathers",0.8
22,7184,"implied_prevalence","behavior",27,"grinks",NA,NA,"swim in shallow pools",0.2
22,2984,"implied_prevalence","behavior",28,"fendles",NA,NA,"sing beautiful songs",0.9
22,5664,"implied_prevalence","physical",29,"pangolins",NA,NA,"have brown fur",0.98
22,6496,"implied_prevalence","habitat",30,"glippets",NA,NA,"live in high-rise buildings",0.15
22,5192,"implied_prevalence","disease_self",31,"stups",NA,NA,"get cancer",0.34
22,5152,"implied_prevalence","physical",32,"ackles",NA,NA,"live to be twenty years old",0.33
22,7912,"implied_prevalence","reproduction",33,"dunkels",NA,NA,"lay eggs without needing fertilization",0.5
22,2728,"implied_prevalence","diet",34,"mooks",NA,NA,"eat garbage",0.15
22,4496,"implied_prevalence","disease_self",35,"dorbs",NA,NA,"get dandruff",0.37
22,4024,"implied_prevalence","behavior_aggressive",36,"plovs",NA,NA,"steal farmers&quotechar crops",0.1
22,17128,"explain_responses","disease_self",1,"stups","I compared it to the cancer rate in humans.",0.34,"get cancer",0.38
22,13280,"explain_responses","disease_self",2,"dorbs","I guessed randomly.",0.37,"get dandruff",0.37
22,29184,"explain_responses","disease_other",3,"morseths","In real life, not many individual members of a rabies carrying species actually have rabies.",0.06,"transmit rabies",0.05
22,23800,"explain_responses","physical",4,"ackles","I interpreted it as ""can live to be twenty years old"".",0.33,"live to be twenty years old",0.25
22,29640,"explain_responses","disease_other",5,"taifels","As before, most members of a carrier species do not actually have a given disease.",0.05,"carry malaria",0.05
23,15022,"implied_prevalence","behavior_aggressive",1,"kazzes",NA,NA,"attack hikers",0.05
23,8392,"implied_prevalence","physical",2,"kweps",NA,NA,"live to be twenty years old",0.06
23,5999,"implied_prevalence","reproduction",3,"morseths",NA,NA,"attract mates by secreting pheromones",1
23,3753,"implied_prevalence","behavior",4,"dobles",NA,NA,"sing beautiful songs",0.92
23,7479,"implied_prevalence","reproduction",5,"frams",NA,NA,"lay eggs without needing fertilization",0.92
23,7264,"implied_prevalence","diet",6,"thups",NA,NA,"eat garbage",0.03
23,4968,"implied_prevalence","diet",7,"luzaks",NA,NA,"drink alcohol left behind by tourists",0.27
23,6255,"implied_prevalence","physical",8,"zorbs",NA,NA,"have very long wings",0.08
23,5545,"implied_prevalence","physical",9,"zoovs",NA,NA,"live to be a hundred years old",0.08
23,4887,"implied_prevalence","disease_self",10,"fendles",NA,NA,"have strange genetic mutations",0.02
23,4072,"implied_prevalence","habitat",11,"reesles",NA,NA,"live in urban areas",0.03
23,7377,"implied_prevalence","disease_self",12,"stups",NA,NA,"have seizures",0.63
23,4319,"implied_prevalence","psychological",13,"ollers",NA,NA,"have personalities",0.35
23,6087,"implied_prevalence","habitat",14,"moxes",NA,NA,"live in trees",0.8
23,3312,"implied_prevalence","behavior",15,"javs",NA,NA,"ride the subway",0.06
23,2240,"implied_prevalence","psychological",16,"ludinos",NA,NA,"experience empathy",0.8
23,4464,"implied_prevalence","reproduction",17,"sapers",NA,NA,"have a menstrual cycle",0.83
23,2048,"implied_prevalence","physical",18,"krivels",NA,NA,"have brown fur",0.86
23,2143,"implied_prevalence","behavior_aggressive",19,"daiths",NA,NA,"torture other animals",0.37
23,1369,"implied_prevalence","disease_other",20,"crullets",NA,NA,"carry malaria",0.7
23,3039,"implied_prevalence","behavior",21,"dorbs",NA,NA,"play with bottlecaps",0.78
23,3663,"implied_prevalence","diet",22,"glippets",NA,NA,"cannibalize each other",0.26
23,1928,"implied_prevalence","psychological",23,"taifels",NA,NA,"develop phobias",0.76
23,2280,"implied_prevalence","habitat",24,"lorches",NA,NA,"live in zoos",0.8
23,3408,"implied_prevalence","diet",25,"feps",NA,NA,"eat grass",0.1
23,2176,"implied_prevalence","psychological",26,"trufts",NA,NA,"know how to open doors",0.75
23,5320,"implied_prevalence","psychological",27,"dunkels",NA,NA,"are intelligent",0.47
23,6039,"implied_prevalence","physical",28,"wugs",NA,NA,"live to be five hundred years old",0
23,3408,"implied_prevalence","disease_other",29,"plovs",NA,NA,"transmit HIV",0
23,4153,"implied_prevalence","reproduction",30,"ackles",NA,NA,"get erections",0.67
23,5143,"implied_prevalence","psychological",31,"grinks",NA,NA,"know how to ride bicycles",0
23,3608,"implied_prevalence","behavior",32,"pangolins",NA,NA,"swim in shallow pools",0
23,2968,"implied_prevalence","diet",33,"elleps",NA,NA,"eat candy wrappers",0
23,5112,"implied_prevalence","behavior_aggressive",34,"mooks",NA,NA,"hunt other animals",0.65
23,5336,"implied_prevalence","diet",35,"blins",NA,NA,"feed on the carcasses of dead animals",0.6
23,3439,"implied_prevalence","behavior",36,"cheebas",NA,NA,"perform in the circus",0
23,80430,"explain_responses","psychological",1,"dunkels","I don&quotechart know if dunkels exist. so i just use 50% of my chance to say that they are inteligent.",0.47,"are intelligent",0.5
23,36967,"explain_responses","habitat",2,"reesles","I live in a Urban Area and i don&quotechart know what is a Reesles",0.03,"live in urban areas",0
23,29775,"explain_responses","diet",3,"thups","i neve see something else than rats in the garbage.",0.03,"eat garbage",0
23,43048,"explain_responses","diet",4,"glippets","cannibalization is a rare thing that only a few animal does.",0.26,"cannibalize each other",0.3
23,35423,"explain_responses","physical",5,"kweps","propably they live more than that.",0.06,"live to be twenty years old",0.06
24,8460,"implied_prevalence","diet",1,"luzaks",NA,NA,"drink alcohol left behind by tourists",0.78
24,5144,"implied_prevalence","psychological",2,"cheebas",NA,NA,"mourn their dead",1
24,3501,"implied_prevalence","physical",3,"krivels",NA,NA,"have spots",1
24,6231,"implied_prevalence","psychological",4,"trufts",NA,NA,"develop phobias",0.2
24,5079,"implied_prevalence","physical",5,"wugs",NA,NA,"have very long wings",1
24,6451,"implied_prevalence","disease_other",6,"zorbs",NA,NA,"transmit HIV",0.9
24,4239,"implied_prevalence","psychological",7,"blins",NA,NA,"are intelligent",0.95
24,6776,"implied_prevalence","reproduction",8,"frams",NA,NA,"have a menstrual cycle",1
24,6481,"implied_prevalence","disease_self",9,"dobles",NA,NA,"develop back problems",0.6
24,5623,"implied_prevalence","behavior",10,"sapers",NA,NA,"like to cuddle",0.8
24,5936,"implied_prevalence","behavior_aggressive",11,"morseths",NA,NA,"pound their chests to display dominance",0.5
24,4404,"implied_prevalence","habitat",12,"mooks",NA,NA,"live in urban areas",1
24,2741,"implied_prevalence","habitat",13,"fendles",NA,NA,"live in trees",1
24,4229,"implied_prevalence","reproduction",14,"ollers",NA,NA,"give birth underwater",1
24,6203,"implied_prevalence","disease_self",15,"ludinos",NA,NA,"go bald",0.71
24,5924,"implied_prevalence","behavior",16,"dunkels",NA,NA,"swim in shallow pools",1
24,3198,"implied_prevalence","psychological",17,"moxes",NA,NA,"are afraid of dogs",0.74
24,4239,"implied_prevalence","psychological",18,"kazzes",NA,NA,"know how to open doors",0.5
24,8472,"implied_prevalence","diet",19,"stups",NA,NA,"fish in the Hudson River",0.65
24,5121,"implied_prevalence","behavior",20,"plovs",NA,NA,"chase their tails",0.7
24,4336,"implied_prevalence","reproduction",21,"dorbs",NA,NA,"get erections",0.5
24,6442,"implied_prevalence","behavior_aggressive",22,"glippets",NA,NA,"capture other animals&quotechar territory",0.7
24,4680,"implied_prevalence","diet",23,"reesles",NA,NA,"feed on the carcasses of dead animals",0.84
24,3846,"implied_prevalence","reproduction",24,"zoovs",NA,NA,"lay eggs without needing fertilization",0.59
24,4291,"implied_prevalence","habitat",25,"daiths",NA,NA,"live in zoos",0.19
24,4448,"implied_prevalence","diet",26,"pangolins",NA,NA,"drink soda",0.2
24,6285,"implied_prevalence","behavior_aggressive",27,"taifels",NA,NA,"torture other animals",0.25
24,4145,"implied_prevalence","disease_self",28,"grinks",NA,NA,"get dandruff",0.5
24,4587,"implied_prevalence","diet",29,"thups",NA,NA,"eat people",0.1
24,4340,"implied_prevalence","behavior",30,"feps",NA,NA,"ride the subway",0.27
24,4992,"implied_prevalence","disease_self",31,"crullets",NA,NA,"lose their teeth",0.7
24,3747,"implied_prevalence","psychological",32,"lorches",NA,NA,"are afraid of loud noises",0.49
24,3136,"implied_prevalence","disease_self",33,"kweps",NA,NA,"have seizures",0.1
24,4064,"implied_prevalence","behavior_aggressive",34,"ackles",NA,NA,"steal farmers&quotechar crops",0.67
24,5154,"implied_prevalence","physical",35,"elleps",NA,NA,"have an exquisite sense of smell",0.85
24,6308,"implied_prevalence","behavior",36,"javs",NA,NA,"do handstands to scare off predators",0.6
24,31012,"explain_responses","psychological",1,"lorches","I assume that his only applies to some of the Lorches. I have no idea to know how many so I went in the middle.",0.49,"are afraid of loud noises",0.49
24,28334,"explain_responses","disease_self",2,"kweps","I think something like this is going to depend on a Kwep having bad health, which I think is going to be somewhat low.",0.1,"have seizures",0.1
24,30622,"explain_responses","diet",3,"pangolins","This is going to depend on which Pangolins have been exposed to soda and actually lie it. The number will be low.",0.2,"drink soda",0.15
24,24908,"explain_responses","habitat",4,"daiths","I supposed that some will live in zoos, but not many.",0.19,"live in zoos",0.08
24,40237,"explain_responses","diet",5,"thups","This will depend on how many Thups come into contact with people and feel hungry at the same time. I think the number is going to be low.",0.1,"eat people",0.05
25,5542,"implied_prevalence","disease_self",1,"ollers",NA,NA,"develop back problems",0.19
25,3267,"implied_prevalence","reproduction",2,"wugs",NA,NA,"have a menstrual cycle",0.48
25,4290,"implied_prevalence","behavior",3,"reesles",NA,NA,"do handstands to scare off predators",1
25,3683,"implied_prevalence","behavior",4,"cheebas",NA,NA,"use tools",0.26
25,3299,"implied_prevalence","physical",5,"zoovs",NA,NA,"have an exquisite sense of smell",1
25,2884,"implied_prevalence","disease_self",6,"krivels",NA,NA,"get dandruff",0.53
25,3405,"implied_prevalence","physical",7,"fendles",NA,NA,"have spots",0.91
25,3020,"implied_prevalence","physical",8,"dobles",NA,NA,"have brown fur",0.57
25,3018,"implied_prevalence","behavior",9,"ackles",NA,NA,"sing beautiful songs",0.13
25,5801,"implied_prevalence","psychological",10,"stups",NA,NA,"know how to open doors",0.2
25,5236,"implied_prevalence","diet",11,"frams",NA,NA,"feed on the carcasses of dead animals",0.77
25,12310,"implied_prevalence","diet",12,"zorbs",NA,NA,"eat cannabis",0.43
25,5319,"implied_prevalence","behavior",13,"thups",NA,NA,"chase their tails",0.24
25,2888,"implied_prevalence","psychological",14,"dunkels",NA,NA,"develop phobias",0.34
25,3240,"implied_prevalence","disease_self",15,"elleps",NA,NA,"go bald",0.25
25,2325,"implied_prevalence","psychological",16,"pangolins",NA,NA,"are afraid of loud noises",0.77
25,4404,"implied_prevalence","diet",17,"morseths",NA,NA,"fish in the Hudson River",0.86
25,3745,"implied_prevalence","reproduction",18,"plovs",NA,NA,"give birth underwater",0.7
25,7479,"implied_prevalence","disease_other",19,"glippets",NA,NA,"transmit rabies",0.1
25,2435,"implied_prevalence","habitat",20,"trufts",NA,NA,"live in zoos",0.06
25,3823,"implied_prevalence","psychological",21,"crullets",NA,NA,"are intelligent",0.42
25,2773,"implied_prevalence","habitat",22,"kweps",NA,NA,"live in high-rise buildings",0.11
25,3930,"implied_prevalence","reproduction",23,"lorches",NA,NA,"attract mates by secreting pheromones",0.87
25,4646,"implied_prevalence","behavior_aggressive",24,"daiths",NA,NA,"attack hikers",0.67
25,4187,"implied_prevalence","reproduction",25,"mooks",NA,NA,"lay eggs without needing fertilization",0.91
25,4486,"implied_prevalence","behavior_aggressive",26,"grinks",NA,NA,"torture other animals",0.34
25,2125,"implied_prevalence","diet",27,"blins",NA,NA,"eat garbage",0.85
25,1903,"implied_prevalence","behavior",28,"taifels",NA,NA,"like to cuddle",0.57
25,3574,"implied_prevalence","psychological",29,"sapers",NA,NA,"know when earthquakes are about to happen",0.28
25,6322,"implied_prevalence","habitat",30,"luzaks",NA,NA,"live in trees",0.68
25,3367,"implied_prevalence","disease_self",31,"javs",NA,NA,"have seizures",0.12
25,2439,"implied_prevalence","psychological",32,"kazzes",NA,NA,"have personalities",0.89
25,5684,"implied_prevalence","behavior_aggressive",33,"dorbs",NA,NA,"hunt other animals",0.64
25,4639,"implied_prevalence","physical",34,"moxes",NA,NA,"live to be five hundred years old",0.86
25,3401,"implied_prevalence","diet",35,"ludinos",NA,NA,"cannibalize each other",0.48
25,2960,"implied_prevalence","behavior",36,"feps",NA,NA,"perform in the circus",0.06
25,24835,"explain_responses","disease_self",1,"javs","Seizures are something that isn&quotechart specific to one animal type.",0.12,"have seizures",0.12
25,36794,"explain_responses","reproduction",2,"wugs","Not all Wugs are likely of the same gender, so only about half can have a menstrual cycle.",0.48,"have a menstrual cycle",0.48
25,18519,"explain_responses","behavior",3,"feps","Not all animals perform in a circus, only a select few.",0.06,"perform in the circus",0.06
25,21945,"explain_responses","psychological",4,"dunkels","Not every animal has a phobia, but a good amount will.",0.34,"develop phobias",0.27
25,24922,"explain_responses","behavior",5,"cheebas","Not every animal will use tools, just like humans, not every human will.",0.26,"use tools",0.12
26,5885,"implied_prevalence","disease_self",1,"thups",NA,NA,"get cancer",0.14
26,6188,"implied_prevalence","behavior_aggressive",2,"kweps",NA,NA,"capture other animals&quotechar territory",0.18
26,9520,"implied_prevalence","psychological",3,"plovs",NA,NA,"are afraid of dogs",0.32
26,3710,"implied_prevalence","disease_self",4,"wugs",NA,NA,"develop back problems",0.34
26,6203,"implied_prevalence","habitat",5,"fendles",NA,NA,"live in urban areas",0.66
26,4542,"implied_prevalence","disease_self",6,"krivels",NA,NA,"have seizures",0.13
26,4250,"implied_prevalence","behavior",7,"trufts",NA,NA,"fly into building windows",0.3
26,4944,"implied_prevalence","reproduction",8,"luzaks",NA,NA,"give birth underwater",0.96
26,4780,"implied_prevalence","behavior",9,"feps",NA,NA,"sleep during the day",0.96
26,3431,"implied_prevalence","reproduction",10,"dorbs",NA,NA,"lay eggs in other birds&quotechar nests",0.44
26,4866,"implied_prevalence","psychological",11,"cheebas",NA,NA,"are afraid of loud noises",0.6
26,3652,"implied_prevalence","disease_self",12,"stups",NA,NA,"lose their teeth",0.73
26,5456,"implied_prevalence","disease_self",13,"reesles",NA,NA,"get addicted to nicotine",0.29
26,6992,"implied_prevalence","psychological",14,"dobles",NA,NA,"know when earthquakes are about to happen",0.6
