"workerid","rt","trial_type","property_type","trial_num","category","explanation","original_response","property","response"
43,1615,"implied_prevalence","behavior_aggressive",8,"trufts",NA,NA,"steal farmers&quotechar crops",0.78
43,3637,"implied_prevalence","psychological",9,"feps",NA,NA,"experience emotions",1
43,2317,"implied_prevalence","disease_other",10,"lorches",NA,NA,"carry Lyme disease",1
43,2994,"implied_prevalence","disease_other",11,"daiths",NA,NA,"transmit rabies",1
43,2582,"implied_prevalence","behavior_aggressive",12,"javs",NA,NA,"hunt other animals",1
43,2065,"implied_prevalence","habitat",13,"taifels",NA,NA,"live in trees",1
43,1772,"implied_prevalence","behavior_aggressive",14,"moxes",NA,NA,"attack hikers",1
43,2322,"implied_prevalence","physical",15,"krivels",NA,NA,"have brown fur",0.98
43,2052,"implied_prevalence","psychological",16,"dobles",NA,NA,"are afraid of loud noises",1
43,1788,"implied_prevalence","diet",17,"dorbs",NA,NA,"eat candy wrappers",1
43,2178,"implied_prevalence","behavior",18,"morseths",NA,NA,"use tools",1
43,1521,"implied_prevalence","diet",19,"thups",NA,NA,"eat cannabis",1
43,1924,"implied_prevalence","psychological",20,"reesles",NA,NA,"know how to open doors",1
43,1793,"implied_prevalence","behavior",21,"blins",NA,NA,"play with bottlecaps",1
43,3206,"implied_prevalence","reproduction",22,"plovs",NA,NA,"attract mates by secreting pheromones",1
43,4134,"implied_prevalence","psychological",23,"zorbs",NA,NA,"mourn their dead",1
43,5834,"implied_prevalence","diet",24,"luzaks",NA,NA,"drink alcohol left behind by tourists",1
43,7071,"implied_prevalence","disease_other",25,"grinks",NA,NA,"carry malaria",1
43,4894,"implied_prevalence","psychological",26,"stups",NA,NA,"know when earthquakes are about to happen",1
43,1886,"implied_prevalence","diet",27,"dunkels",NA,NA,"eat insects",1
43,2218,"implied_prevalence","diet",28,"elleps",NA,NA,"eat grass",1
43,2060,"implied_prevalence","disease_self",29,"zoovs",NA,NA,"get dandruff",1
43,2802,"implied_prevalence","behavior_aggressive",30,"sapers",NA,NA,"torture other animals",1
43,3456,"implied_prevalence","psychological",31,"crullets",NA,NA,"have personalities",1
43,2346,"implied_prevalence","behavior_aggressive",32,"kweps",NA,NA,"pound their chests to display dominance",1
43,2325,"implied_prevalence","diet",33,"ludinos",NA,NA,"drink soda",1
43,2325,"implied_prevalence","behavior_aggressive",34,"glippets",NA,NA,"carry out premeditated murder",1
43,3668,"implied_prevalence","behavior",35,"kazzes",NA,NA,"like to cuddle",1
44,10031,"implied_prevalence","reproduction",1,"ollers",NA,NA,"have dozens of sexual partners",0.94
44,7125,"implied_prevalence","diet",2,"elleps",NA,NA,"eat cannabis",0.08
44,3585,"implied_prevalence","psychological",3,"dorbs",NA,NA,"are afraid of dogs",0.9
44,4551,"implied_prevalence","disease_other",4,"ackles",NA,NA,"transmit HIV",0.98
44,4198,"implied_prevalence","physical",5,"daiths",NA,NA,"have very long wings",1
44,2747,"implied_prevalence","diet",6,"crullets",NA,NA,"cannibalize each other",0.51
44,4072,"implied_prevalence","disease_self",7,"grinks",NA,NA,"lose their teeth",1
44,3179,"implied_prevalence","disease_self",8,"dunkels",NA,NA,"develop back problems",0.68
44,5736,"implied_prevalence","behavior",9,"dobles",NA,NA,"perform in the circus",0.11
44,3991,"implied_prevalence","diet",10,"zorbs",NA,NA,"eat people",0.42
44,4731,"implied_prevalence","reproduction",11,"moxes",NA,NA,"lay eggs in other birds&quotechar nests",0.73
44,2734,"implied_prevalence","behavior",12,"krivels",NA,NA,"like to cuddle",0.51
44,4569,"implied_prevalence","diet",13,"reesles",NA,NA,"feed on the carcasses of dead animals",0.9
44,4962,"implied_prevalence","diet",14,"sapers",NA,NA,"fish in the Hudson River",0.23
44,2851,"implied_prevalence","psychological",15,"mooks",NA,NA,"are intelligent",0.87
44,4325,"implied_prevalence","behavior",16,"stups",NA,NA,"sing beautiful songs",0.91
44,3571,"implied_prevalence","psychological",17,"fendles",NA,NA,"experience empathy",1
44,4298,"implied_prevalence","physical",18,"taifels",NA,NA,"have an exquisite sense of smell",0.99
44,4403,"implied_prevalence","diet",19,"javs",NA,NA,"eat grass",1
44,3301,"implied_prevalence","disease_other",20,"plovs",NA,NA,"carry malaria",0.59
44,6747,"implied_prevalence","psychological",21,"thups",NA,NA,"know when earthquakes are about to happen",0.9
44,5142,"implied_prevalence","disease_self",22,"wugs",NA,NA,"get dandruff",0.93
44,4344,"implied_prevalence","diet",23,"lorches",NA,NA,"eat candy wrappers",0.06
44,4548,"implied_prevalence","behavior_aggressive",24,"kazzes",NA,NA,"pound their chests to display dominance",1
44,4177,"implied_prevalence","habitat",25,"ludinos",NA,NA,"live in trees",1
44,4886,"implied_prevalence","behavior_aggressive",26,"feps",NA,NA,"get in fights with other animals",0.95
44,5698,"implied_prevalence","physical",27,"trufts",NA,NA,"live to be twenty years old",0.54
44,3739,"implied_prevalence","reproduction",28,"glippets",NA,NA,"give birth underwater",0.93
44,3441,"implied_prevalence","disease_self",29,"blins",NA,NA,"get cancer",0.3
44,3411,"implied_prevalence","disease_self",30,"zoovs",NA,NA,"have strange genetic mutations",0.49
44,4696,"implied_prevalence","habitat",31,"kweps",NA,NA,"live in urban areas",0.51
44,55920,"implied_prevalence","disease_other",32,"frams",NA,NA,"transmit rabies",0.19
44,4840,"implied_prevalence","disease_self",33,"cheebas",NA,NA,"get addicted to nicotine",0.03
44,6907,"implied_prevalence","reproduction",34,"luzaks",NA,NA,"attract mates by secreting pheromones",1
44,3412,"implied_prevalence","physical",35,"morseths",NA,NA,"have spots",1
44,35145,"explain_responses","diet",1,"zorbs","because they probably will eat any meat and not just humans",0.42,"eat people",0.42
44,20171,"explain_responses","diet",2,"lorches","it seems like a rare thing",0.06,"eat candy wrappers",0.06
44,26632,"explain_responses","diet",3,"elleps","i would assume not many have access to it",0.08,"eat cannabis",0.08
44,35656,"explain_responses","disease_self",4,"zoovs","it can&quotechart be amutation if all of them have it",0.49,"have strange genetic mutations",0.71
44,16566,"explain_responses","behavior",5,"dobles","there are not many circuses",0.11,"perform in the circus",0.11
45,8463,"implied_prevalence","disease_self",1,"mooks",NA,NA,"get addicted to nicotine",0.84
45,7527,"implied_prevalence","habitat",2,"zorbs",NA,NA,"live in the hulls of sea vessels",0.97
45,4752,"implied_prevalence","diet",3,"stups",NA,NA,"eat candy wrappers",0.78
45,2496,"implied_prevalence","behavior",4,"feps",NA,NA,"like to cuddle",0.7
45,4470,"implied_prevalence","behavior",5,"reesles",NA,NA,"sing beautiful songs",0.85
45,3719,"implied_prevalence","disease_self",6,"thups",NA,NA,"develop back problems",0.93
45,5008,"implied_prevalence","diet",7,"krivels",NA,NA,"eat human food",0.99
45,4624,"implied_prevalence","physical",8,"javs",NA,NA,"live to be a hundred years old",0.84
45,3087,"implied_prevalence","behavior_aggressive",9,"morseths",NA,NA,"capture other animals&quotechar territory",0.75
45,4766,"implied_prevalence","physical",10,"fendles",NA,NA,"have very long wings",0.96
45,5112,"implied_prevalence","behavior",11,"ackles",NA,NA,"swim in shallow pools",0.81
45,1959,"implied_prevalence","behavior_aggressive",12,"luzaks",NA,NA,"pound their chests to display dominance",0.77
45,3097,"implied_prevalence","behavior_aggressive",13,"grinks",NA,NA,"get in fights with other animals",0.92
45,5087,"implied_prevalence","physical",14,"trufts",NA,NA,"live to be twenty years old",0.96
45,3854,"implied_prevalence","psychological",15,"blins",NA,NA,"experience empathy",0.87
45,3448,"implied_prevalence","psychological",16,"moxes",NA,NA,"know how to ride bicycles",0.88
45,4743,"implied_prevalence","physical",17,"frams",NA,NA,"have four legs",0.99
45,3191,"implied_prevalence","disease_self",18,"glippets",NA,NA,"go bald",0.94
45,3713,"implied_prevalence","psychological",19,"sapers",NA,NA,"mourn their dead",0.96
45,9190,"implied_prevalence","diet",20,"zoovs",NA,NA,"drink alcohol left behind by tourists",0.73
45,3247,"implied_prevalence","diet",21,"ludinos",NA,NA,"fish in the Hudson River",0.86
45,6312,"implied_prevalence","psychological",22,"elleps",NA,NA,"know when earthquakes are about to happen",0.85
45,4032,"implied_prevalence","reproduction",23,"kazzes",NA,NA,"have a menstrual cycle",0.85
45,2151,"implied_prevalence","reproduction",24,"plovs",NA,NA,"lay eggs without needing fertilization",0.82
45,3151,"implied_prevalence","disease_self",25,"cheebas",NA,NA,"get dandruff",0.78
45,4040,"implied_prevalence","psychological",26,"daiths",NA,NA,"have personalities",0.97
45,3384,"implied_prevalence","psychological",27,"wugs",NA,NA,"experience emotions",0.95
45,3510,"implied_prevalence","behavior",28,"kweps",NA,NA,"ride the subway",0.72
45,3401,"implied_prevalence","habitat",29,"dunkels",NA,NA,"live in zoos",0.98
45,3608,"implied_prevalence","diet",30,"lorches",NA,NA,"eat insects",0.94
45,3383,"implied_prevalence","diet",31,"crullets",NA,NA,"eat garbage",0.94
45,2463,"implied_prevalence","disease_other",32,"ollers",NA,NA,"transmit rabies",0.95
45,2960,"implied_prevalence","physical",33,"dorbs",NA,NA,"have spots",0.93
45,4087,"implied_prevalence","diet",34,"dobles",NA,NA,"eat cannabis",0.93
45,3880,"implied_prevalence","behavior",35,"taifels",NA,NA,"perform in the circus",0.64
46,12138,"implied_prevalence","disease_other",1,"trufts",NA,NA,"transmit rabies",0
46,2776,"implied_prevalence","disease_other",2,"crullets",NA,NA,"carry malaria",0.29
46,2398,"implied_prevalence","reproduction",3,"feps",NA,NA,"lay eggs without needing fertilization",0
46,3696,"implied_prevalence","diet",4,"wugs",NA,NA,"eat grass",0.55
46,2656,"implied_prevalence","physical",5,"sapers",NA,NA,"have intensely beautiful feathers",0.28
46,2739,"implied_prevalence","diet",6,"dorbs",NA,NA,"drink alcohol left behind by tourists",0.51
46,1786,"implied_prevalence","psychological",7,"luzaks",NA,NA,"know when earthquakes are about to happen",0.25
46,1853,"implied_prevalence","diet",8,"mooks",NA,NA,"drink soda",0
46,3164,"implied_prevalence","habitat",9,"kazzes",NA,NA,"live in the hulls of sea vessels",0.09
46,2911,"implied_prevalence","reproduction",10,"glippets",NA,NA,"attract mates by secreting pheromones",0.72
46,1749,"implied_prevalence","psychological",11,"krivels",NA,NA,"are afraid of loud noises",0.82
46,1902,"implied_prevalence","psychological",12,"ackles",NA,NA,"are intelligent",0.45
46,3173,"implied_prevalence","habitat",13,"grinks",NA,NA,"live in zoos",0.97
46,2709,"implied_prevalence","diet",14,"morseths",NA,NA,"eat cannabis",0
46,2352,"implied_prevalence","behavior",15,"stups",NA,NA,"play with bottlecaps",1
46,1932,"implied_prevalence","physical",16,"daiths",NA,NA,"have four legs",1
46,3134,"implied_prevalence","behavior",17,"blins",NA,NA,"like to cuddle",1
46,3776,"implied_prevalence","diet",18,"zorbs",NA,NA,"eat garbage",0.67
46,2279,"implied_prevalence","diet",19,"frams",NA,NA,"fish in the Hudson River",0.26
46,2575,"implied_prevalence","disease_self",20,"thups",NA,NA,"get cancer",0
46,1848,"implied_prevalence","disease_self",21,"elleps",NA,NA,"go bald",0.03
46,2503,"implied_prevalence","habitat",22,"fendles",NA,NA,"live in high-rise buildings",0
46,2825,"implied_prevalence","diet",23,"plovs",NA,NA,"eat people",0
46,2550,"implied_prevalence","behavior",24,"ollers",NA,NA,"swim in shallow pools",0.57
46,4684,"implied_prevalence","diet",25,"ludinos",NA,NA,"cannibalize each other",0
46,2877,"implied_prevalence","physical",26,"kweps",NA,NA,"have an exquisite sense of smell",0.78
46,1051,"implied_prevalence","behavior_aggressive",27,"moxes",NA,NA,"hunt other animals",0.45
46,1415,"implied_prevalence","behavior",28,"cheebas",NA,NA,"do handstands to scare off predators",0
46,938,"implied_prevalence","reproduction",29,"dunkels",NA,NA,"give birth underwater",0.27
46,1749,"implied_prevalence","behavior",30,"lorches",NA,NA,"fly into building windows",0.51
46,1193,"implied_prevalence","psychological",31,"reesles",NA,NA,"know how to open doors",0.74
46,1145,"implied_prevalence","behavior",32,"javs",NA,NA,"ride the subway",0.49
46,1565,"implied_prevalence","psychological",33,"dobles",NA,NA,"experience emotions",0.91
46,1462,"implied_prevalence","reproduction",34,"zoovs",NA,NA,"get erections",0.49
46,1896,"implied_prevalence","disease_self",35,"taifels",NA,NA,"get dandruff",0
46,34100,"explain_responses","behavior_aggressive",1,"moxes","Im not sure what a moxes is so I gave an estimated guess",0.45,"hunt other animals",1
46,16582,"explain_responses","disease_self",2,"taifels","It seems stupid for an animal to get dandruff so I put 0",0,"get dandruff",0
46,14392,"explain_responses","behavior",3,"cheebas","It sounds like a stupid assumption so I put 0",0,"do handstands to scare off predators",0
46,26309,"explain_responses","behavior",4,"javs","Dogs can ride the subway so I assume Javs can too if domesticated",0.49,"ride the subway",0.49
46,18514,"explain_responses","psychological",5,"luzaks","Maybe not all luzaks can know when they happen",0.25,"know when earthquakes are about to happen",0.25
47,7183,"implied_prevalence","disease_other",1,"mooks",NA,NA,"transmit rabies",0.2
47,4432,"implied_prevalence","diet",2,"fendles",NA,NA,"eat people",0.08
47,3960,"implied_prevalence","physical",3,"stups",NA,NA,"have four legs",0.62
47,2718,"implied_prevalence","disease_other",4,"ollers",NA,NA,"transmit HIV",0.35
47,4917,"implied_prevalence","physical",5,"krivels",NA,NA,"live to be twenty years old",0.53
47,2743,"implied_prevalence","disease_self",6,"daiths",NA,NA,"get cancer",0.39
47,2940,"implied_prevalence","physical",7,"blins",NA,NA,"have spots",0.62
47,2229,"implied_prevalence","behavior",8,"kweps",NA,NA,"perform in the circus",0.5
47,3256,"implied_prevalence","psychological",9,"plovs",NA,NA,"know how to ride bicycles",0.66
47,2465,"implied_prevalence","disease_self",10,"kazzes",NA,NA,"develop back problems",0.46
47,1985,"implied_prevalence","behavior",11,"trufts",NA,NA,"sleep during the day",0.6
47,2365,"implied_prevalence","diet",12,"taifels",NA,NA,"eat grass",0.23
47,2183,"implied_prevalence","disease_self",13,"luzaks",NA,NA,"have seizures",0.31
47,3707,"implied_prevalence","psychological",14,"thups",NA,NA,"know when earthquakes are about to happen",0.3
47,2628,"implied_prevalence","physical",15,"reesles",NA,NA,"have intensely beautiful feathers",0.62
47,24624,"implied_prevalence","habitat",16,"grinks",NA,NA,"live in trees",0.35
47,2903,"implied_prevalence","behavior_aggressive",17,"morseths",NA,NA,"carry out premeditated murder",0.18
47,1783,"implied_prevalence","behavior_aggressive",18,"lorches",NA,NA,"torture other animals",0.24
47,1946,"implied_prevalence","psychological",19,"wugs",NA,NA,"experience emotions",0.64
47,2100,"implied_prevalence","reproduction",20,"moxes",NA,NA,"lay eggs without needing fertilization",0.36
47,2098,"implied_prevalence","behavior",21,"sapers",NA,NA,"do handstands to scare off predators",0.38
47,3365,"implied_prevalence","behavior_aggressive",22,"javs",NA,NA,"attack hikers",0.48
47,1752,"implied_prevalence","psychological",23,"zorbs",NA,NA,"are intelligent",0.61
47,2835,"implied_prevalence","diet",24,"ludinos",NA,NA,"cannibalize each other",0.1
47,3256,"implied_prevalence","physical",25,"dobles",NA,NA,"live to be a hundred years old",0.17
47,1837,"implied_prevalence","behavior_aggressive",26,"crullets",NA,NA,"capture other animals&quotechar territory",0.38
47,1861,"implied_prevalence","habitat",27,"dorbs",NA,NA,"live in zoos",0.45
47,3087,"implied_prevalence","disease_other",28,"zoovs",NA,NA,"carry malaria",0.54
47,2905,"implied_prevalence","disease_self",29,"elleps",NA,NA,"get addicted to nicotine",0.54
47,2228,"implied_prevalence","diet",30,"feps",NA,NA,"eat cannabis",0.24
47,2138,"implied_prevalence","physical",31,"frams",NA,NA,"have very long wings",0.36
47,37676,"implied_prevalence","behavior_aggressive",32,"glippets",NA,NA,"get in fights with other animals",0.3
47,2109,"implied_prevalence","diet",33,"ackles",NA,NA,"drink alcohol left behind by tourists",0.31
47,1988,"implied_prevalence","behavior_aggressive",34,"cheebas",NA,NA,"steal farmers&quotechar crops",0.46
47,2496,"implied_prevalence","disease_self",35,"dunkels",NA,NA,"get dandruff",0.21
47,40395,"explain_responses","reproduction",1,"moxes","There are few things that lay eggs without fertilization. ",0.36,"lay eggs without needing fertilization",0.25
47,24684,"explain_responses","diet",2,"ackles","Not many people would drink things left behind by people they do not know.",0.31,"drink alcohol left behind by tourists",0.23
47,18173,"explain_responses","behavior_aggressive",3,"javs","Sounds like a possible animal. ",0.48,"attack hikers",0.49
47,46515,"explain_responses","disease_self",4,"luzaks","Seizures can happen with certain triggers. ",0.31,"have seizures",0.29
47,56723,"explain_responses","diet",5,"ludinos","To cannibalize something is disgusting. ",0.1,"cannibalize each other",0.09
48,7975,"implied_prevalence","psychological",1,"moxes",NA,NA,"know how to ride bicycles",0.03
48,3758,"implied_prevalence","diet",2,"zorbs",NA,NA,"eat human food",0.75
48,2525,"implied_prevalence","diet",3,"wugs",NA,NA,"drink soda",0.4
48,4481,"implied_prevalence","habitat",4,"blins",NA,NA,"live in high-rise buildings",0.35
48,4231,"implied_prevalence","disease_self",5,"zoovs",NA,NA,"get dandruff",0.77
48,3768,"implied_prevalence","behavior",6,"dobles",NA,NA,"perform in the circus",0.21
48,3094,"implied_prevalence","disease_self",7,"cheebas",NA,NA,"have strange genetic mutations",0.58
48,2770,"implied_prevalence","psychological",8,"mooks",NA,NA,"know how to open doors",0.55
48,2665,"implied_prevalence","physical",9,"thups",NA,NA,"live to be a hundred years old",0.84
48,3385,"implied_prevalence","disease_other",10,"glippets",NA,NA,"carry Lyme disease",0.37
48,3657,"implied_prevalence","psychological",11,"trufts",NA,NA,"know when earthquakes are about to happen",0.33
48,3417,"implied_prevalence","diet",12,"dorbs",NA,NA,"feed on the carcasses of dead animals",0.87
48,2587,"implied_prevalence","diet",13,"morseths",NA,NA,"cannibalize each other",0.66
48,3278,"implied_prevalence","behavior",14,"fendles",NA,NA,"like to cuddle",0.57
48,2869,"implied_prevalence","reproduction",15,"krivels",NA,NA,"lay eggs in other birds&quotechar nests",0.4
48,2919,"implied_prevalence","physical",16,"javs",NA,NA,"have very long wings",0.8
48,5204,"implied_prevalence","behavior_aggressive",17,"kweps",NA,NA,"get in fights with other animals",0.74
48,3677,"implied_prevalence","reproduction",18,"lorches",NA,NA,"give birth underwater",0.91
48,2925,"implied_prevalence","behavior_aggressive",19,"kazzes",NA,NA,"steal farmers&quotechar crops",0.26
48,2056,"implied_prevalence","disease_self",20,"frams",NA,NA,"get cancer",0.37
48,8952,"implied_prevalence","diet",21,"plovs",NA,NA,"drink alcohol left behind by tourists",0.8
48,3277,"implied_prevalence","psychological",22,"taifels",NA,NA,"are intelligent",0.8
48,2179,"implied_prevalence","psychological",23,"ollers",NA,NA,"are afraid of loud noises",0.61
48,4335,"implied_prevalence","physical",24,"daiths",NA,NA,"live to be twenty years old",0.74
48,4367,"implied_prevalence","behavior_aggressive",25,"crullets",NA,NA,"carry out premeditated murder",0.11
48,1943,"implied_prevalence","behavior",26,"ackles",NA,NA,"sleep during the day",0.34
48,2109,"implied_prevalence","physical",27,"grinks",NA,NA,"have spots",0.78
48,2979,"implied_prevalence","behavior_aggressive",28,"stups",NA,NA,"capture other animals&quotechar territory",0.52
48,3953,"implied_prevalence","physical",29,"luzaks",NA,NA,"have brown fur",0.66
48,2348,"implied_prevalence","diet",30,"elleps",NA,NA,"eat candy wrappers",0.28
48,6317,"implied_prevalence","disease_self",31,"feps",NA,NA,"go bald",0.63
48,3376,"implied_prevalence","behavior",32,"sapers",NA,NA,"use tools",0.39
48,3284,"implied_prevalence","habitat",33,"dunkels",NA,NA,"live in the hulls of sea vessels",0.18
48,4099,"implied_prevalence","diet",34,"ludinos",NA,NA,"eat grass",0.93
48,5182,"implied_prevalence","behavior_aggressive",35,"reesles",NA,NA,"hunt other animals",0.7
48,25297,"explain_responses","psychological",1,"moxes","I feel like there is a low chance an animal would learn to ride a bicycle. ",0.03,"know how to ride bicycles",0.1
48,24671,"explain_responses","reproduction",2,"krivels","I think that it would not be completely likely that they lay eggs in other birds&quotechar nests.",0.4,"lay eggs in other birds&quotechar nests",0.4
48,12653,"explain_responses","disease_self",3,"frams","I think that cancer would not be something that every animal would get, only some. ",0.37,"get cancer",0.37
48,18617,"explain_responses","behavior_aggressive",4,"crullets","I think that animals would not have the capability of premeditated murder, but perhaps some could. ",0.11,"carry out premeditated murder",0.11
48,25971,"explain_responses","psychological",5,"trufts","I felt like there was a chance that they could know when earthquakes are about to happen, but not all of them. ",0.33,"know when earthquakes are about to happen",0.33
49,7463,"implied_prevalence","behavior_aggressive",1,"sapers",NA,NA,"torture other animals",0.68
49,5184,"implied_prevalence","diet",2,"zoovs",NA,NA,"cannibalize each other",0.76
49,3763,"implied_prevalence","behavior",3,"blins",NA,NA,"do handstands to scare off predators",0.77
49,2740,"implied_prevalence","diet",4,"taifels",NA,NA,"eat cannabis",0.84
49,2788,"implied_prevalence","diet",5,"moxes",NA,NA,"eat candy wrappers",0.64
49,3163,"implied_prevalence","psychological",6,"feps",NA,NA,"know how to ride bicycles",0.58
49,2468,"implied_prevalence","behavior_aggressive",7,"wugs",NA,NA,"capture other animals&quotechar territory",0.7
49,1971,"implied_prevalence","behavior",8,"dunkels",NA,NA,"play with bottlecaps",0.72
49,2571,"implied_prevalence","behavior",9,"ludinos",NA,NA,"chase their tails",0.71
49,2627,"implied_prevalence","behavior_aggressive",10,"elleps",NA,NA,"carry out premeditated murder",0.71
49,1649,"implied_prevalence","behavior",11,"crullets",NA,NA,"fly into building windows",0.54
49,1396,"implied_prevalence","behavior",12,"stups",NA,NA,"sing beautiful songs",0.62
49,2080,"implied_prevalence","physical",13,"luzaks",NA,NA,"have intensely beautiful feathers",0.86
49,3228,"implied_prevalence","physical",14,"krivels",NA,NA,"have very long wings",0.98
49,2268,"implied_prevalence","psychological",15,"daiths",NA,NA,"mourn their dead",0.79
49,2548,"implied_prevalence","behavior",16,"thups",NA,NA,"like to cuddle",0.83
49,2972,"implied_prevalence","disease_self",17,"lorches",NA,NA,"have strange genetic mutations",0.75
49,2036,"implied_prevalence","disease_self",18,"cheebas",NA,NA,"get dandruff",0.93
49,2479,"implied_prevalence","physical",19,"plovs",NA,NA,"have brown fur",0.78
49,1956,"implied_prevalence","disease_self",20,"zorbs",NA,NA,"get addicted to nicotine",0.83
49,2851,"implied_prevalence","reproduction",21,"trufts",NA,NA,"attract mates by secreting pheromones",0.8
49,2419,"implied_prevalence","reproduction",22,"kweps",NA,NA,"lay eggs without needing fertilization",0.94
49,2285,"implied_prevalence","diet",23,"mooks",NA,NA,"drink soda",0.65
49,1712,"implied_prevalence","disease_self",24,"dobles",NA,NA,"develop back problems",0.53
49,2492,"implied_prevalence","diet",25,"grinks",NA,NA,"eat human food",0.65
49,2835,"implied_prevalence","behavior",26,"frams",NA,NA,"use tools",0.79
49,1852,"implied_prevalence","disease_self",27,"kazzes",NA,NA,"go bald",0.87
49,2948,"implied_prevalence","reproduction",28,"fendles",NA,NA,"have dozens of sexual partners",0.97
49,2288,"implied_prevalence","behavior",29,"reesles",NA,NA,"swim in shallow pools",0.9
49,1876,"implied_prevalence","diet",30,"dorbs",NA,NA,"fish in the Hudson River",0.86
49,3867,"implied_prevalence","diet",31,"javs",NA,NA,"eat grass",0.97
49,3044,"implied_prevalence","physical",32,"morseths",NA,NA,"have spots",0.96
49,2556,"implied_prevalence","psychological",33,"ollers",NA,NA,"are afraid of loud noises",0.53
49,2212,"implied_prevalence","psychological",34,"ackles",NA,NA,"know how to open doors",0.49
49,1568,"implied_prevalence","psychological",35,"glippets",NA,NA,"have personalities",0.78
49,18281,"explain_responses","psychological",1,"ackles","Because this seems crazy that all Ackles would be able to open doors",0.49,"know how to open doors",0.49
50,20648,"implied_prevalence","psychological",1,"cheebas",NA,NA,"know how to ride bicycles",0.78
50,1329,"implied_prevalence","psychological",2,"krivels",NA,NA,"develop phobias",0.92
50,1555,"implied_prevalence","diet",3,"luzaks",NA,NA,"cannibalize each other",0.72
50,1174,"implied_prevalence","habitat",4,"zorbs",NA,NA,"live in trees",0.82
50,1061,"implied_prevalence","psychological",5,"kazzes",NA,NA,"experience empathy",0.81
50,1359,"implied_prevalence","reproduction",6,"dobles",NA,NA,"lay eggs without needing fertilization",0.66
50,1263,"implied_prevalence","behavior_aggressive",7,"frams",NA,NA,"capture other animals&quotechar territory",0.86
50,3162,"implied_prevalence","physical",8,"daiths",NA,NA,"live to be a hundred years old",0.47
50,2014,"implied_prevalence","behavior_aggressive",9,"grinks",NA,NA,"get in fights with other animals",0.83
50,960,"implied_prevalence","behavior",10,"thups",NA,NA,"fly into building windows",0.77
50,1602,"implied_prevalence","behavior",11,"zoovs",NA,NA,"sing beautiful songs",0.86
50,1296,"implied_prevalence","behavior",12,"elleps",NA,NA,"swim in shallow pools",0.85
50,1720,"implied_prevalence","disease_self",13,"trufts",NA,NA,"get dandruff",0.98
50,1095,"implied_prevalence","psychological",14,"crullets",NA,NA,"are afraid of loud noises",0.75
50,1597,"implied_prevalence","diet",15,"ludinos",NA,NA,"eat garbage",0.95
50,2075,"implied_prevalence","disease_other",16,"javs",NA,NA,"carry Lyme disease",0.75
50,1480,"implied_prevalence","reproduction",17,"taifels",NA,NA,"attract mates by secreting pheromones",0.86
50,1952,"implied_prevalence","diet",18,"kweps",NA,NA,"eat human food",0.8
50,1381,"implied_prevalence","behavior",19,"lorches",NA,NA,"chase their tails",0.71
50,1317,"implied_prevalence","psychological",20,"ollers",NA,NA,"have personalities",0.91
50,1258,"implied_prevalence","psychological",21,"wugs",NA,NA,"know when earthquakes are about to happen",0.86
50,1396,"implied_prevalence","diet",22,"stups",NA,NA,"drink soda",0.75
50,1483,"implied_prevalence","behavior",23,"sapers",NA,NA,"use tools",0.92
50,1350,"implied_prevalence","behavior",24,"dunkels",NA,NA,"perform in the circus",0.85
50,1341,"implied_prevalence","psychological",25,"ackles",NA,NA,"experience emotions",0.89
50,2142,"implied_prevalence","psychological",26,"reesles",NA,NA,"know how to open doors",0.85
50,2003,"implied_prevalence","behavior_aggressive",27,"morseths",NA,NA,"hunt other animals",0.9
50,2078,"implied_prevalence","diet",28,"glippets",NA,NA,"eat grass",0.73
50,1718,"implied_prevalence","physical",29,"dorbs",NA,NA,"live to be twenty years old",0.89
50,1389,"implied_prevalence","habitat",30,"mooks",NA,NA,"live in urban areas",0.81
50,1238,"implied_prevalence","behavior_aggressive",31,"feps",NA,NA,"attack hikers",1
50,1823,"implied_prevalence","diet",32,"fendles",NA,NA,"eat candy wrappers",0.88
50,1308,"implied_prevalence","psychological",33,"plovs",NA,NA,"are afraid of dogs",0.86
50,1588,"implied_prevalence","diet",34,"blins",NA,NA,"feed on the carcasses of dead animals",0.86
50,1189,"implied_prevalence","behavior_aggressive",35,"moxes",NA,NA,"torture other animals",0.8
50,18091,"explain_responses","physical",1,"daiths","I was think that not all would live to that age",0.47,"live to be a hundred years old",0.49
51,7024,"implied_prevalence","behavior_aggressive",1,"crullets",NA,NA,"capture other animals&quotechar territory",0.52
51,3570,"implied_prevalence","reproduction",2,"stups",NA,NA,"lay eggs without needing fertilization",0.8
51,2948,"implied_prevalence","behavior",3,"dunkels",NA,NA,"do handstands to scare off predators",0.42
51,20471,"implied_prevalence","psychological",4,"plovs",NA,NA,"mourn their dead",0.75
51,29279,"implied_prevalence","behavior",5,"moxes",NA,NA,"swim in shallow pools",0.58
51,10843,"implied_prevalence","physical",6,"frams",NA,NA,"have spots",0.73
51,2255,"implied_prevalence","behavior",7,"zorbs",NA,NA,"sleep during the day",0.56
51,1967,"implied_prevalence","physical",8,"glippets",NA,NA,"have brown fur",0.85
51,2391,"implied_prevalence","disease_other",9,"javs",NA,NA,"transmit HIV",0.65
51,3797,"implied_prevalence","behavior_aggressive",10,"fendles",NA,NA,"steal farmers&quotechar crops",0.58
51,1942,"implied_prevalence","habitat",11,"dobles",NA,NA,"live in urban areas",0.79
