"workerid","rt","trial_type","property","trial_num","experimentResults","missing","explanation","n_data","condition","distribution","property_type","response","category"
35,147570,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 21, 23, 97, 100, 100, 27, 28, 100, 24, u'?']",10,"My response is because I saw a pattern in the previous percentages, which makes me assume the pattern carries over.",10,"prior","weak_or_deterministic","psychological",0.11,"N"
35,147570,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 21, 23, 97, 100, 100, 27, 28, 100, 24, u'?']",10,"My response is because I saw a pattern in the previous percentages, which makes me assume the pattern carries over.",10,"prior","weak_or_deterministic","psychological",0.11,"O"
36,98945,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 0, 100, 0, 98, 2, 0, 99, 100, 0, u'?']",10,"No, the percentages before didn&quotechart seem to make sense without nkowing what the animals were or how they evolved. ",10,"prior","rare_deterministic","psychological",0,"K"
36,98945,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 0, 100, 0, 98, 2, 0, 99, 100, 0, u'?']",10,"No, the percentages before didn&quotechart seem to make sense without nkowing what the animals were or how they evolved. ",10,"prior","rare_deterministic","psychological",0.9,"L"
36,98945,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 0, 100, 0, 98, 2, 0, 99, 100, 0, u'?']",10,"No, the percentages before didn&quotechart seem to make sense without nkowing what the animals were or how they evolved. ",10,"prior","rare_deterministic","psychological",0.84,"M"
36,98945,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 0, 100, 0, 98, 2, 0, 99, 100, 0, u'?']",10,"No, the percentages before didn&quotechart seem to make sense without nkowing what the animals were or how they evolved. ",10,"prior","rare_deterministic","psychological",0.02,"N"
36,98945,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 0, 100, 0, 98, 2, 0, 99, 100, 0, u'?']",10,"No, the percentages before didn&quotechart seem to make sense without nkowing what the animals were or how they evolved. ",10,"prior","rare_deterministic","psychological",0.77,"O"
37,34213,"prior_manipulation","know when earthquakes are about to happen",1,"[45, 99, 53, 100, 97, 50, 49, 51, 100, 99, u'?']",10,"",10,"prior","half_or_deterministic","psychological",0.46,"K"
37,34213,"prior_manipulation","know when earthquakes are about to happen",1,"[45, 99, 53, 100, 97, 50, 49, 51, 100, 99, u'?']",10,"",10,"prior","half_or_deterministic","psychological",0.57,"L"
37,34213,"prior_manipulation","know when earthquakes are about to happen",1,"[45, 99, 53, 100, 97, 50, 49, 51, 100, 99, u'?']",10,"",10,"prior","half_or_deterministic","psychological",0.37,"M"
37,34213,"prior_manipulation","know when earthquakes are about to happen",1,"[45, 99, 53, 100, 97, 50, 49, 51, 100, 99, u'?']",10,"",10,"prior","half_or_deterministic","psychological",0.61,"N"
37,34213,"prior_manipulation","know when earthquakes are about to happen",1,"[45, 99, 53, 100, 97, 50, 49, 51, 100, 99, u'?']",10,"",10,"prior","half_or_deterministic","psychological",0.7,"O"
38,219620,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 53, 95, 49, 100, 50, 99, 54, 46, 100, u'?']",10,"The A-Js tended to hover in two extremes. They were either around the 50 percentile, or they were around the 97 percentile. SO I chose the same type of numbers for this group.",10,"prior","half_or_deterministic","psychological",0.46,"K"
38,219620,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 53, 95, 49, 100, 50, 99, 54, 46, 100, u'?']",10,"The A-Js tended to hover in two extremes. They were either around the 50 percentile, or they were around the 97 percentile. SO I chose the same type of numbers for this group.",10,"prior","half_or_deterministic","psychological",0.94,"L"
38,219620,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 53, 95, 49, 100, 50, 99, 54, 46, 100, u'?']",10,"The A-Js tended to hover in two extremes. They were either around the 50 percentile, or they were around the 97 percentile. SO I chose the same type of numbers for this group.",10,"prior","half_or_deterministic","psychological",0.99,"M"
38,219620,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 53, 95, 49, 100, 50, 99, 54, 46, 100, u'?']",10,"The A-Js tended to hover in two extremes. They were either around the 50 percentile, or they were around the 97 percentile. SO I chose the same type of numbers for this group.",10,"prior","half_or_deterministic","psychological",0.48,"N"
38,219620,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 53, 95, 49, 100, 50, 99, 54, 46, 100, u'?']",10,"The A-Js tended to hover in two extremes. They were either around the 50 percentile, or they were around the 97 percentile. SO I chose the same type of numbers for this group.",10,"prior","half_or_deterministic","psychological",0.92,"O"
39,137910,"prior_manipulation","know when earthquakes are about to happen",1,"[32, 100, 100, 19, 28, 29, 100, 24, 100, 100, u'?']",10,"wild guess",10,"prior","weak_or_deterministic","psychological",0.51,"K"
39,137910,"prior_manipulation","know when earthquakes are about to happen",1,"[32, 100, 100, 19, 28, 29, 100, 24, 100, 100, u'?']",10,"wild guess",10,"prior","weak_or_deterministic","psychological",0.56,"L"
39,137910,"prior_manipulation","know when earthquakes are about to happen",1,"[32, 100, 100, 19, 28, 29, 100, 24, 100, 100, u'?']",10,"wild guess",10,"prior","weak_or_deterministic","psychological",0.61,"M"
39,137910,"prior_manipulation","know when earthquakes are about to happen",1,"[32, 100, 100, 19, 28, 29, 100, 24, 100, 100, u'?']",10,"wild guess",10,"prior","weak_or_deterministic","psychological",0.66,"N"
39,137910,"prior_manipulation","know when earthquakes are about to happen",1,"[32, 100, 100, 19, 28, 29, 100, 24, 100, 100, u'?']",10,"wild guess",10,"prior","weak_or_deterministic","psychological",0.7,"O"
40,104195,"prior_manipulation","know when earthquakes are about to happen",1,"[54, 49, 27, 24, 27, 52, 52, 25, 49, 24, u'?']",10,"It was within the range of the other animals. It was kind of random though to be honest.",10,"prior","weak_or_half","psychological",0.3,"K"
40,104195,"prior_manipulation","know when earthquakes are about to happen",1,"[54, 49, 27, 24, 27, 52, 52, 25, 49, 24, u'?']",10,"It was within the range of the other animals. It was kind of random though to be honest.",10,"prior","weak_or_half","psychological",0.44,"L"
40,104195,"prior_manipulation","know when earthquakes are about to happen",1,"[54, 49, 27, 24, 27, 52, 52, 25, 49, 24, u'?']",10,"It was within the range of the other animals. It was kind of random though to be honest.",10,"prior","weak_or_half","psychological",0.36,"M"
40,104195,"prior_manipulation","know when earthquakes are about to happen",1,"[54, 49, 27, 24, 27, 52, 52, 25, 49, 24, u'?']",10,"It was within the range of the other animals. It was kind of random though to be honest.",10,"prior","weak_or_half","psychological",0.23,"N"
40,104195,"prior_manipulation","know when earthquakes are about to happen",1,"[54, 49, 27, 24, 27, 52, 52, 25, 49, 24, u'?']",10,"It was within the range of the other animals. It was kind of random though to be honest.",10,"prior","weak_or_half","psychological",0.39,"O"
41,82412,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 100, 0, 0, 100, 99, 100, 0, u'?']",10,"I felt there was a pattern in the order of animals",10,"prior","rare_deterministic","psychological",0,"K"
41,82412,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 100, 0, 0, 100, 99, 100, 0, u'?']",10,"I felt there was a pattern in the order of animals",10,"prior","rare_deterministic","psychological",0,"L"
41,82412,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 100, 0, 0, 100, 99, 100, 0, u'?']",10,"I felt there was a pattern in the order of animals",10,"prior","rare_deterministic","psychological",0.96,"M"
41,82412,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 100, 0, 0, 100, 99, 100, 0, u'?']",10,"I felt there was a pattern in the order of animals",10,"prior","rare_deterministic","psychological",0.01,"N"
41,82412,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 100, 0, 0, 100, 99, 100, 0, u'?']",10,"I felt there was a pattern in the order of animals",10,"prior","rare_deterministic","psychological",0.87,"O"
42,435087,"prior_manipulation","know when earthquakes are about to happen",1,"[21, 46, 21, 24, 50, 44, 48, 47, 27, 20, u'?']",10,"I tried to detect a pattern and replicate it.",10,"prior","weak_or_half","psychological",0.39,"K"
42,435087,"prior_manipulation","know when earthquakes are about to happen",1,"[21, 46, 21, 24, 50, 44, 48, 47, 27, 20, u'?']",10,"I tried to detect a pattern and replicate it.",10,"prior","weak_or_half","psychological",0.43,"L"
42,435087,"prior_manipulation","know when earthquakes are about to happen",1,"[21, 46, 21, 24, 50, 44, 48, 47, 27, 20, u'?']",10,"I tried to detect a pattern and replicate it.",10,"prior","weak_or_half","psychological",0.14,"M"
42,435087,"prior_manipulation","know when earthquakes are about to happen",1,"[21, 46, 21, 24, 50, 44, 48, 47, 27, 20, u'?']",10,"I tried to detect a pattern and replicate it.",10,"prior","weak_or_half","psychological",0.18,"N"
42,435087,"prior_manipulation","know when earthquakes are about to happen",1,"[21, 46, 21, 24, 50, 44, 48, 47, 27, 20, u'?']",10,"I tried to detect a pattern and replicate it.",10,"prior","weak_or_half","psychological",0.43,"O"
43,98466,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 1, 97, 1, 100, 100, 99, 100, 0, u'?']",10,"I don&quotechart know. O...maybe because it&quotechars a vowel, and Is were high.",10,"prior","rare_deterministic","psychological",0,"K"
43,98466,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 1, 97, 1, 100, 100, 99, 100, 0, u'?']",10,"I don&quotechart know. O...maybe because it&quotechars a vowel, and Is were high.",10,"prior","rare_deterministic","psychological",0.93,"L"
43,98466,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 1, 97, 1, 100, 100, 99, 100, 0, u'?']",10,"I don&quotechart know. O...maybe because it&quotechars a vowel, and Is were high.",10,"prior","rare_deterministic","psychological",0,"M"
43,98466,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 1, 97, 1, 100, 100, 99, 100, 0, u'?']",10,"I don&quotechart know. O...maybe because it&quotechars a vowel, and Is were high.",10,"prior","rare_deterministic","psychological",0,"N"
43,98466,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 1, 97, 1, 100, 100, 99, 100, 0, u'?']",10,"I don&quotechart know. O...maybe because it&quotechars a vowel, and Is were high.",10,"prior","rare_deterministic","psychological",0.98,"O"
44,45463,"prior_manipulation","know when earthquakes are about to happen",1,"[80, 100, 95, 20, 70, 45, 0, 55, 5, 30, u'?']",10,"I went by my gut feeling.",10,"prior","uniform","psychological",0.45,"K"
44,45463,"prior_manipulation","know when earthquakes are about to happen",1,"[80, 100, 95, 20, 70, 45, 0, 55, 5, 30, u'?']",10,"I went by my gut feeling.",10,"prior","uniform","psychological",0.63,"L"
44,45463,"prior_manipulation","know when earthquakes are about to happen",1,"[80, 100, 95, 20, 70, 45, 0, 55, 5, 30, u'?']",10,"I went by my gut feeling.",10,"prior","uniform","psychological",0.67,"M"
44,45463,"prior_manipulation","know when earthquakes are about to happen",1,"[80, 100, 95, 20, 70, 45, 0, 55, 5, 30, u'?']",10,"I went by my gut feeling.",10,"prior","uniform","psychological",0.81,"N"
44,45463,"prior_manipulation","know when earthquakes are about to happen",1,"[80, 100, 95, 20, 70, 45, 0, 55, 5, 30, u'?']",10,"I went by my gut feeling.",10,"prior","uniform","psychological",0.82,"O"
45,120817,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 19, 23, 21, 24, 0, 0, 25, 0, 0, u'?']",10,"I have no idea, because I can&quotechart assume that the animals studied follow the trend of the order the information was given. Some of them can and some don&quotechart, but none above ~25% accuracy.",10,"prior","rare_weak","psychological",0.05,"K"
45,120817,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 19, 23, 21, 24, 0, 0, 25, 0, 0, u'?']",10,"I have no idea, because I can&quotechart assume that the animals studied follow the trend of the order the information was given. Some of them can and some don&quotechart, but none above ~25% accuracy.",10,"prior","rare_weak","psychological",0.05,"L"
45,120817,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 19, 23, 21, 24, 0, 0, 25, 0, 0, u'?']",10,"I have no idea, because I can&quotechart assume that the animals studied follow the trend of the order the information was given. Some of them can and some don&quotechart, but none above ~25% accuracy.",10,"prior","rare_weak","psychological",0.05,"M"
45,120817,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 19, 23, 21, 24, 0, 0, 25, 0, 0, u'?']",10,"I have no idea, because I can&quotechart assume that the animals studied follow the trend of the order the information was given. Some of them can and some don&quotechart, but none above ~25% accuracy.",10,"prior","rare_weak","psychological",0.05,"N"
45,120817,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 19, 23, 21, 24, 0, 0, 25, 0, 0, u'?']",10,"I have no idea, because I can&quotechart assume that the animals studied follow the trend of the order the information was given. Some of them can and some don&quotechart, but none above ~25% accuracy.",10,"prior","rare_weak","psychological",0.05,"O"
46,106008,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 34, 21, 1, 1, 29, 0, 27, 25, 0, u'?']",10,"I just made a guess.",10,"prior","rare_weak","psychological",0.02,"K"
46,106008,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 34, 21, 1, 1, 29, 0, 27, 25, 0, u'?']",10,"I just made a guess.",10,"prior","rare_weak","psychological",0.07,"L"
46,106008,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 34, 21, 1, 1, 29, 0, 27, 25, 0, u'?']",10,"I just made a guess.",10,"prior","rare_weak","psychological",0.01,"M"
46,106008,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 34, 21, 1, 1, 29, 0, 27, 25, 0, u'?']",10,"I just made a guess.",10,"prior","rare_weak","psychological",0.17,"N"
46,106008,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 34, 21, 1, 1, 29, 0, 27, 25, 0, u'?']",10,"I just made a guess.",10,"prior","rare_weak","psychological",0.12,"O"
47,109460,"prior_manipulation","know when earthquakes are about to happen",1,"[25, 75, 23, 77, 22, 25, 74, 76, 23, 75, u'?']",10,"some animals know more than others so I picked a range for each animal",10,"prior","weak_or_strong","psychological",0.41,"K"
47,109460,"prior_manipulation","know when earthquakes are about to happen",1,"[25, 75, 23, 77, 22, 25, 74, 76, 23, 75, u'?']",10,"some animals know more than others so I picked a range for each animal",10,"prior","weak_or_strong","psychological",0.58,"L"
47,109460,"prior_manipulation","know when earthquakes are about to happen",1,"[25, 75, 23, 77, 22, 25, 74, 76, 23, 75, u'?']",10,"some animals know more than others so I picked a range for each animal",10,"prior","weak_or_strong","psychological",0.43,"M"
47,109460,"prior_manipulation","know when earthquakes are about to happen",1,"[25, 75, 23, 77, 22, 25, 74, 76, 23, 75, u'?']",10,"some animals know more than others so I picked a range for each animal",10,"prior","weak_or_strong","psychological",0.66,"N"
47,109460,"prior_manipulation","know when earthquakes are about to happen",1,"[25, 75, 23, 77, 22, 25, 74, 76, 23, 75, u'?']",10,"some animals know more than others so I picked a range for each animal",10,"prior","weak_or_strong","psychological",0.39,"O"
48,85311,"prior_manipulation","know when earthquakes are about to happen",1,"[50, 50, 53, 21, 22, 26, 52, 23, 51, 26, u'?']",10,"I just I just went by the information that I read all through this hit and then just picked the percentage on the graph that matched what I read",10,"prior","weak_or_half","psychological",0.11,"K"
48,85311,"prior_manipulation","know when earthquakes are about to happen",1,"[50, 50, 53, 21, 22, 26, 52, 23, 51, 26, u'?']",10,"I just I just went by the information that I read all through this hit and then just picked the percentage on the graph that matched what I read",10,"prior","weak_or_half","psychological",0.51,"L"
48,85311,"prior_manipulation","know when earthquakes are about to happen",1,"[50, 50, 53, 21, 22, 26, 52, 23, 51, 26, u'?']",10,"I just I just went by the information that I read all through this hit and then just picked the percentage on the graph that matched what I read",10,"prior","weak_or_half","psychological",0.47,"M"
48,85311,"prior_manipulation","know when earthquakes are about to happen",1,"[50, 50, 53, 21, 22, 26, 52, 23, 51, 26, u'?']",10,"I just I just went by the information that I read all through this hit and then just picked the percentage on the graph that matched what I read",10,"prior","weak_or_half","psychological",0.47,"N"
48,85311,"prior_manipulation","know when earthquakes are about to happen",1,"[50, 50, 53, 21, 22, 26, 52, 23, 51, 26, u'?']",10,"I just I just went by the information that I read all through this hit and then just picked the percentage on the graph that matched what I read",10,"prior","weak_or_half","psychological",0.72,"O"
49,181414,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 51, 25, 51, 46, 29, 24, 23, 30, 53, u'?']",10,"It seems like all of them have at least some ability to sense earthquakes, and while a few have over a 50% chance, it seems to average around 30%.",10,"prior","weak_or_half","psychological",0.51,"K"
49,181414,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 51, 25, 51, 46, 29, 24, 23, 30, 53, u'?']",10,"It seems like all of them have at least some ability to sense earthquakes, and while a few have over a 50% chance, it seems to average around 30%.",10,"prior","weak_or_half","psychological",0.31,"L"
49,181414,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 51, 25, 51, 46, 29, 24, 23, 30, 53, u'?']",10,"It seems like all of them have at least some ability to sense earthquakes, and while a few have over a 50% chance, it seems to average around 30%.",10,"prior","weak_or_half","psychological",0.42,"M"
49,181414,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 51, 25, 51, 46, 29, 24, 23, 30, 53, u'?']",10,"It seems like all of them have at least some ability to sense earthquakes, and while a few have over a 50% chance, it seems to average around 30%.",10,"prior","weak_or_half","psychological",0.23,"N"
49,181414,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 51, 25, 51, 46, 29, 24, 23, 30, 53, u'?']",10,"It seems like all of them have at least some ability to sense earthquakes, and while a few have over a 50% chance, it seems to average around 30%.",10,"prior","weak_or_half","psychological",0.4,"O"
50,107254,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 76, 1, 0, 73, 78, 0, 73, 73, u'?']",10,"Merely trying to come up with some sort of pattern from the previous findings.",10,"prior","rare_strong","psychological",0,"K"
50,107254,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 76, 1, 0, 73, 78, 0, 73, 73, u'?']",10,"Merely trying to come up with some sort of pattern from the previous findings.",10,"prior","rare_strong","psychological",0.01,"L"
50,107254,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 76, 1, 0, 73, 78, 0, 73, 73, u'?']",10,"Merely trying to come up with some sort of pattern from the previous findings.",10,"prior","rare_strong","psychological",0.73,"M"
50,107254,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 76, 1, 0, 73, 78, 0, 73, 73, u'?']",10,"Merely trying to come up with some sort of pattern from the previous findings.",10,"prior","rare_strong","psychological",0,"N"
50,107254,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 76, 1, 0, 73, 78, 0, 73, 73, u'?']",10,"Merely trying to come up with some sort of pattern from the previous findings.",10,"prior","rare_strong","psychological",0.73,"O"
51,111204,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 0, 2, 100, 3, 100, 2, 98, 100, 0, u'?']",10,"Based on the pattern of animals that had high percentages of knowing when an earthquake would happen.",10,"prior","rare_deterministic","psychological",0.24,"K"
51,111204,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 0, 2, 100, 3, 100, 2, 98, 100, 0, u'?']",10,"Based on the pattern of animals that had high percentages of knowing when an earthquake would happen.",10,"prior","rare_deterministic","psychological",0.9,"L"
51,111204,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 0, 2, 100, 3, 100, 2, 98, 100, 0, u'?']",10,"Based on the pattern of animals that had high percentages of knowing when an earthquake would happen.",10,"prior","rare_deterministic","psychological",0.8,"M"
51,111204,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 0, 2, 100, 3, 100, 2, 98, 100, 0, u'?']",10,"Based on the pattern of animals that had high percentages of knowing when an earthquake would happen.",10,"prior","rare_deterministic","psychological",0.11,"N"
51,111204,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 0, 2, 100, 3, 100, 2, 98, 100, 0, u'?']",10,"Based on the pattern of animals that had high percentages of knowing when an earthquake would happen.",10,"prior","rare_deterministic","psychological",0.26,"O"
52,83174,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 1, 1, 97, 0, 100, 99, 100, u'?']",10,"Because I figured out that only certain types of animals would be able to predict earthquakes.",10,"prior","rare_deterministic","psychological",0.46,"K"
52,83174,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 1, 1, 97, 0, 100, 99, 100, u'?']",10,"Because I figured out that only certain types of animals would be able to predict earthquakes.",10,"prior","rare_deterministic","psychological",0,"L"
52,83174,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 1, 1, 97, 0, 100, 99, 100, u'?']",10,"Because I figured out that only certain types of animals would be able to predict earthquakes.",10,"prior","rare_deterministic","psychological",0.08,"M"
52,83174,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 1, 1, 97, 0, 100, 99, 100, u'?']",10,"Because I figured out that only certain types of animals would be able to predict earthquakes.",10,"prior","rare_deterministic","psychological",0.48,"N"
52,83174,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 1, 0, 1, 1, 97, 0, 100, 99, 100, u'?']",10,"Because I figured out that only certain types of animals would be able to predict earthquakes.",10,"prior","rare_deterministic","psychological",0.38,"O"
53,106676,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 49, 48, 24, 23, 25, 27, 27, 52, 49, u'?']",10,"Following the previously displayed data, animals grouped in contiguous letter spaces had similar percentages",10,"prior","weak_or_half","psychological",0.49,"K"
53,106676,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 49, 48, 24, 23, 25, 27, 27, 52, 49, u'?']",10,"Following the previously displayed data, animals grouped in contiguous letter spaces had similar percentages",10,"prior","weak_or_half","psychological",0.49,"L"
53,106676,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 49, 48, 24, 23, 25, 27, 27, 52, 49, u'?']",10,"Following the previously displayed data, animals grouped in contiguous letter spaces had similar percentages",10,"prior","weak_or_half","psychological",0.23,"M"
53,106676,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 49, 48, 24, 23, 25, 27, 27, 52, 49, u'?']",10,"Following the previously displayed data, animals grouped in contiguous letter spaces had similar percentages",10,"prior","weak_or_half","psychological",0.19,"N"
53,106676,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 49, 48, 24, 23, 25, 27, 27, 52, 49, u'?']",10,"Following the previously displayed data, animals grouped in contiguous letter spaces had similar percentages",10,"prior","weak_or_half","psychological",0.16,"O"
54,139205,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 52, 1, 50, 0, 0, 52, 53, 0, 53, u'?']",10,"i was trying to follow the pattern of the previous animals",10,"prior","rare_half","psychological",0.67,"K"
54,139205,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 52, 1, 50, 0, 0, 52, 53, 0, 53, u'?']",10,"i was trying to follow the pattern of the previous animals",10,"prior","rare_half","psychological",0.03,"L"
54,139205,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 52, 1, 50, 0, 0, 52, 53, 0, 53, u'?']",10,"i was trying to follow the pattern of the previous animals",10,"prior","rare_half","psychological",0.03,"M"
54,139205,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 52, 1, 50, 0, 0, 52, 53, 0, 53, u'?']",10,"i was trying to follow the pattern of the previous animals",10,"prior","rare_half","psychological",0.39,"N"
54,139205,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 52, 1, 50, 0, 0, 52, 53, 0, 53, u'?']",10,"i was trying to follow the pattern of the previous animals",10,"prior","rare_half","psychological",0.27,"O"
55,163887,"prior_manipulation","know when earthquakes are about to happen",1,"[3, 100, 0, 99, 0, 98, 100, 100, 0, 2, u'?']",10,"It seemed that there was a pattern between animals where every other one had alternating high and low percentages.",10,"prior","rare_deterministic","psychological",0.92,"K"
55,163887,"prior_manipulation","know when earthquakes are about to happen",1,"[3, 100, 0, 99, 0, 98, 100, 100, 0, 2, u'?']",10,"It seemed that there was a pattern between animals where every other one had alternating high and low percentages.",10,"prior","rare_deterministic","psychological",0.04,"L"
55,163887,"prior_manipulation","know when earthquakes are about to happen",1,"[3, 100, 0, 99, 0, 98, 100, 100, 0, 2, u'?']",10,"It seemed that there was a pattern between animals where every other one had alternating high and low percentages.",10,"prior","rare_deterministic","psychological",0.87,"M"
55,163887,"prior_manipulation","know when earthquakes are about to happen",1,"[3, 100, 0, 99, 0, 98, 100, 100, 0, 2, u'?']",10,"It seemed that there was a pattern between animals where every other one had alternating high and low percentages.",10,"prior","rare_deterministic","psychological",0,"N"
55,163887,"prior_manipulation","know when earthquakes are about to happen",1,"[3, 100, 0, 99, 0, 98, 100, 100, 0, 2, u'?']",10,"It seemed that there was a pattern between animals where every other one had alternating high and low percentages.",10,"prior","rare_deterministic","psychological",0.98,"O"
56,176505,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 54, 51, 29, 26, 51, 23, 26, 22, 52, u'?']",10,"Seems to be roughly the average, so I took that one.",10,"prior","weak_or_half","psychological",0.37,"K"
56,176505,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 54, 51, 29, 26, 51, 23, 26, 22, 52, u'?']",10,"Seems to be roughly the average, so I took that one.",10,"prior","weak_or_half","psychological",0.32,"L"
56,176505,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 54, 51, 29, 26, 51, 23, 26, 22, 52, u'?']",10,"Seems to be roughly the average, so I took that one.",10,"prior","weak_or_half","psychological",0.39,"M"
56,176505,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 54, 51, 29, 26, 51, 23, 26, 22, 52, u'?']",10,"Seems to be roughly the average, so I took that one.",10,"prior","weak_or_half","psychological",0.18,"N"
56,176505,"prior_manipulation","know when earthquakes are about to happen",1,"[49, 54, 51, 29, 26, 51, 23, 26, 22, 52, u'?']",10,"Seems to be roughly the average, so I took that one.",10,"prior","weak_or_half","psychological",0.4,"O"
57,133765,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 49, 0, 52, 51, 0, 52, 0, 46, u'?']",10,"It seemed like a pattern followed ",10,"prior","rare_half","psychological",0.07,"K"
57,133765,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 49, 0, 52, 51, 0, 52, 0, 46, u'?']",10,"It seemed like a pattern followed ",10,"prior","rare_half","psychological",0.14,"L"
57,133765,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 49, 0, 52, 51, 0, 52, 0, 46, u'?']",10,"It seemed like a pattern followed ",10,"prior","rare_half","psychological",0.6,"M"
57,133765,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 49, 0, 52, 51, 0, 52, 0, 46, u'?']",10,"It seemed like a pattern followed ",10,"prior","rare_half","psychological",0.24,"N"
57,133765,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 1, 49, 0, 52, 51, 0, 52, 0, 46, u'?']",10,"It seemed like a pattern followed ",10,"prior","rare_half","psychological",0.2,"O"
58,221365,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 0, 23, 1, 0, 25, 21, 22, 30, u'?']",10,"The way it went, it seemed that the first three or so animals did not have any percentage that could detect earthquakes. And it seemed to increase after that. The average percentage was over twenty by the last few animals, so I figured the trend was strong that it would continue that way.",10,"prior","rare_weak","psychological",0.26,"K"
58,221365,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 0, 23, 1, 0, 25, 21, 22, 30, u'?']",10,"The way it went, it seemed that the first three or so animals did not have any percentage that could detect earthquakes. And it seemed to increase after that. The average percentage was over twenty by the last few animals, so I figured the trend was strong that it would continue that way.",10,"prior","rare_weak","psychological",0.21,"L"
58,221365,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 0, 0, 23, 1, 0, 25, 21, 22, 30, u'?']",10,"The way it went, it seemed that the first three or so animals did not have any percentage that could detect earthquakes. And it seemed to increase after that. The average percentage was over twenty by the last few animals, so I figured the trend was strong that it would continue that way.",10,"prior","rare_weak","psychological",0.3,"M"
